Sample Number,ClassName,Snippet Number,Method,Exist
0,AbstractRegionPainter,1,"PaintContext getContext(Component c, int state)",False
0,AbstractRegionPainter,2,"void paintBackground(Graphics g, JComponent c, int state, int x, int y, int width, int height)",False
0,AbstractRegionPainter,3,"void paintBorders(Graphics g, JComponent c, int state, int x, int y, int width, int height)",False
0,AbstractRegionPainter,4,"void paintImage(Graphics g, JComponent c, int state, int x, int y, int width, int height)",False
0,AbstractRegionPainter,5,"void paintText(Graphics g, JComponent c, String text, int textX, int textY, int mnemonic, int width, int height)",False
1,AbstractRegionPainter.PaintContext,1,PaintContext clone(),False
1,AbstractRegionPainter.PaintContext,2,Rectangle getBounds(),False
1,AbstractRegionPainter.PaintContext,3,Shape getComponent(),False
1,AbstractRegionPainter.PaintContext,4,JComponent getComponentContext(),False
1,AbstractRegionPainter.PaintContext,5,Painter.PaintContext.Opacity getOpacity(),False
2,NimbusLookAndFeel,1,void initialize(),True
2,NimbusLookAndFeel,2,"Color getDerivedColor(String key, float hOffset, float sOffset, float bOffset, int aOffset, boolean uiResource)",True
2,NimbusLookAndFeel,3,boolean isSupportedLookAndFeel(),False
2,NimbusLookAndFeel,4,UIDefaults getDefaults(),True
2,NimbusLookAndFeel,5,void setCurrentTheme(Theme newTheme),False
3,NimbusStyle,1,"Color getDerivedColor(String key, float x, float y, float z, int index, boolean isSelected)",False
3,NimbusStyle,2,Insets getScale(),False
3,NimbusStyle,3,"Painter getPainter(Component c, String key)",False
3,NimbusStyle,4,boolean isDefined(String key),False
3,NimbusStyle,5,Object get(String key),False
4,State,1,State createState(JComponent c),False
4,State,2,void sync(JComponent c),False
4,State,3,void uninitialize(),False
4,State,4,void validate(JComponent c),False
4,State,5,Insets getInsets(),False
