ClassName,URL,Description
_IDLTypeStub,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/_IDLTypeStub.html,The Stub for IDLType.
_PolicyStub,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/_PolicyStub.html,The Stub for Policy.
Any,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/Any.html,Serves as a container for any data that can be described in IDL or for any IDL primitive type.
AnyHolder,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/AnyHolder.html,The Holder for Any.
AnySeqHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/AnySeqHelper.html,The Helper for AnySeq.
AnySeqHolder,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/AnySeqHolder.html,The Holder for AnySeq.
BooleanHolder,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/BooleanHolder.html,The Holder for Boolean.
BooleanSeqHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/BooleanSeqHelper.html,The Helper for BooleanSeq.
BooleanSeqHolder,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/BooleanSeqHolder.html,The Holder for BooleanSeq.
ByteHolder,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/ByteHolder.html,The Holder for Byte.
CharHolder,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/CharHolder.html,The Holder for Char.
CharSeqHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/CharSeqHelper.html,The Helper for CharSeq.
CharSeqHolder,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/CharSeqHolder.html,The Holder for CharSeq.
CompletionStatus,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/CompletionStatus.html,An object that indicates whether a method had completed running when a SystemException was thrown.
CompletionStatusHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/CompletionStatusHelper.html,The Helper for CompletionStatus.
Context,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/Context.html,An object used in Request operations to specify the context object in which context strings must be resolved before being sent along with the request invocation.
ContextList,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/ContextList.html,An object containing a modifiable list of String objects that represent property names.
CurrentHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/CurrentHelper.html,The Helper for Current.
CurrentHolder,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/CurrentHolder.html,The Holder for Current.
DefinitionKind,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/DefinitionKind.html,The class that provides the constants used to identify the type of an Interface Repository object.
DefinitionKindHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/DefinitionKindHelper.html,The Helper for DefinitionKind.
DoubleHolder,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/DoubleHolder.html,The Holder for Double.
DoubleSeqHelper,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/DoubleSeqHelper.html,The Helper for DoubleSeq.
