Sample Number,ClassName,Snippet Number,Method,Exist,Description,Full Description
0,BeanDescriptor,1,String getDisplayName(),False,,NULL
0,BeanDescriptor,2,PropertyDescriptor[] getPropertyDescriptors(),False,,NULL
0,BeanDescriptor,3,MethodDescriptor[] getMethodDescriptors(),False,,NULL
0,BeanDescriptor,4,BeanInfo[] getAdditionalBeanInfo(),False,,NULL
0,BeanDescriptor,5,Image getIcon(int iconKind),False,,NULL
1,Beans,1,Object instantiate(Class<?> beanClass),False,,NULL
1,Beans,2,"void setProperty(Object bean, String name, Object value)",False,,NULL
1,Beans,3,"Object getProperty(Object bean, String name)",False,,NULL
1,Beans,4,void addPropertyChangeListener(PropertyChangeListener listener),False,,NULL
1,Beans,5,void removePropertyChangeListener(PropertyChangeListener listener),False,,NULL
2,DefaultPersistenceDelegate,1,"void writeObject(Object oldInstance, Encoder out)",False,,NULL
2,DefaultPersistenceDelegate,2,"void writeExpression(Expression oldExp, Encoder out)",False,,NULL
2,DefaultPersistenceDelegate,3,"void writeStatement(Statement oldStm, Encoder out)",False,,NULL
2,DefaultPersistenceDelegate,4,"void writeProperty(PropertyDescriptor oldProp, Encoder out)",False,,NULL
2,DefaultPersistenceDelegate,5,"void writeMethod(Method oldMethod, Encoder out)",False,,NULL
3,Encoder,1,"void setPersistenceDelegate(Class<?> type, PersistenceDelegate delegate)",True,,"

setPersistenceDelegate
public void setPersistenceDelegate(Class<?> type,
                                   PersistenceDelegate delegate)
Associates the specified persistence delegate with the given type.

Parameters:
type - the class of objects that the specified persistence delegate applies to
delegate - the persistence delegate for instances of the given type
See Also:
getPersistenceDelegate(java.lang.Class<?>), 
Introspector.getBeanInfo(java.lang.Class<?>), 
BeanInfo.getBeanDescriptor()


"
