ClassName,Method,Return Type,Description
InvalidValueHelper,extract(Any a),static InvalidValue,NULL
InvalidValueHelper,id(),static String,NULL
InvalidValueHelper,"insert(Any a, InvalidValue that)",static void,NULL
InvalidValueHelper,read(InputStream istream),static InvalidValue,NULL
InvalidValueHelper,type(),static TypeCode,NULL
InvalidValueHelper,"write(OutputStream ostream, InvalidValue value)",static void,NULL
TypeMismatchHelper,extract(Any a),static TypeMismatch,NULL
TypeMismatchHelper,id(),static String,NULL
TypeMismatchHelper,"insert(Any a, TypeMismatch that)",static void,NULL
TypeMismatchHelper,read(InputStream istream),static TypeMismatch,NULL
TypeMismatchHelper,type(),static TypeCode,NULL
TypeMismatchHelper,"write(OutputStream ostream, TypeMismatch value)",static void,NULL
