ClassName,Method,Return Type,Description,Full Description
Authenticator,getPasswordAuthentication(),protected PasswordAuthentication,Called when password authorization is needed.,"

getPasswordAuthentication
protected PasswordAuthentication getPasswordAuthentication()
Called when password authorization is needed.  Subclasses should
 override the default implementation, which returns null.

Returns:
The PasswordAuthentication collected from the
          user, or null if none is provided.


"
Authenticator,getRequestingHost(),protected String,"Gets the hostname of the site or proxy requesting authentication, or null if not available.","

getRequestingHost
protected final String getRequestingHost()
Gets the hostname of the
 site or proxy requesting authentication, or null
 if not available.

Returns:
the hostname of the connection requiring authentication, or null
          if it's not available.
Since:
1.4


"
Authenticator,getRequestingPort(),protected int,Gets the port number for the requested connection.,"

getRequestingPort
protected final int getRequestingPort()
Gets the port number for the requested connection.

Returns:
an int indicating the
 port for the requested connection.


"
Authenticator,getRequestingPrompt(),protected String,Gets the prompt string given by the requestor.,"

getRequestingPrompt
protected final String getRequestingPrompt()
Gets the prompt string given by the requestor.

Returns:
the prompt string given by the requestor (realm for
          http requests)


"
Authenticator,getRequestingProtocol(),protected String,Give the protocol that's requesting the connection.,"

getRequestingProtocol
protected final String getRequestingProtocol()
Give the protocol that's requesting the connection.  Often this
 will be based on a URL, but in a future JDK it could be, for
 example, ""SOCKS"" for a password-protected SOCKS5 firewall.

Returns:
the protocol, optionally followed by ""/version"", where
          version is a version number.
See Also:
URL.getProtocol()


"
Authenticator,getRequestingScheme(),protected String,"Gets the scheme of the requestor (the HTTP scheme for an HTTP firewall, for example).","

getRequestingScheme
protected final String getRequestingScheme()
Gets the scheme of the requestor (the HTTP scheme
 for an HTTP firewall, for example).

Returns:
the scheme of the requestor


"
Authenticator,getRequestingSite(),protected InetAddress,"Gets the InetAddress of the site requesting authorization, or null if not available.","

getRequestingSite
protected final InetAddress getRequestingSite()
Gets the InetAddress of the
 site requesting authorization, or null
 if not available.

Returns:
the InetAddress of the site requesting authorization, or null
          if it's not available.


"
Authenticator,getRequestingURL(),protected URL,Returns the URL that resulted in this request for authentication.,"

getRequestingURL
protected URL getRequestingURL()
Returns the URL that resulted in this
 request for authentication.

Returns:
the requesting URL
Since:
1.5


"
Authenticator,getRequestorType(),protected Authenticator.RequestorType,Returns whether the requestor is a Proxy or a Server.,"

getRequestorType
protected Authenticator.RequestorType getRequestorType()
Returns whether the requestor is a Proxy or a Server.

Returns:
the authentication type of the requestor
Since:
1.5


"
Authenticator,"requestPasswordAuthentication(InetAddress addr, int port, String protocol, String prompt, String scheme)",static PasswordAuthentication,Ask the authenticator that has been registered with the system for a password.,"

requestPasswordAuthentication
public static PasswordAuthentication requestPasswordAuthentication(InetAddress addr,
                                                                   int port,
                                                                   String protocol,
                                                                   String prompt,
                                                                   String scheme)
Ask the authenticator that has been registered with the system
 for a password.
 
 First, if there is a security manager, its checkPermission
 method is called with a
 NetPermission(""requestPasswordAuthentication"") permission.
 This may result in a java.lang.SecurityException.

Parameters:
addr - The InetAddress of the site requesting authorization,
             or null if not known.
port - the port for the requested connection
protocol - The protocol that's requesting the connection
          (getRequestingProtocol())
prompt - A prompt string for the user
scheme - The authentication scheme
Returns:
The username/password, or null if one can't be gotten.
Throws:
SecurityException - if a security manager exists and its
        checkPermission method doesn't allow
        the password authentication request.
See Also:
SecurityManager.checkPermission(java.security.Permission), 
NetPermission


"
