ClassName,Method,Return Type,Description
Attributes,clear(),void,Removes all attributes from this Map.
Attributes,clone(),Object,"Returns a copy of the Attributes, implemented as follows:"
Attributes,containsKey(Object name),boolean,Returns true if this Map contains the specified attribute name (key).
Attributes,containsValue(Object value),boolean,Returns true if this Map maps one or more attribute names (keys) to the specified value.
Attributes,entrySet(),"Set<Map.Entry<Object,Object>>",Returns a Collection view of the attribute name-value mappings contained in this Map.
Attributes,equals(Object o),boolean,Compares the specified Attributes object with this Map for equality.
Attributes,get(Object name),Object,"Returns the value of the specified attribute name, or null if the attribute name was not found."
Attributes,getValue(Attributes.Name name),String,"Returns the value of the specified Attributes.Name, or null if the attribute was not found."
Attributes,getValue(String name),String,"Returns the value of the specified attribute name, specified as a string, or null if the attribute was not found."
Attributes,hashCode(),int,Returns the hash code value for this Map.
Attributes,isEmpty(),boolean,Returns true if this Map contains no attributes.
Attributes,keySet(),Set<Object>,Returns a Set view of the attribute names (keys) contained in this Map.
Attributes,"put(Object name, Object value)",Object,Associates the specified value with the specified attribute name (key) in this Map.
Attributes,"putAll(Map<?,?> attr)",void,Copies all of the attribute name-value mappings from the specified Attributes to this Map.
Attributes,"putValue(String name, String value)",String,"Associates the specified value with the specified attribute name, specified as a String."
Attributes,remove(Object name),Object,Removes the attribute with the specified name (key) from this Map.
Attributes,size(),int,Returns the number of attributes in this Map.
Attributes,values(),Collection<Object>,Returns a Collection view of the attribute values contained in this Map.
Attributes.Name,equals(Object o),boolean,Compares this attribute name to another for equality.
Attributes.Name,hashCode(),int,Computes the hash value for this attribute name.
Attributes.Name,toString(),String,Returns the attribute name as a String.
JarEntry,getAttributes(),Attributes,"Returns the Manifest Attributes for this entry, or null if none."
JarEntry,getCertificates(),Certificate[],"Returns the Certificate objects for this entry, or null if none."
JarEntry,getCodeSigners(),CodeSigner[],"Returns the CodeSigner objects for this entry, or null if none."
JarFile,entries(),Enumeration<JarEntry>,Returns an enumeration of the zip file entries.
JarFile,getEntry(String name),ZipEntry,Returns the ZipEntry for the given entry name or null if not found.
JarFile,getInputStream(ZipEntry ze),InputStream,Returns an input stream for reading the contents of the specified zip file entry.
JarFile,getJarEntry(String name),JarEntry,Returns the JarEntry for the given entry name or null if not found.
JarFile,getManifest(),Manifest,"Returns the jar file manifest, or null if none."
JarFile,stream(),Stream<JarEntry>,Return an ordered Stream over the ZIP file entries.
JarInputStream,createZipEntry(String name),protected ZipEntry,Creates a new JarEntry (ZipEntry) for the specified JAR file entry name.
JarInputStream,getManifest(),Manifest,"Returns the Manifest for this JAR file, or null if none."
JarInputStream,getNextEntry(),ZipEntry,Reads the next ZIP file entry and positions the stream at the beginning of the entry data.
JarInputStream,getNextJarEntry(),JarEntry,Reads the next JAR file entry and positions the stream at the beginning of the entry data.
JarInputStream,"read(byte[] b, int off, int len)",int,Reads from the current JAR file entry into an array of bytes.
JarOutputStream,putNextEntry(ZipEntry ze),void,Begins writing a new JAR file entry and positions the stream to the start of the entry data.
Manifest,clear(),void,Clears the main Attributes as well as the entries in this Manifest.
Manifest,clone(),Object,Returns a shallow copy of this Manifest.
Manifest,equals(Object o),boolean,Returns true if the specified Object is also a Manifest and has the same main Attributes and entries.
Manifest,getAttributes(String name),Attributes,Returns the Attributes for the specified entry name.
Manifest,getEntries(),"Map<String,Attributes>",Returns a Map of the entries contained in this Manifest.
Manifest,getMainAttributes(),Attributes,Returns the main Attributes for the Manifest.
Manifest,hashCode(),int,Returns the hash code for this Manifest.
Manifest,read(InputStream is),void,Reads the Manifest from the specified InputStream.
Manifest,write(OutputStream out),void,Writes the Manifest to the specified OutputStream.
Pack200,newPacker(),static Pack200.Packer,Obtain new instance of a class that implements Packer.
Pack200,newUnpacker(),static Pack200.Unpacker,Obtain new instance of a class that implements Unpacker.
