Sample Number,ClassName,Snippet Number,Method,Exist,Description,Full Description
0,FileFilter,1,boolean accept(File f),True,Whether the given file is accepted by this filter.,"

accept
public abstract boolean accept(File f)
Whether the given file is accepted by this filter.

"
0,FileFilter,2,String getDescription(),True,The description of this filter.,"

getDescription
public abstract String getDescription()
The description of this filter. For example: ""JPG and GIF Images""

See Also:
FileView.getName(java.io.File)


"
0,FileFilter,3,void setDescription(String description),False,,NULL
0,FileFilter,4,void accept(FileFilter f),False,,NULL
0,FileFilter,5,FileFilter[] getFileFilters(),False,,NULL
1,FileNameExtensionFilter,1,"FileNameExtensionFilter(String description, String... extensions)",False,,NULL
1,FileNameExtensionFilter,2,String getDescription(),True,The description of this filter.,"

getDescription
public String getDescription()
The description of this filter. For example: ""JPG and GIF Images.""

Specified by:
getDescription in class FileFilter
Returns:
the description of this filter
See Also:
FileView.getName(java.io.File)


"
1,FileNameExtensionFilter,3,String[] getExtensions(),True,Returns the set of file name extensions files are tested against.,"

getExtensions
public String[] getExtensions()
Returns the set of file name extensions files are tested against.

Returns:
the set of file name extensions files are tested against


"
1,FileNameExtensionFilter,4,boolean accept(File f),True,"Tests the specified file, returning true if the file is accepted, false otherwise.","

accept
public boolean accept(File f)
Tests the specified file, returning true if the file is
 accepted, false otherwise. True is returned if the extension
 matches one of the file name extensions of this FileFilter, or the file is a directory.

Specified by:
accept in class FileFilter
Parameters:
f - the File to test
Returns:
true if the file is to be accepted, false otherwise


"
1,FileNameExtensionFilter,5,String toString(),True,Returns a string representation of the FileNameExtensionFilter.,"

toString
public String toString()
Returns a string representation of the FileNameExtensionFilter.
 This method is intended to be used for debugging purposes,
 and the content and format of the returned string may vary
 between implementations.

Overrides:
toString in class Object
Returns:
a string representation of this FileNameExtensionFilter


"
2,FileSystemView,1,FileSystemView getFileSystemView(),True,,"

getFileSystemView
public static FileSystemView getFileSystemView()

"
2,FileSystemView,2,File getHomeDirectory(),True,,"

getHomeDirectory
public File getHomeDirectory()

"
2,FileSystemView,3,File[] getRoots(),True,Returns all root partitions on this system.,"

getRoots
public File[] getRoots()
Returns all root partitions on this system. For example, on
 Windows, this would be the ""Desktop"" folder, while on DOS this
 would be the A: through Z: drives.

"
2,FileSystemView,4,File getDefaultDirectory(),True,Return the user's default starting directory for the file chooser.,"

getDefaultDirectory
public File getDefaultDirectory()
Return the user's default starting directory for the file chooser.

Returns:
a File object representing the default
         starting folder
Since:
1.4


"
2,FileSystemView,5,File getCurrentDirectory(),False,,NULL
3,FileView,1,boolean accept(File file),False,,NULL
3,FileView,2,String getName(File file),True,The name of the file.,"

getName
public String getName(File f)
The name of the file. Normally this would be simply
 f.getName().

"
3,FileView,3,String getTypeDescription(File file),True,A human readable description of the type of the file.,"

getTypeDescription
public String getTypeDescription(File f)
A human readable description of the type of the file. For
 example, a jpg file might have a type description of:
 ""A JPEG Compressed Image File""

"
3,FileView,4,Icon getIcon(File file),True,The icon that represents this file in the JFileChooser.,"

getIcon
public Icon getIcon(File f)
The icon that represents this file in the JFileChooser.

"
3,FileView,5,String getShortDescription(File file),False,,NULL
