Sample Number,ClassName,Snippet Number,Method,Exist
0,AbstractExecutorService,1,void execute(Runnable command),False
0,AbstractExecutorService,2,Future<T> submit(Callable<T> task),False
0,AbstractExecutorService,3,Future<?> submit(Runnable task),True
0,AbstractExecutorService,4,void shutdown(),False
0,AbstractExecutorService,5,List<Runnable> shutdownNow(),False
2,CompletableFuture,1,<U> CompletableFuture<U> supplyAsync(Supplier<U> supplier),True
2,CompletableFuture,2,CompletableFuture<Void> runAsync(Runnable runnable),True
2,CompletableFuture,3,"CompletableFuture<U> thenApply(Function<? super T,? extends U> fn)",False
2,CompletableFuture,4,CompletableFuture<Void> thenAccept(Consumer<? super T> action),True
2,CompletableFuture,5,"CompletableFuture<U> handle(BiFunction<? super T,Throwable,? extends U> fn)",False
3,ConcurrentHashMap,1,"V put(K key, V value)",True
3,ConcurrentHashMap,2,V get(Object key),True
3,ConcurrentHashMap,3,boolean containsKey(Object key),True
3,ConcurrentHashMap,4,V remove(Object key),True
3,ConcurrentHashMap,5,int size(),True
4,ConcurrentHashMap.KeySetView,1,Spliterator<E> spliterator(),False
4,ConcurrentHashMap.KeySetView,2,boolean remove(Object o),True
4,ConcurrentHashMap.KeySetView,3,boolean removeAll(Collection<?> c),True
4,ConcurrentHashMap.KeySetView,4,boolean retainAll(Collection<?> c),True
4,ConcurrentHashMap.KeySetView,5,Object[] toArray(),True
5,ConcurrentLinkedDeque,1,boolean offerFirst(E e),True
5,ConcurrentLinkedDeque,2,E pollLast(),True
5,ConcurrentLinkedDeque,3,E peekFirst(),True
5,ConcurrentLinkedDeque,4,boolean removeLastOccurrence(Object o),True
5,ConcurrentLinkedDeque,5,boolean isEmpty(),True
6,ConcurrentLinkedQueue,1,boolean offer(E e),True
6,ConcurrentLinkedQueue,2,E poll(),True
6,ConcurrentLinkedQueue,3,E peek(),True
6,ConcurrentLinkedQueue,4,boolean isEmpty(),True
6,ConcurrentLinkedQueue,5,int size(),True
7,ConcurrentSkipListMap,1,"V put(K key, V value)",True
7,ConcurrentSkipListMap,2,V get(Object key),True
7,ConcurrentSkipListMap,3,V remove(Object key),True
7,ConcurrentSkipListMap,4,"ConcurrentNavigableMap<K,V> subMap(K fromKey, boolean fromInclusive, K toKey, boolean toInclusive)",True
7,ConcurrentSkipListMap,5,NavigableSet<K> navigableKeySet(),True
8,ConcurrentSkipListSet,1,boolean add(E e),True
8,ConcurrentSkipListSet,2,E ceiling(E e),True
8,ConcurrentSkipListSet,3,E floor(E e),True
8,ConcurrentSkipListSet,4,E pollFirst(),True
