ClassName,Method,Return Type,Description
AccessibleObject,getAnnotation(Class<T> annotationClass),<T extends Annotation>T,"Returns this element's annotation for the specified type if such an annotation is present, else null."
AccessibleObject,getAnnotations(),Annotation[],Returns annotations that are present on this element.
AccessibleObject,getAnnotationsByType(Class<T> annotationClass),<T extends Annotation>T[],Returns annotations that are associated with this element.
AccessibleObject,getDeclaredAnnotation(Class<T> annotationClass),<T extends Annotation>T,"Returns this element's annotation for the specified type if such an annotation is directly present, else null."
AccessibleObject,getDeclaredAnnotations(),Annotation[],Returns annotations that are directly present on this element.
AccessibleObject,getDeclaredAnnotationsByType(Class<T> annotationClass),<T extends Annotation>T[],Returns this element's annotation(s) for the specified type if such annotations are either directly present or indirectly present.
AccessibleObject,isAccessible(),boolean,Get the value of the accessible flag for this object.
AccessibleObject,isAnnotationPresent(Class<? extends Annotation> annotationClass),boolean,"Returns true if an annotation for the specified type is present on this element, else false."
AccessibleObject,"setAccessible(AccessibleObject[] array, boolean flag)",static void,Convenience method to set the accessible flag for an array of objects with a single security check (for efficiency).
AccessibleObject,setAccessible(boolean flag),void,Set the accessible flag for this object to the indicated boolean value.
Array,"get(Object array, int index)",static Object,Returns the value of the indexed component in the specified array object.
Array,"getBoolean(Object array, int index)",static boolean,"Returns the value of the indexed component in the specified array object, as a boolean."
Array,"getByte(Object array, int index)",static byte,"Returns the value of the indexed component in the specified array object, as a byte."
Array,"getChar(Object array, int index)",static char,"Returns the value of the indexed component in the specified array object, as a char."
Array,"getDouble(Object array, int index)",static double,"Returns the value of the indexed component in the specified array object, as a double."
Array,"getFloat(Object array, int index)",static float,"Returns the value of the indexed component in the specified array object, as a float."
Array,"getInt(Object array, int index)",static int,"Returns the value of the indexed component in the specified array object, as an int."
Array,getLength(Object array),static int,"Returns the length of the specified array object, as an int."
Array,"getLong(Object array, int index)",static long,"Returns the value of the indexed component in the specified array object, as a long."
Array,"getShort(Object array, int index)",static short,"Returns the value of the indexed component in the specified array object, as a short."
Array,"newInstance(Class<?> componentType, int... dimensions)",static Object,Creates a new array with the specified component type and dimensions.
Array,"newInstance(Class<?> componentType, int length)",static Object,Creates a new array with the specified component type and length.
Array,"set(Object array, int index, Object value)",static void,Sets the value of the indexed component of the specified array object to the specified new value.
Array,"setBoolean(Object array, int index, boolean z)",static void,Sets the value of the indexed component of the specified array object to the specified boolean value.
Array,"setByte(Object array, int index, byte b)",static void,Sets the value of the indexed component of the specified array object to the specified byte value.
Array,"setChar(Object array, int index, char c)",static void,Sets the value of the indexed component of the specified array object to the specified char value.
Array,"setDouble(Object array, int index, double d)",static void,Sets the value of the indexed component of the specified array object to the specified double value.
Array,"setFloat(Object array, int index, float f)",static void,Sets the value of the indexed component of the specified array object to the specified float value.
Array,"setInt(Object array, int index, int i)",static void,Sets the value of the indexed component of the specified array object to the specified int value.
Array,"setLong(Object array, int index, long l)",static void,Sets the value of the indexed component of the specified array object to the specified long value.
Array,"setShort(Object array, int index, short s)",static void,Sets the value of the indexed component of the specified array object to the specified short value.
Constructor,equals(Object obj),boolean,Compares this Constructor against the specified object.
Constructor,getAnnotatedReceiverType(),AnnotatedType,Returns an AnnotatedType object that represents the use of a type to specify the receiver type of the method/constructor represented by this Executable object.
Constructor,getAnnotatedReturnType(),AnnotatedType,Returns an AnnotatedType object that represents the use of a type to specify the return type of the method/constructor represented by this Executable.
