ClassName,URL,Description
AlphaComposite,https://docs.oracle.com/javase/8/docs/api/java/awt/AlphaComposite.html,The AlphaComposite class implements basic alpha compositing rules for combining source and destination colors to achieve blending and transparency effects with graphics and images.
AWTEvent,https://docs.oracle.com/javase/8/docs/api/java/awt/AWTEvent.html,The root event class for all AWT events.
AWTEventMulticaster,https://docs.oracle.com/javase/8/docs/api/java/awt/AWTEventMulticaster.html,AWTEventMulticaster implements efficient and thread-safe multi-cast event dispatching for the AWT events defined in the java.awt.event package.
AWTKeyStroke,https://docs.oracle.com/javase/8/docs/api/java/awt/AWTKeyStroke.html,"An AWTKeyStroke represents a key action on the keyboard, or equivalent input device."
AWTPermission,https://docs.oracle.com/javase/8/docs/api/java/awt/AWTPermission.html,This class is for AWT permissions.
BasicStroke,https://docs.oracle.com/javase/8/docs/api/java/awt/BasicStroke.html,"The BasicStroke class defines a basic set of rendering attributes for the outlines of graphics primitives, which are rendered with a Graphics2D object that has its Stroke attribute set to this BasicStroke."
BorderLayout,https://docs.oracle.com/javase/8/docs/api/java/awt/BorderLayout.html,"A border layout lays out a container, arranging and resizing its components to fit in five regions: north, south, east, west, and center."
BufferCapabilities,https://docs.oracle.com/javase/8/docs/api/java/awt/BufferCapabilities.html,Capabilities and properties of buffers.
BufferCapabilities.FlipContents,https://docs.oracle.com/javase/8/docs/api/java/awt/BufferCapabilities.FlipContents.html,A type-safe enumeration of the possible back buffer contents after page-flipping
Button,https://docs.oracle.com/javase/8/docs/api/java/awt/Button.html,This class creates a labeled button.
Canvas,https://docs.oracle.com/javase/8/docs/api/java/awt/Canvas.html,A Canvas component represents a blank rectangular area of the screen onto which the application can draw or from which the application can trap input events from the user.
CardLayout,https://docs.oracle.com/javase/8/docs/api/java/awt/CardLayout.html,A CardLayout object is a layout manager for a container.
Checkbox,https://docs.oracle.com/javase/8/docs/api/java/awt/Checkbox.html,"A check box is a graphical component that can be in either an ""on"" (true) or ""off"" (false) state."
CheckboxGroup,https://docs.oracle.com/javase/8/docs/api/java/awt/CheckboxGroup.html,The CheckboxGroup class is used to group together a set of Checkbox buttons.
CheckboxMenuItem,https://docs.oracle.com/javase/8/docs/api/java/awt/CheckboxMenuItem.html,This class represents a check box that can be included in a menu.
Choice,https://docs.oracle.com/javase/8/docs/api/java/awt/Choice.html,The Choice class presents a pop-up menu of choices.
Color,https://docs.oracle.com/javase/8/docs/api/java/awt/Color.html,The Color class is used to encapsulate colors in the default sRGB color space or colors in arbitrary color spaces identified by a ColorSpace.
Component,https://docs.oracle.com/javase/8/docs/api/java/awt/Component.html,A component is an object having a graphical representation that can be displayed on the screen and that can interact with the user.
ComponentOrientation,https://docs.oracle.com/javase/8/docs/api/java/awt/ComponentOrientation.html,The ComponentOrientation class encapsulates the language-sensitive orientation that is to be used to order the elements of a component or of text.
Container,https://docs.oracle.com/javase/8/docs/api/java/awt/Container.html,A generic Abstract Window Toolkit(AWT) container object is a component that can contain other AWT components.
ContainerOrderFocusTraversalPolicy,https://docs.oracle.com/javase/8/docs/api/java/awt/ContainerOrderFocusTraversalPolicy.html,A FocusTraversalPolicy that determines traversal order based on the order of child Components in a Container.
Cursor,https://docs.oracle.com/javase/8/docs/api/java/awt/Cursor.html,A class to encapsulate the bitmap representation of the mouse cursor.
DefaultFocusTraversalPolicy,https://docs.oracle.com/javase/8/docs/api/java/awt/DefaultFocusTraversalPolicy.html,A FocusTraversalPolicy that determines traversal order based on the order of child Components in a Container.
DefaultKeyboardFocusManager,https://docs.oracle.com/javase/8/docs/api/java/awt/DefaultKeyboardFocusManager.html,The default KeyboardFocusManager for AWT applications.
Desktop,https://docs.oracle.com/javase/8/docs/api/java/awt/Desktop.html,The Desktop class allows a Java application to launch associated applications registered on the native desktop to handle a URI or a file.
