ClassName,Method,Return Type,Description
AbstractScriptEngine,eval(Reader reader),Object,"eval(Reader) calls the abstract eval(Reader, ScriptContext) passing the value of the context field."
AbstractScriptEngine,"eval(Reader reader, Bindings bindings)",Object,"eval(Reader, Bindings) calls the abstract eval(Reader, ScriptContext) method, passing it a ScriptContext whose Reader, Writers and Bindings for scopes other that ENGINE_SCOPE are identical to those members of the protected context field."
AbstractScriptEngine,eval(String script),Object,"Same as eval(Reader) except that the abstract eval(String, ScriptContext) is used."
AbstractScriptEngine,"eval(String script, Bindings bindings)",Object,"Same as eval(Reader, Bindings) except that the abstract eval(String, ScriptContext) is used."
AbstractScriptEngine,get(String key),Object,Gets the value for the specified key in the ENGINE_SCOPE of the protected context field.
AbstractScriptEngine,getBindings(int scope),Bindings,Returns the Bindings with the specified scope value in the protected context field.
AbstractScriptEngine,getContext(),ScriptContext,Returns the value of the protected context field.
AbstractScriptEngine,getScriptContext(Bindings nn),protected ScriptContext,Returns a SimpleScriptContext.
AbstractScriptEngine,"put(String key, Object value)",void,Sets the specified value with the specified key in the ENGINE_SCOPEBindings of the protected context field.
AbstractScriptEngine,"setBindings(Bindings bindings, int scope)",void,Sets the Bindings with the corresponding scope value in the context field.
AbstractScriptEngine,setContext(ScriptContext ctxt),void,Sets the value of the protected context field to the specified ScriptContext.
CompiledScript,eval(),Object,Executes the program stored in the CompiledScript object.
CompiledScript,eval(Bindings bindings),Object,Executes the program stored in the CompiledScript object using the supplied Bindings of attributes as the ENGINE_SCOPE of the associated ScriptEngine during script execution.
CompiledScript,eval(ScriptContext context),abstract Object,Executes the program stored in this CompiledScript object.
CompiledScript,getEngine(),abstract ScriptEngine,Returns the ScriptEngine whose compile method created this CompiledScript.
ScriptEngineManager,get(String key),Object,Gets the value for the specified key in the Global Scope
ScriptEngineManager,getBindings(),Bindings,getBindings returns the value of the globalScope field.
ScriptEngineManager,getEngineByExtension(String extension),ScriptEngine,Look up and create a ScriptEngine for a given extension.
ScriptEngineManager,getEngineByMimeType(String mimeType),ScriptEngine,Look up and create a ScriptEngine for a given mime type.
ScriptEngineManager,getEngineByName(String shortName),ScriptEngine,Looks up and creates a ScriptEngine for a given name.
ScriptEngineManager,getEngineFactories(),List<ScriptEngineFactory>,Returns a list whose elements are instances of all the ScriptEngineFactory classes found by the discovery mechanism.
ScriptEngineManager,"put(String key, Object value)",void,Sets the specified key/value pair in the Global Scope.
ScriptEngineManager,"registerEngineExtension(String extension, ScriptEngineFactory factory)",void,Registers a ScriptEngineFactory to handle an extension.
ScriptEngineManager,"registerEngineMimeType(String type, ScriptEngineFactory factory)",void,Registers a ScriptEngineFactory to handle a mime type.
ScriptEngineManager,"registerEngineName(String name, ScriptEngineFactory factory)",void,Registers a ScriptEngineFactory to handle a language name.
ScriptEngineManager,setBindings(Bindings bindings),void,setBindings stores the specified Bindings in the globalScope field.
SimpleBindings,clear(),void,Removes all of the mappings from this map (optional operation).
SimpleBindings,containsKey(Object key),boolean,Returns true if this map contains a mapping for the specified key.
SimpleBindings,containsValue(Object value),boolean,Returns true if this map maps one or more keys to the specified value.
SimpleBindings,entrySet(),"Set<Map.Entry<String,Object>>",Returns a Set view of the mappings contained in this map.
SimpleBindings,get(Object key),Object,Returns the value to which this map maps the specified key.
SimpleBindings,isEmpty(),boolean,Returns true if this map contains no key-value mappings.
SimpleBindings,keySet(),Set<String>,Returns a Set view of the keys contained in this map.
SimpleBindings,"put(String name, Object value)",Object,Sets the specified key/value in the underlying map field.
SimpleBindings,"putAll(Map<? extends String,? extends Object> toMerge)",void,putAll is implemented using Map.putAll.
SimpleBindings,remove(Object key),Object,Removes the mapping for this key from this map if it is present (optional operation).
SimpleBindings,size(),int,Returns the number of key-value mappings in this map.
SimpleBindings,values(),Collection<Object>,Returns a Collection view of the values contained in this map.
SimpleScriptContext,getAttribute(String name),Object,Retrieves the value of the attribute with the given name in the scope occurring earliest in the search order.
SimpleScriptContext,"getAttribute(String name, int scope)",Object,Gets the value of an attribute in a given scope.
SimpleScriptContext,getAttributesScope(String name),int,Get the lowest scope in which an attribute is defined.
SimpleScriptContext,getBindings(int scope),Bindings,Returns the value of the engineScope field if specified scope is ENGINE_SCOPE.
SimpleScriptContext,getErrorWriter(),Writer,Returns the Writer used to display error output.
SimpleScriptContext,getReader(),Reader,Returns a Reader to be used by the script to read input.
SimpleScriptContext,getScopes(),List<Integer>,Returns immutable List of all the valid values for scope in the ScriptContext.
SimpleScriptContext,getWriter(),Writer,Returns the Writer for scripts to use when displaying output.
SimpleScriptContext,"removeAttribute(String name, int scope)",Object,Remove an attribute in a given scope.
SimpleScriptContext,"setAttribute(String name, Object value, int scope)",void,Sets the value of an attribute in a given scope.
SimpleScriptContext,"setBindings(Bindings bindings, int scope)",void,Sets a Bindings of attributes for the given scope.
SimpleScriptContext,setErrorWriter(Writer writer),void,Sets the Writer used to display error output.
SimpleScriptContext,setReader(Reader reader),void,Sets the Reader for scripts to read input .
SimpleScriptContext,setWriter(Writer writer),void,Sets the Writer for scripts to use when displaying output.
