FileName,UsedPackage
DefaultPersistenceDelegate_4,True
DefaultPersistenceDelegate_5,True
Encoder_1,True
Encoder_2,True
Encoder_3,True
Encoder_4,True
Encoder_5,True
Expression_1,True
Expression_2,True
Expression_3,True
FeatureDescriptor_1,True
FeatureDescriptor_2,True
FeatureDescriptor_4,True
FeatureDescriptor_5,True
IndexedPropertyChangeEvent_1,True
Introspector_3,True
PropertyChangeEvent_1,True
PropertyChangeEvent_2,True
PropertyChangeEvent_3,True
PropertyChangeEvent_5,True
PropertyChangeListenerProxy_3,True
PropertyChangeSupport_1,True
PropertyChangeSupport_2,True
PropertyChangeSupport_3,True
PropertyChangeSupport_4,True
PropertyChangeSupport_5,True
PropertyDescriptor_2,True
PropertyDescriptor_3,True
PropertyDescriptor_4,True
PropertyEditorManager_1,True
PropertyEditorManager_3,True
PropertyEditorManager_5,True
SimpleBeanInfo_1,True
SimpleBeanInfo_2,True
SimpleBeanInfo_3,True
SimpleBeanInfo_4,True
SimpleBeanInfo_5,True
VetoableChangeListenerProxy_1,False
VetoableChangeSupport_1,True
VetoableChangeSupport_2,True
VetoableChangeSupport_3,True
VetoableChangeSupport_4,True
VetoableChangeSupport_5,True
XMLDecoder_1,True
XMLDecoder_2,True
XMLDecoder_3,True
XMLDecoder_4,True
XMLEncoder_3,True
XMLEncoder_4,True
XMLEncoder_5,True
