FileName,Compilable,Runnable,Correct
HandshakeCompletedEvent_1,True,False,False
HandshakeCompletedEvent_2,True,False,False
HandshakeCompletedEvent_5,True,False,False
HttpsURLConnection_1,True,False,False
HttpsURLConnection_2,False,False,False
HttpsURLConnection_3,False,False,False
HttpsURLConnection_4,False,False,False
HttpsURLConnection_5,True,False,False
KeyManagerFactory_1,True,True,True
KeyManagerFactory_2,False,False,False
KeyManagerFactory_3,True,False,False
KeyManagerFactory_4,False,False,False
KeyManagerFactory_5,True,False,False
KeyManagerFactorySpi_1,False,False,False
KeyManagerFactorySpi_2,False,False,False
KeyManagerFactorySpi_3,False,False,False
SNIHostName_1,True,True,True
SNIHostName_3,True,True,True
SNIHostName_4,True,True,True
SNIHostName_5,True,True,True
SNIMatcher_2,False,False,False
SNIServerName_2,False,False,False
SNIServerName_3,False,False,False
SNIServerName_4,False,False,False
SNIServerName_5,False,False,False
SSLContext_1,True,True,True
SSLContext_2,False,False,False
SSLContext_3,True,False,False
SSLContext_4,True,False,False
SSLContext_5,True,True,True
SSLContextSpi_2,False,False,False
SSLContextSpi_3,False,False,False
SSLContextSpi_4,False,False,False
SSLContextSpi_5,False,False,False
SSLEngine_1,True,False,False
SSLEngine_2,True,False,False
SSLEngine_3,True,False,False
SSLEngine_4,True,False,False
SSLEngine_5,True,False,False
SSLEngineResult_1,True,True,True
SSLEngineResult_2,True,True,True
SSLEngineResult_3,True,True,True
SSLEngineResult_4,True,True,True
SSLParameters_1,True,True,True
SSLParameters_2,True,True,True
SSLParameters_3,True,True,True
SSLParameters_4,True,True,True
SSLParameters_5,True,True,True
SSLServerSocket_1,True,False,False
SSLServerSocket_2,True,False,False
SSLServerSocket_3,True,False,False
SSLServerSocket_4,False,False,False
SSLServerSocket_5,False,False,False
SSLServerSocketFactory_5,False,False,False
SSLSessionBindingEvent_1,False,False,False
SSLSessionBindingEvent_3,False,False,False
SSLSocket_1,False,False,False
SSLSocket_2,False,False,False
SSLSocket_3,False,False,False
SSLSocket_4,False,False,False
SSLSocket_5,True,False,False
TrustManagerFactory_1,True,True,True
TrustManagerFactory_2,False,False,False
TrustManagerFactory_3,False,False,False
TrustManagerFactory_4,True,True,True
TrustManagerFactory_5,True,False,False
TrustManagerFactorySpi_1,False,False,False
TrustManagerFactorySpi_2,False,False,False
TrustManagerFactorySpi_3,False,False,False
X509ExtendedTrustManager_1,True,True,True
X509ExtendedTrustManager_2,False,False,False
X509ExtendedTrustManager_3,True,True,True
X509ExtendedTrustManager_4,False,False,False
