FileName,UsedPackage
HandshakeCompletedEvent_1,True
HandshakeCompletedEvent_2,True
HandshakeCompletedEvent_5,True
HttpsURLConnection_1,True
HttpsURLConnection_2,True
HttpsURLConnection_3,True
HttpsURLConnection_4,True
HttpsURLConnection_5,True
KeyManagerFactory_1,True
KeyManagerFactory_2,True
KeyManagerFactory_3,True
KeyManagerFactory_4,True
KeyManagerFactory_5,True
KeyManagerFactorySpi_1,True
KeyManagerFactorySpi_2,True
KeyManagerFactorySpi_3,True
SNIHostName_1,True
SNIHostName_3,True
SNIHostName_4,True
SNIHostName_5,True
SNIMatcher_2,True
SNIServerName_2,True
SNIServerName_3,True
SNIServerName_4,True
SNIServerName_5,True
SSLContext_1,True
SSLContext_2,True
SSLContext_3,True
SSLContext_4,True
SSLContext_5,True
SSLContextSpi_2,True
SSLContextSpi_3,True
SSLContextSpi_4,True
SSLContextSpi_5,True
SSLEngine_1,True
SSLEngine_2,True
SSLEngine_3,True
SSLEngine_4,True
SSLEngine_5,True
SSLEngineResult_1,True
SSLEngineResult_2,True
SSLEngineResult_3,True
SSLEngineResult_4,True
SSLParameters_1,True
SSLParameters_2,True
SSLParameters_3,True
SSLParameters_4,True
SSLParameters_5,True
SSLServerSocket_1,True
SSLServerSocket_2,True
SSLServerSocket_3,True
SSLServerSocket_4,True
SSLServerSocket_5,True
SSLServerSocketFactory_5,True
SSLSessionBindingEvent_1,True
SSLSessionBindingEvent_3,True
SSLSocket_1,True
SSLSocket_2,True
SSLSocket_3,True
SSLSocket_4,True
SSLSocket_5,True
TrustManagerFactory_1,True
TrustManagerFactory_2,True
TrustManagerFactory_3,True
TrustManagerFactory_4,True
TrustManagerFactory_5,True
TrustManagerFactorySpi_1,True
TrustManagerFactorySpi_2,True
TrustManagerFactorySpi_3,True
X509ExtendedTrustManager_1,True
X509ExtendedTrustManager_2,True
X509ExtendedTrustManager_3,True
X509ExtendedTrustManager_4,True
