Sample Number,ClassName,Snippet Number,Method,Exist
0,DuplicateNameHelper,1,"void insert_entry( org.omg.PortableInterceptor.ORBInitInfo info, String entryName, int type)",False
0,DuplicateNameHelper,2,void add_duplicate_name( String name),False
0,DuplicateNameHelper,3,String insert_duplicate_name( String name),False
0,DuplicateNameHelper,4,"void remove_entry( org.omg.PortableInterceptor.ORBInitInfo info, String entryName)",False
0,DuplicateNameHelper,5,"boolean is_entry_already_present( org.omg.PortableInterceptor.ORBInitInfo info, String entryName)",False
1,InvalidNameHelper,1,"void write(org.omg.CORBA.portable.OutputStream out, org.omg.PortableInterceptor.InvalidName value)",False
1,InvalidNameHelper,2,org.omg.PortableInterceptor.InvalidName extract(org.omg.CORBA.portable.InputStream in),False
2,ObjectIdHelper,1,org.omg.CORBA.Object read_Object(),False
2,ObjectIdHelper,2,void set_printable(boolean b),False
2,ObjectIdHelper,3,void set_host(String host),False
2,ObjectIdHelper,4,void set_port(int port),False
2,ObjectIdHelper,5,void set_adapter_name(String name),False
