Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,AudioFileFormat,1,AudioFileFormat.Type getType(),True,"Obtains the audio file type, such as WAVE or AU."
0,AudioFileFormat,2,int getByteLength(),True,Obtains the size in bytes of the entire audio file (not just its audio data).
0,AudioFileFormat,3,int getFrameLength(),True,"Obtains the length of the audio data contained in the file, expressed in sample frames."
0,AudioFileFormat,4,AudioFormat getFormat(),True,Obtains the format of the audio data contained in the audio file.
0,AudioFileFormat,5,byte[] getData(),False,NULL
0,AudioFileFormat,6,AudioInputStream getAudioInputStream(),False,NULL
0,AudioFileFormat,7,"AudioSystem.write(AudioInputStream ais, AudioFileFormat.Type type, File out)",False,NULL
0,AudioFileFormat,8,AudioSystem.getAudioFileFormat(File f),False,NULL
0,AudioFileFormat,9,AudioSystem.getAudioInputStream(File f),False,NULL
0,AudioFileFormat,10,AudioSystem.getAudioInputStream(URL url),False,NULL
0,AudioFileFormat,11,"AudioSystem.getAudioInputStream(AudioFormat format, AudioInputStream ais)",False,NULL
0,AudioFileFormat,12,"AudioSystem.getAudioInputStream(AudioFormat format, byte[] data)",False,NULL
0,AudioFileFormat,13,"AudioSystem.getAudioInputStream(AudioFormat format, byte[] data, int offset, int length)",False,NULL
0,AudioFileFormat,14,"AudioSystem.getAudioInputStream(AudioFormat format, InputStream in)",False,NULL
0,AudioFileFormat,15,"AudioSystem.getAudioInputStream(AudioFormat format, InputStream in, int length)",False,NULL
0,AudioFileFormat,16,"AudioSystem.getAudioInputStream(AudioFormat format, InputStream in, int offset, int length)",False,NULL
0,AudioFileFormat,17,"AudioSystem.getAudioInputStream(AudioFormat format, InputStream in, int offset, int length, int frameSize)",False,NULL
0,AudioFileFormat,18,"AudioSystem.getAudioInputStream(AudioFormat format, InputStream in, int offset, int length, int frameSize, int frameOffset)",False,NULL
0,AudioFileFormat,19,"AudioSystem.getAudioInputStream(AudioFormat format, InputStream in, int offset, int length, int frameSize, int frameOffset, int frameLength)",False,NULL
