ClassName,URL,Description
AudioFileFormat,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/AudioFileFormat.html,"An instance of the AudioFileFormat class describes an audio file, including the file type, the file's length in bytes, the length in sample frames of the audio data contained in the file, and the format of the audio data."
AudioFileFormat.Type,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/AudioFileFormat.Type.html,An instance of the Type class represents one of the standard types of audio file.
AudioFormat,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/AudioFormat.html,AudioFormat is the class that specifies a particular arrangement of data in a sound stream.
AudioFormat.Encoding,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/AudioFormat.Encoding.html,The Encoding class names the specific type of data representation used for an audio stream.
AudioInputStream,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/AudioInputStream.html,An audio input stream is an input stream with a specified audio format and length.
AudioPermission,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/AudioPermission.html,The AudioPermission class represents access rights to the audio system resources.
AudioSystem,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/AudioSystem.html,The AudioSystem class acts as the entry point to the sampled-audio system resources.
BooleanControl,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/BooleanControl.html,A BooleanControl provides the ability to switch between two possible settings that affect a line's audio.
BooleanControl.Type,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/BooleanControl.Type.html,An instance of the BooleanControl.Type class identifies one kind of boolean control.
CompoundControl,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/CompoundControl.html,"A CompoundControl, such as a graphic equalizer, provides control over two or more related properties, each of which is itself represented as a Control."
CompoundControl.Type,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/CompoundControl.Type.html,An instance of the CompoundControl.Type inner class identifies one kind of compound control.
Control,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/Control.html,"Lines often have a set of controls, such as gain and pan, that affect the audio signal passing through the line."
Control.Type,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/Control.Type.html,An instance of the Type class represents the type of the control.
DataLine.Info,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/DataLine.Info.html,"Besides the class information inherited from its superclass, DataLine.Info provides additional information specific to data lines."
EnumControl,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/EnumControl.html,"A EnumControl provides control over a set of discrete possible values, each represented by an object."
EnumControl.Type,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/EnumControl.Type.html,An instance of the EnumControl.Type inner class identifies one kind of enumerated control.
FloatControl,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/FloatControl.html,A FloatControl object provides control over a range of floating-point values.
FloatControl.Type,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/FloatControl.Type.html,An instance of the FloatControl.Type inner class identifies one kind of float control.
Line.Info,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/Line.Info.html,A Line.Info object contains information about a line.
LineEvent,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/LineEvent.html,"The LineEvent class encapsulates information that a line sends its listeners whenever the line opens, closes, starts, or stops."
LineEvent.Type,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/LineEvent.Type.html,The LineEvent.Type inner class identifies what kind of event occurred on a line.
Mixer.Info,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/Mixer.Info.html,"The Mixer.Info class represents information about an audio mixer, including the product's name, version, and vendor, along with a textual description."
Port.Info,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/Port.Info.html,"The Port.Info class extends Line.Info with additional information specific to ports, including the port's name and whether it is a source or a target for its mixer."
ReverbType,https://docs.oracle.com/javase/8/docs/api/javax/sound/sampled/ReverbType.html,The ReverbType class provides methods for accessing various reverberation settings to be applied to an audio signal.
