ClassName,URL,Description
Attribute,https://docs.oracle.com/javase/8/docs/api/javax/management/Attribute.html,Represents an MBean attribute by associating its name with its value.
AttributeChangeNotification,https://docs.oracle.com/javase/8/docs/api/javax/management/AttributeChangeNotification.html,Provides definitions of the attribute change notifications sent by MBeans.
AttributeChangeNotificationFilter,https://docs.oracle.com/javase/8/docs/api/javax/management/AttributeChangeNotificationFilter.html,This class implements of the NotificationFilter interface for the attribute change notification.
AttributeList,https://docs.oracle.com/javase/8/docs/api/javax/management/AttributeList.html,Represents a list of values for attributes of an MBean.
AttributeValueExp,https://docs.oracle.com/javase/8/docs/api/javax/management/AttributeValueExp.html,Represents attributes used as arguments to relational constraints.
DefaultLoaderRepository,https://docs.oracle.com/javase/8/docs/api/javax/management/DefaultLoaderRepository.html,Use MBeanServer.getClassLoaderRepository() instead.
ImmutableDescriptor,https://docs.oracle.com/javase/8/docs/api/javax/management/ImmutableDescriptor.html,An immutable descriptor.
JMX,https://docs.oracle.com/javase/8/docs/api/javax/management/JMX.html,Static methods from the JMX API.
MBeanAttributeInfo,https://docs.oracle.com/javase/8/docs/api/javax/management/MBeanAttributeInfo.html,Describes an MBean attribute exposed for management.
MBeanConstructorInfo,https://docs.oracle.com/javase/8/docs/api/javax/management/MBeanConstructorInfo.html,Describes a constructor exposed by an MBean.
MBeanFeatureInfo,https://docs.oracle.com/javase/8/docs/api/javax/management/MBeanFeatureInfo.html,Provides general information for an MBean descriptor object.
MBeanInfo,https://docs.oracle.com/javase/8/docs/api/javax/management/MBeanInfo.html,"Describes the management interface exposed by an MBean; that is, the set of attributes and operations which are available for management operations."
MBeanNotificationInfo,https://docs.oracle.com/javase/8/docs/api/javax/management/MBeanNotificationInfo.html,"The MBeanNotificationInfo class is used to describe the characteristics of the different notification instances emitted by an MBean, for a given Java class of notification."
MBeanOperationInfo,https://docs.oracle.com/javase/8/docs/api/javax/management/MBeanOperationInfo.html,Describes a management operation exposed by an MBean.
MBeanParameterInfo,https://docs.oracle.com/javase/8/docs/api/javax/management/MBeanParameterInfo.html,Describes an argument of an operation exposed by an MBean.
MBeanPermission,https://docs.oracle.com/javase/8/docs/api/javax/management/MBeanPermission.html,Permission controlling access to MBeanServer operations.
MBeanServerBuilder,https://docs.oracle.com/javase/8/docs/api/javax/management/MBeanServerBuilder.html,This class represents a builder that creates a default MBeanServer implementation.
MBeanServerDelegate,https://docs.oracle.com/javase/8/docs/api/javax/management/MBeanServerDelegate.html,Represents the MBean server from the management point of view.
MBeanServerFactory,https://docs.oracle.com/javase/8/docs/api/javax/management/MBeanServerFactory.html,Provides MBean server references.
MBeanServerInvocationHandler,https://docs.oracle.com/javase/8/docs/api/javax/management/MBeanServerInvocationHandler.html,InvocationHandler that forwards methods in an MBean's management interface through the MBean server to the MBean.
MBeanServerNotification,https://docs.oracle.com/javase/8/docs/api/javax/management/MBeanServerNotification.html,Represents a notification emitted by the MBean Server through the MBeanServerDelegate MBean.
MBeanServerPermission,https://docs.oracle.com/javase/8/docs/api/javax/management/MBeanServerPermission.html,A Permission to perform actions related to MBeanServers.
MBeanTrustPermission,https://docs.oracle.com/javase/8/docs/api/javax/management/MBeanTrustPermission.html,"This permission represents ""trust"" in a signer or codebase."
Notification,https://docs.oracle.com/javase/8/docs/api/javax/management/Notification.html,The Notification class represents a notification emitted by an MBean.
NotificationBroadcasterSupport,https://docs.oracle.com/javase/8/docs/api/javax/management/NotificationBroadcasterSupport.html,Provides an implementation of NotificationEmitter interface.
NotificationFilterSupport,https://docs.oracle.com/javase/8/docs/api/javax/management/NotificationFilterSupport.html,Provides an implementation of the NotificationFilter interface.
ObjectInstance,https://docs.oracle.com/javase/8/docs/api/javax/management/ObjectInstance.html,Used to represent the object name of an MBean and its class name.
ObjectName,https://docs.oracle.com/javase/8/docs/api/javax/management/ObjectName.html,"Represents the object name of an MBean, or a pattern that can match the names of several MBeans."
Query,https://docs.oracle.com/javase/8/docs/api/javax/management/Query.html,Constructs query object constraints.
QueryEval,https://docs.oracle.com/javase/8/docs/api/javax/management/QueryEval.html,Allows a query to be performed in the context of a specific MBean server.
StandardEmitterMBean,https://docs.oracle.com/javase/8/docs/api/javax/management/StandardEmitterMBean.html,"An MBean whose management interface is determined by reflection on a Java interface, and that emits notifications."
StandardMBean,https://docs.oracle.com/javase/8/docs/api/javax/management/StandardMBean.html,An MBean whose management interface is determined by reflection on a Java interface.
StringValueExp,https://docs.oracle.com/javase/8/docs/api/javax/management/StringValueExp.html,Represents strings that are arguments to relational constraints.
