Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,ChannelBinding,1,boolean add(E e),False,NULL
0,ChannelBinding,2,"void add(int index, E element)",False,NULL
0,ChannelBinding,3,boolean addAll(Collection<? extends E> c),False,NULL
0,ChannelBinding,4,"boolean addAll(int index, Collection<? extends E> c)",False,NULL
0,ChannelBinding,5,void clear(),False,NULL
1,GSSManager,1,GSSManager(),False,NULL
1,GSSManager,2,getInstance(),False,NULL
1,GSSManager,3,"createName(String name, int mechType, int flags)",False,NULL
1,GSSManager,4,createOID(String oid),False,NULL
1,GSSManager,5,createMech(int mechType),False,NULL
1,GSSManager,6,"getMechList(int mechType, int flags)",False,NULL
1,GSSManager,7,"getMechList(int mechType, int flags, GSSName name)",False,NULL
1,GSSManager,8,"getMechList(int mechType, int flags, GSSName name, Oid[] oids)",False,NULL
1,GSSManager,9,"getMechList(int mechType, int flags, GSSName name, Oid[] oids, int oidCount)",False,NULL
1,GSSManager,10,"getMechList(int mechType, int flags, GSSName name, Oid[] oids, int oidCount, int oidIndex)",False,NULL
1,GSSManager,11,"getMechList(int mechType, int flags, GSSName name, Oid[] oids, int oidCount, int oidIndex, int oidOffset)",False,NULL
1,GSSManager,12,"getMechList(int mechType, int flags, GSSName name, Oid[] oids, int oidCount, int oidIndex, int oidOffset, int oidLength)",False,NULL
1,GSSManager,13,"getMechList(int mechType, int flags, GSSName name, Oid[] oids, int oidCount, int oidIndex, int oidOffset, int oidLength, int oidIndexOffset)",False,NULL
1,GSSManager,14,"getMechList(int mechType, int flags, GSSName name, Oid[] oids, int oidCount, int oidIndex, int oidOffset, int oidLength, int oidIndexOffset, int oidIndexLength)",False,NULL
2,MessageProp,1,boolean add(E e),False,NULL
2,MessageProp,2,"void add(int index, E element)",False,NULL
2,MessageProp,3,boolean addAll(Collection<? extends E> c),False,NULL
2,MessageProp,4,"boolean addAll(int index, Collection<? extends E> c)",False,NULL
2,MessageProp,5,void clear(),False,NULL
3,Oid,1,boolean equals(Object obj),True,Tests if two Oid objects represent the same Object identifier value.
3,Oid,2,int hashCode(),True,Returns a hashcode value for this Oid.
3,Oid,3,String getName(),False,NULL
3,Oid,4,String getValue(),False,NULL
3,Oid,5,String toString(),True,Returns a string representation of the oid's integer components in dot separated notation.
