Sample Number,ClassName,Snippet Number,Method,Exist
0,InvalidValueHelper,1,"void write(org.omg.CORBA.portable.OutputStream out, org.omg.DynamicAny.DynAny value)",False
0,InvalidValueHelper,2,org.omg.DynamicAny.DynAny read(org.omg.CORBA.portable.InputStream in),False
0,InvalidValueHelper,3,org.omg.DynamicAny.DynAny unchecked_narrow(org.omg.CORBA.Object obj),False
0,InvalidValueHelper,4,"org.omg.DynamicAny.DynAny unchecked_narrow(org.omg.CORBA.Object obj, java.lang.String repId)",False
0,InvalidValueHelper,5,"void insert_any(org.omg.DynamicAny.DynAny self, org.omg.CORBA.Any value)",False
1,TypeMismatchHelper,1,void raise_exception(),False
1,TypeMismatchHelper,2,short[] type(),False
1,TypeMismatchHelper,3,void insert_type(),False
1,TypeMismatchHelper,4,void write(org.omg.CORBA.portable.OutputStream out),False
1,TypeMismatchHelper,5,void read(org.omg.CORBA.portable.InputStream input),False
