ClassName,URL,Description
BinaryRefAddr,https://docs.oracle.com/javase/8/docs/api/javax/naming/BinaryRefAddr.html,This class represents the binary form of the address of a communications end-point.
Binding,https://docs.oracle.com/javase/8/docs/api/javax/naming/Binding.html,This class represents a name-to-object binding found in a context.
CompositeName,https://docs.oracle.com/javase/8/docs/api/javax/naming/CompositeName.html,This class represents a composite name -- a sequence of component names spanning multiple namespaces.
CompoundName,https://docs.oracle.com/javase/8/docs/api/javax/naming/CompoundName.html,This class represents a compound name -- a name from a hierarchical name space.
InitialContext,https://docs.oracle.com/javase/8/docs/api/javax/naming/InitialContext.html,This class is the starting context for performing naming operations.
LinkRef,https://docs.oracle.com/javase/8/docs/api/javax/naming/LinkRef.html,"This class represents a Reference whose contents is a name, called the link name, that is bound to an atomic name in a context."
NameClassPair,https://docs.oracle.com/javase/8/docs/api/javax/naming/NameClassPair.html,This class represents the object name and class name pair of a binding found in a context.
RefAddr,https://docs.oracle.com/javase/8/docs/api/javax/naming/RefAddr.html,This class represents the address of a communications end-point.
Reference,https://docs.oracle.com/javase/8/docs/api/javax/naming/Reference.html,This class represents a reference to an object that is found outside of the naming/directory system.
StringRefAddr,https://docs.oracle.com/javase/8/docs/api/javax/naming/StringRefAddr.html,This class represents the string form of the address of a communications end-point.
