Sample Number,ClassName,Snippet Number,Method,Exist
0,CalendarDataProvider,1,boolean hasSameTime(CalendarDataProvider.Date date),False
0,CalendarDataProvider,2,"boolean hasSameTime(CalendarDataProvider.Date date, TimeZone timeZone)",False
0,CalendarDataProvider,3,boolean isLeapYear(int year),False
0,CalendarDataProvider,4,"int getDaysInMonth(int year, int month)",False
0,CalendarDataProvider,5,"int getDayOfWeek(int year, int month, int day)",False
1,CalendarNameProvider,1,getAvailableLocales(),False
1,CalendarNameProvider,2,getCalendarNames(Locale var1),False
1,CalendarNameProvider,3,getDisplayName(Locale var1),False
1,CalendarNameProvider,4,getIsoFields(),False
1,CalendarNameProvider,5,getKey(),False
2,CurrencyNameProvider,1,String getCurrencyCode(),False
2,CurrencyNameProvider,2,String getDisplayName(),False
2,CurrencyNameProvider,3,String getSymbol(),False
2,CurrencyNameProvider,4,String getDefaultFractionDigits(),False
2,CurrencyNameProvider,5,String getNumericCode(),False
3,LocaleNameProvider,1,LocaleNameProvider(),False
3,LocaleNameProvider,2,String getLanguageTag(),False
3,LocaleNameProvider,3,String getDisplayName(Locale.Category category),False
3,LocaleNameProvider,4,"String getDisplayName(Locale.Category category, Locale locale)",False
3,LocaleNameProvider,5,"String getDisplayName(Locale.Category category, String displayLocale)",False
4,LocaleServiceProvider,1,LocaleServiceProvider.getAvailableLocaleServices(),False
4,LocaleServiceProvider,2,LocaleServiceProvider.getDefault(),False
4,LocaleServiceProvider,3,LocaleServiceProvider.getInstalledLocaleServiceProviders(),False
4,LocaleServiceProvider,4,LocaleServiceProvider.getSupportedLocales(),False
4,LocaleServiceProvider,5,LocaleServiceProvider.getSupportedLocaleVersions(),False
5,TimeZoneNameProvider,1,"String getDisplayName(boolean daylight, int style, java.util.Locale locale)",False
5,TimeZoneNameProvider,2,String getID(),False
5,TimeZoneNameProvider,3,String getRawOffset(),False
5,TimeZoneNameProvider,4,String[] getAvailableIDs(),False
5,TimeZoneNameProvider,5,String[] getAvailableCountryCodes(),False
