Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,OutputKeys,1,String get(String key),False
0,OutputKeys,2,"void set(String key, String value)",False
0,OutputKeys,3,Enumeration<String> keys(),False
0,OutputKeys,4,void clear(),False
0,OutputKeys,5,void remove(String key),False
1,Transformer,1,"void transform(Source xmlSource, Result outputTarget)",True
1,Transformer,2,"void setParameter(String name, Object value)",True
1,Transformer,3,void clearParameters(),True
1,Transformer,4,void setErrorListener(ErrorListener listener),True
1,Transformer,5,void setURIResolver(URIResolver resolver),True
2,TransformerFactory,1,Transformer newTransformer(),True
2,TransformerFactory,2,Templates newTemplates(Source source),True
2,TransformerFactory,3,Transformer newTransformerHandler(),False
2,TransformerFactory,4,"Source getAssociatedStylesheet(Source source, String media, String title, String charset)",True
2,TransformerFactory,5,"void setFeature(String name, boolean value)",True
