ClassName,Method,Return Type,Description
Delegate,"create_request(Object obj, Context ctx, String operation, NVList arg_list, NamedValue result)",abstract Request,Creates a Request instance for use in the Dynamic Invocation Interface.
Delegate,"create_request(Object obj, Context ctx, String operation, NVList arg_list, NamedValue result, ExceptionList exclist, ContextList ctxlist)",abstract Request,Creates a Request instance for use in the Dynamic Invocation Interface.
Delegate,duplicate(Object obj),abstract Object,Returns a duplicate of the object reference provided.
Delegate,"equals(Object self, Object obj)",boolean,Provides the implementation to override the equals(java.lang.Object obj) method of the delegating CORBA object.
Delegate,get_domain_managers(Object self),DomainManager[],Retrieves the DomainManagers of this object.
Delegate,get_interface_def(Object self),abstract Object,Return an InterfaceDef for the object reference provided.
Delegate,"get_policy(Object self, int policy_type)",Policy,Returns the Policy object of the specified type which applies to this object.
Delegate,"hash(Object obj, int max)",abstract int,Returns an ORB-internal identifier (hashcode) for this object reference.
Delegate,hashCode(Object self),int,Provides the implementation to override the hashCode() method of the delegating CORBA object.
Delegate,"invoke(Object self, OutputStream output)",InputStream,invoke is called by a stub to invoke an operation.
Delegate,"is_a(Object obj, String repository_id)",abstract boolean,Checks if the object reference is an instance of the given interface.
Delegate,"is_equivalent(Object obj, Object other)",abstract boolean,Determines if the two object references are equivalent.
Delegate,is_local(Object self),boolean,Returns true if this object is implemented by a local servant.
Delegate,non_existent(Object obj),abstract boolean,Determines whether the server object for the object reference has been destroyed.
Delegate,orb(Object obj),ORB,Provides a reference to the orb associated with its parameter.
Delegate,release(Object obj),abstract void,Releases resources associated with the object reference provided.
Delegate,"releaseReply(Object self, InputStream input)",void,releaseReply may optionally be called by a stub to release a reply stream back to the ORB when the unmarshaling has completed.
Delegate,"request(Object obj, String operation)",abstract Request,Creates a Request instance for use in the Dynamic Invocation Interface.
Delegate,"request(Object self, String operation, boolean responseExpected)",OutputStream,request is called by a stub to obtain an OutputStream for marshaling arguments.
Delegate,"servant_postinvoke(Object self, ServantObject servant)",void,servant_postinvoke() is invoked by the local stub after the operation has been invoked on the local servant.
Delegate,"servant_preinvoke(Object self, String operation, Class expectedType)",ServantObject,Returns a Java reference to the servant which should be used for this request.
Delegate,"set_policy_override(Object self, Policy[] policies, SetOverrideType set_add)",Object,Associates the policies passed in with a newly created object reference that it returns.
Delegate,toString(Object self),String,Provides the implementation to override the toString() method of the delegating CORBA object.
InputStream,orb(),ORB,Returns the ORB that created this InputStream.
InputStream,read_any(),abstract Any,Reads an Any from this input stream.
