Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,DefaultMetalTheme,1,void setCurrentTheme(MetalTheme theme),False,NULL
0,DefaultMetalTheme,2,void setUserInterfaceTheme(Theme theme),False,NULL
0,DefaultMetalTheme,3,void setDefaultTheme(MetalTheme theme),False,NULL
0,DefaultMetalTheme,4,void setDefaultMetalTheme(MetalTheme theme),False,NULL
0,DefaultMetalTheme,5,"void setDefaultMetalTheme(MetalTheme theme, boolean isNimbus)",False,NULL
1,MetalBorders,1,Border createEtchedBorder(),False,NULL
1,MetalBorders,2,Border createBevelBorder(),False,NULL
1,MetalBorders,3,Border createRaisedBevelBorder(),False,NULL
1,MetalBorders,4,Border createLoweredBevelBorder(),False,NULL
1,MetalBorders,5,Border createLineBorder(),False,NULL
2,MetalBorders.ButtonBorder,1,boolean isOpaque(),False,NULL
2,MetalBorders.ButtonBorder,2,Insets getBorderInsets(Component c),False,NULL
2,MetalBorders.ButtonBorder,3,boolean isBorderOpaque(),False,NULL
2,MetalBorders.ButtonBorder,4,"void paintBorder(Component c, Graphics g, int x, int y, int width, int height)",True,This default implementation does no painting.
2,MetalBorders.ButtonBorder,5,"Insets getBorderInsets(Component c, Insets insets)",True,Reinitializes the insets parameter with this Border's current Insets.
3,MetalBorders.Flush3DBorder,1,"Flush3DBorder(int type, Color color, int thickness, int shadowSize, boolean highlight)",False,NULL
3,MetalBorders.Flush3DBorder,2,"Flush3DBorder(int type, Color color, int thickness, int shadowSize, boolean highlight, boolean highlightOnHover)",False,NULL
3,MetalBorders.Flush3DBorder,3,"Flush3DBorder(int type, Color color, int thickness, int shadowSize, boolean highlight, boolean highlightOnHover, boolean highlightOnPress)",False,NULL
3,MetalBorders.Flush3DBorder,4,"Flush3DBorder(int type, Color color, int thickness, int shadowSize, boolean highlight, boolean highlightOnHover, boolean highlightOnPress, boolean highlightOnFocus)",False,NULL
3,MetalBorders.Flush3DBorder,5,"Flush3DBorder(int type, Color color, int thickness, int shadowSize, boolean highlight, boolean highlightOnHover, boolean highlightOnPress, boolean highlightOnFocus, boolean highlightOnSelected)",False,NULL
4,MetalBorders.InternalFrameBorder,1,boolean isOpaque(),False,NULL
4,MetalBorders.InternalFrameBorder,2,Insets getBorderInsets(Component c),False,NULL
4,MetalBorders.InternalFrameBorder,3,boolean isBorderOpaque(),False,NULL
4,MetalBorders.InternalFrameBorder,4,"void paintBorder(Component c, Graphics g, int x, int y, int width, int height)",True,This default implementation does no painting.
