ClassName,URL,Description
BasicControl,https://docs.oracle.com/javase/8/docs/api/javax/naming/ldap/BasicControl.html,This class provides a basic implementation of the Control interface.
ControlFactory,https://docs.oracle.com/javase/8/docs/api/javax/naming/ldap/ControlFactory.html,This abstract class represents a factory for creating LDAPv3 controls.
InitialLdapContext,https://docs.oracle.com/javase/8/docs/api/javax/naming/ldap/InitialLdapContext.html,This class is the starting context for performing LDAPv3-style extended operations and controls.
LdapName,https://docs.oracle.com/javase/8/docs/api/javax/naming/ldap/LdapName.html,This class represents a distinguished name as specified by RFC 2253.
ManageReferralControl,https://docs.oracle.com/javase/8/docs/api/javax/naming/ldap/ManageReferralControl.html,Requests that referral and other special LDAP objects be manipulated as normal LDAP objects.
PagedResultsControl,https://docs.oracle.com/javase/8/docs/api/javax/naming/ldap/PagedResultsControl.html,Requests that the results of a search operation be returned by the LDAP server in batches of a specified size.
PagedResultsResponseControl,https://docs.oracle.com/javase/8/docs/api/javax/naming/ldap/PagedResultsResponseControl.html,Indicates the end of a batch of search results.
Rdn,https://docs.oracle.com/javase/8/docs/api/javax/naming/ldap/Rdn.html,"This class represents a relative distinguished name, or RDN, which is a component of a distinguished name as specified by RFC 2253."
SortControl,https://docs.oracle.com/javase/8/docs/api/javax/naming/ldap/SortControl.html,Requests that the results of a search operation be sorted by the LDAP server before being returned.
SortKey,https://docs.oracle.com/javase/8/docs/api/javax/naming/ldap/SortKey.html,A sort key and its associated sort parameters.
SortResponseControl,https://docs.oracle.com/javase/8/docs/api/javax/naming/ldap/SortResponseControl.html,Indicates whether the requested sort of search results was successful or not.
StartTlsRequest,https://docs.oracle.com/javase/8/docs/api/javax/naming/ldap/StartTlsRequest.html,This class implements the LDAPv3 Extended Request for StartTLS as defined in Lightweight Directory Access Protocol (v3): Extension for Transport Layer Security The object identifier for StartTLS is 1.3.6.1.4.1.1466.20037 and no extended request value is defined.
StartTlsResponse,https://docs.oracle.com/javase/8/docs/api/javax/naming/ldap/StartTlsResponse.html,This class implements the LDAPv3 Extended Response for StartTLS as defined in Lightweight Directory Access Protocol (v3): Extension for Transport Layer Security The object identifier for StartTLS is 1.3.6.1.4.1.1466.20037 and no extended response value is defined.
UnsolicitedNotificationEvent,https://docs.oracle.com/javase/8/docs/api/javax/naming/ldap/UnsolicitedNotificationEvent.html,This class represents an event fired in response to an unsolicited notification sent by the LDAP server.
