FileName,UsedPackage
AbstractQueuedLongSynchronizer_3,True
AbstractQueuedLongSynchronizer_4,True
AbstractQueuedLongSynchronizer_5,True
AbstractQueuedSynchronizer_1,True
AbstractQueuedSynchronizer_2,True
AbstractQueuedSynchronizer_3,True
ReentrantLock_1,True
ReentrantLock_2,True
ReentrantLock_3,True
ReentrantLock_4,True
ReentrantLock_5,True
ReentrantReadWriteLock_4,True
ReentrantReadWriteLock_5,True
ReentrantReadWriteLock.ReadLock_1,False
ReentrantReadWriteLock_ReadLock_2,True
ReentrantReadWriteLock_ReadLock_4,True
ReentrantReadWriteLock_ReadLock_5,True
StampedLock_1,True
StampedLock_2,True
StampedLock_3,True
StampedLock_5,True
