Sample Number,ClassName,Snippet Number,Method,Exist,Description,Full Description
0,Timer,1,boolean cancel(),False,,NULL
0,Timer,2,boolean isCancelled(),False,,NULL
0,Timer,3,boolean isRunning(),False,,NULL
0,Timer,4,void start(),True,Starts the timer.,"

start
public void start()
Starts the timer.
 
 If there is one or more timer notifications before the time in the list of notifications, the notification
 is sent according to the sendPastNotifications flag and then, updated
 according to its period and remaining number of occurrences.
 If the timer notification date remains earlier than the current date, this notification is just removed
 from the list of notifications.

Specified by:
start in interface TimerMBean


"
0,Timer,5,void stop(),True,Stops the timer.,"

stop
public void stop()
Stops the timer.

Specified by:
stop in interface TimerMBean


"
1,TimerNotification,1,boolean add(E e),False,,NULL
1,TimerNotification,2,void clear(),False,,NULL
1,TimerNotification,3,boolean contains(Object o),False,,NULL
1,TimerNotification,4,boolean remove(Object o),False,,NULL
1,TimerNotification,5,int size(),False,,NULL
