ClassName,Method,Return Type,Description
FileCacheImageInputStream,close(),void,"Closes this FileCacheImageInputStream, closing and removing the cache file."
FileCacheImageInputStream,finalize(),protected void,Finalizes this object prior to garbage collection.
FileCacheImageInputStream,isCached(),boolean,Returns true since this ImageInputStream caches data in order to allow seeking backwards.
FileCacheImageInputStream,isCachedFile(),boolean,Returns true since this ImageInputStream maintains a file cache.
FileCacheImageInputStream,isCachedMemory(),boolean,Returns false since this ImageInputStream does not maintain a main memory cache.
FileCacheImageInputStream,read(),int,Reads a single byte from the stream and returns it as an int between 0 and 255.
FileCacheImageInputStream,"read(byte[] b, int off, int len)",int,"Reads up to len bytes from the stream, and stores them into b starting at index off."
FileCacheImageOutputStream,close(),void,Closes this FileCacheImageOutputStream.
FileCacheImageOutputStream,flushBefore(long pos),void,Discards the initial portion of the stream prior to the indicated position.
FileCacheImageOutputStream,isCached(),boolean,Returns true since this ImageOutputStream caches data in order to allow seeking backwards.
FileCacheImageOutputStream,isCachedFile(),boolean,Returns true since this ImageOutputStream maintains a file cache.
FileCacheImageOutputStream,isCachedMemory(),boolean,Returns false since this ImageOutputStream does not maintain a main memory cache.
FileCacheImageOutputStream,length(),long,Returns -1L to indicate that the stream has unknown length.
FileCacheImageOutputStream,read(),int,Reads a single byte from the stream and returns it as an int between 0 and 255.
FileCacheImageOutputStream,"read(byte[] b, int off, int len)",int,"Reads up to len bytes from the stream, and stores them into b starting at index off."
FileCacheImageOutputStream,seek(long pos),void,Sets the current stream position and resets the bit offset to 0.
FileCacheImageOutputStream,"write(byte[] b, int off, int len)",void,Writes a sequence of bytes to the stream at the current position.
FileCacheImageOutputStream,write(int b),void,Writes a single byte to the stream at the current position.
FileImageInputStream,close(),void,Closes the stream.
FileImageInputStream,finalize(),protected void,Finalizes this object prior to garbage collection.
FileImageInputStream,length(),long,"Returns the length of the underlying file, or -1 if it is unknown."
FileImageInputStream,read(),int,Reads a single byte from the stream and returns it as an int between 0 and 255.
FileImageInputStream,"read(byte[] b, int off, int len)",int,"Reads up to len bytes from the stream, and stores them into b starting at index off."
FileImageInputStream,seek(long pos),void,Sets the current stream position to the desired location.
FileImageOutputStream,close(),void,Closes the stream.
FileImageOutputStream,finalize(),protected void,Finalizes this object prior to garbage collection.
FileImageOutputStream,length(),long,Returns -1L to indicate that the stream has unknown length.
FileImageOutputStream,read(),int,Reads a single byte from the stream and returns it as an int between 0 and 255.
FileImageOutputStream,"read(byte[] b, int off, int len)",int,"Reads up to len bytes from the stream, and stores them into b starting at index off."
FileImageOutputStream,seek(long pos),void,Sets the current stream position and resets the bit offset to 0.
FileImageOutputStream,"write(byte[] b, int off, int len)",void,Writes a sequence of bytes to the stream at the current position.
FileImageOutputStream,write(int b),void,Writes a single byte to the stream at the current position.
IIOByteBuffer,getData(),byte[],Returns a reference to the byte array.
IIOByteBuffer,getLength(),int,Returns the length of the data of interest within the byte array returned by getData.
IIOByteBuffer,getOffset(),int,Returns the offset within the byte array returned by getData at which the data of interest start.
IIOByteBuffer,setData(byte[] data),void,Updates the array reference that will be returned by subsequent calls to the getData method.
IIOByteBuffer,setLength(int length),void,Updates the value that will be returned by subsequent calls to the getLength method.
IIOByteBuffer,setOffset(int offset),void,Updates the value that will be returned by subsequent calls to the getOffset method.
ImageInputStreamImpl,checkClosed(),protected void,Throws an IOException if the stream has been closed.
ImageInputStreamImpl,close(),void,Closes the stream.
ImageInputStreamImpl,finalize(),protected void,Finalizes this object prior to garbage collection.
ImageInputStreamImpl,flush(),void,Discards the initial position of the stream prior to the current stream position.
ImageInputStreamImpl,flushBefore(long pos),void,Discards the initial portion of the stream prior to the indicated position.
ImageInputStreamImpl,getBitOffset(),int,"Returns the current bit offset, as an integer between 0 and 7, inclusive."
ImageInputStreamImpl,getByteOrder(),ByteOrder,Returns the byte order with which data values will be read from this stream as an instance of the java.nio.ByteOrder enumeration.
ImageInputStreamImpl,getFlushedPosition(),long,Returns the earliest position in the stream to which seeking may be performed.
ImageInputStreamImpl,getStreamPosition(),long,Returns the current byte position of the stream.
ImageInputStreamImpl,isCached(),boolean,Default implementation returns false.
ImageInputStreamImpl,isCachedFile(),boolean,Default implementation returns false.
ImageInputStreamImpl,isCachedMemory(),boolean,Default implementation returns false.
ImageInputStreamImpl,length(),long,Returns -1L to indicate that the stream has unknown length.
ImageInputStreamImpl,mark(),void,Pushes the current stream position onto a stack of marked positions.
ImageInputStreamImpl,read(),abstract int,Reads a single byte from the stream and returns it as an int between 0 and 255.
ImageInputStreamImpl,read(byte[] b),int,"A convenience method that calls read(b, 0, b.length)."
ImageInputStreamImpl,"read(byte[] b, int off, int len)",abstract int,"Reads up to len bytes from the stream, and stores them into b starting at index off."
ImageInputStreamImpl,readBit(),int,Reads a single bit from the stream and returns it as an int with the value 0 or 1.
ImageInputStreamImpl,readBits(int numBits),long,"Reads a bitstring from the stream and returns it as a long, with the first bit read becoming the most significant bit of the output."
ImageInputStreamImpl,readBoolean(),boolean,"Reads a byte from the stream and returns a boolean value of true if it is nonzero, false if it is zero."
ImageInputStreamImpl,readByte(),byte,Reads a byte from the stream and returns it as a byte value.
ImageInputStreamImpl,"readBytes(IIOByteBuffer buf, int len)",void,"Reads up to len bytes from the stream, and modifies the supplied IIOByteBuffer to indicate the byte array, offset, and length where the data may be found."
ImageInputStreamImpl,readChar(),char,"Equivalent to readUnsignedShort, except that the result is returned using the char datatype."
ImageInputStreamImpl,readDouble(),double,"Reads 8 bytes from the stream, and (conceptually) concatenates them according to the current byte order and returns the result as a double."
ImageInputStreamImpl,readFloat(),float,"Reads 4 bytes from the stream, and (conceptually) concatenates them according to the current byte order and returns the result as a float."
ImageInputStreamImpl,readFully(byte[] b),void,"Reads b.length bytes from the stream, and stores them into b starting at index 0."
ImageInputStreamImpl,"readFully(byte[] b, int off, int len)",void,"Reads len bytes from the stream, and stores them into b starting at index off."
ImageInputStreamImpl,"readFully(char[] c, int off, int len)",void,"Reads len chars (unsigned 16-bit integers) from the stream according to the current byte order, and stores them into c starting at index off."
ImageInputStreamImpl,"readFully(double[] d, int off, int len)",void,"Reads len doubles (64-bit IEEE double-precision floats) from the stream according to the current byte order, and stores them into d starting at index off."
ImageInputStreamImpl,"readFully(float[] f, int off, int len)",void,"Reads len floats (32-bit IEEE single-precision floats) from the stream according to the current byte order, and stores them into f starting at index off."
ImageInputStreamImpl,"readFully(int[] i, int off, int len)",void,"Reads len ints (signed 32-bit integers) from the stream according to the current byte order, and stores them into i starting at index off."
ImageInputStreamImpl,"readFully(long[] l, int off, int len)",void,"Reads len longs (signed 64-bit integers) from the stream according to the current byte order, and stores them into l starting at index off."
ImageInputStreamImpl,"readFully(short[] s, int off, int len)",void,"Reads len shorts (signed 16-bit integers) from the stream according to the current byte order, and stores them into s starting at index off."
ImageInputStreamImpl,readInt(),int,"Reads 4 bytes from the stream, and (conceptually) concatenates them according to the current byte order and returns the result as an int."
ImageInputStreamImpl,readLine(),String,Reads the next line of text from the input stream.
ImageInputStreamImpl,readLong(),long,"Reads 8 bytes from the stream, and (conceptually) concatenates them according to the current byte order and returns the result as a long."
ImageInputStreamImpl,readShort(),short,"Reads two bytes from the stream, and (conceptually) concatenates them according to the current byte order, and returns the result as a short value."
ImageInputStreamImpl,readUnsignedByte(),int,"Reads a byte from the stream, and (conceptually) converts it to an int, masks it with 0xff in order to strip off any sign-extension bits, and returns it as a byte value."
ImageInputStreamImpl,readUnsignedInt(),long,"Reads 4 bytes from the stream, and (conceptually) concatenates them according to the current byte order, converts the result to a long, masks it with 0xffffffffL in order to strip off any sign-extension bits, and returns the result as an unsigned long value."
ImageInputStreamImpl,readUnsignedShort(),int,"Reads two bytes from the stream, and (conceptually) concatenates them according to the current byte order, converts the resulting value to an int, masks it with 0xffff in order to strip off any sign-extension buts, and returns the result as an unsigned int value."
ImageInputStreamImpl,readUTF(),String,Reads in a string that has been encoded using a modified UTF-8 format.
ImageInputStreamImpl,reset(),void,Resets the current stream byte and bit positions from the stack of marked positions.
ImageInputStreamImpl,seek(long pos),void,Sets the current stream position to the desired location.
ImageInputStreamImpl,setBitOffset(int bitOffset),void,"Sets the bit offset to an integer between 0 and 7, inclusive."
ImageInputStreamImpl,setByteOrder(ByteOrder byteOrder),void,Sets the desired byte order for future reads of data values from this stream.
ImageInputStreamImpl,skipBytes(int n),int,Advances the current stream position by calling seek(getStreamPosition() + n).
ImageInputStreamImpl,skipBytes(long n),long,Advances the current stream position by calling seek(getStreamPosition() + n).
ImageOutputStreamImpl,flushBits(),protected void,"If the bit offset is non-zero, forces the remaining bits in the current byte to 0 and advances the stream position by one."
ImageOutputStreamImpl,write(byte[] b),void,Writes a sequence of bytes to the stream at the current position.
ImageOutputStreamImpl,"write(byte[] b, int off, int len)",abstract void,Writes a sequence of bytes to the stream at the current position.
ImageOutputStreamImpl,write(int b),abstract void,Writes a single byte to the stream at the current position.
ImageOutputStreamImpl,writeBit(int bit),void,"Writes a single bit, given by the least significant bit of the argument, to the stream at the current bit offset within the current byte position."
ImageOutputStreamImpl,"writeBits(long bits, int numBits)",void,"Writes a sequence of bits, given by the numBits least significant bits of the bits argument in left-to-right order, to the stream at the current bit offset within the current byte position."
ImageOutputStreamImpl,writeBoolean(boolean v),void,Writes a boolean value to the stream.
