ClassName,Method,Return Type,Description
AppConfigurationEntry,getControlFlag(),AppConfigurationEntry.LoginModuleControlFlag,"Return the controlFlag (either REQUIRED, REQUISITE, SUFFICIENT, or OPTIONAL) for this LoginModule."
AppConfigurationEntry,getLoginModuleName(),String,Get the class name of the configured LoginModule.
AppConfigurationEntry,getOptions(),"Map<String,?>",Get the options configured for this LoginModule.
AppConfigurationEntry.LoginModuleControlFlag,toString(),String,Return a String representation of this controlFlag.
Configuration,getAppConfigurationEntry(String name),abstract AppConfigurationEntry[],Retrieve the AppConfigurationEntries for the specified name from this Configuration.
Configuration,getConfiguration(),static Configuration,Get the installed login Configuration.
Configuration,"getInstance(String type, Configuration.Parameters params)",static Configuration,Returns a Configuration object of the specified type.
Configuration,"getInstance(String type, Configuration.Parameters params, Provider provider)",static Configuration,Returns a Configuration object of the specified type.
Configuration,"getInstance(String type, Configuration.Parameters params, String provider)",static Configuration,Returns a Configuration object of the specified type.
Configuration,getParameters(),Configuration.Parameters,Return Configuration parameters.
Configuration,getProvider(),Provider,Return the Provider of this Configuration.
Configuration,getType(),String,Return the type of this Configuration.
Configuration,refresh(),void,Refresh and reload the Configuration.
Configuration,setConfiguration(Configuration configuration),static void,Set the login Configuration.
ConfigurationSpi,engineGetAppConfigurationEntry(String name),protected abstract AppConfigurationEntry[],Retrieve the AppConfigurationEntries for the specified name.
ConfigurationSpi,engineRefresh(),protected void,Refresh and reload the Configuration.
LoginContext,getSubject(),Subject,Return the authenticated Subject.
LoginContext,login(),void,Perform the authentication.
LoginContext,logout(),void,Logout the Subject.
