ClassName,Method,Return Type,Description
FileSystemProvider,"checkAccess(Path path, AccessMode... modes)",abstract void,"Checks the existence, and optionally the accessibility, of a file."
FileSystemProvider,"copy(Path source, Path target, CopyOption... options)",abstract void,Copy a file to a target file.
FileSystemProvider,"createDirectory(Path dir, FileAttribute<?>... attrs)",abstract void,Creates a new directory.
FileSystemProvider,"createLink(Path link, Path existing)",void,Creates a new link (directory entry) for an existing file.
FileSystemProvider,"createSymbolicLink(Path link, Path target, FileAttribute<?>... attrs)",void,Creates a symbolic link to a target.
FileSystemProvider,delete(Path path),abstract void,Deletes a file.
FileSystemProvider,deleteIfExists(Path path),boolean,Deletes a file if it exists.
FileSystemProvider,"getFileAttributeView(Path path, Class<V> type, LinkOption... options)",abstract <V extends FileAttributeView>V,Returns a file attribute view of a given type.
FileSystemProvider,getFileStore(Path path),abstract FileStore,Returns the FileStore representing the file store where a file is located.
FileSystemProvider,getFileSystem(URI uri),abstract FileSystem,Returns an existing FileSystem created by this provider.
FileSystemProvider,getPath(URI uri),abstract Path,Return a Path object by converting the given URI.
FileSystemProvider,getScheme(),abstract String,Returns the URI scheme that identifies this provider.
FileSystemProvider,installedProviders(),static List<FileSystemProvider>,Returns a list of the installed file system providers.
FileSystemProvider,isHidden(Path path),abstract boolean,Tells whether or not a file is considered hidden.
FileSystemProvider,"isSameFile(Path path, Path path2)",abstract boolean,Tests if two paths locate the same file.
FileSystemProvider,"move(Path source, Path target, CopyOption... options)",abstract void,Move or rename a file to a target file.
FileSystemProvider,"newAsynchronousFileChannel(Path path, Set<? extends OpenOption> options, ExecutorService executor, FileAttribute<?>... attrs)",AsynchronousFileChannel,"Opens or creates a file for reading and/or writing, returning an asynchronous file channel to access the file."
FileSystemProvider,"newByteChannel(Path path, Set<? extends OpenOption> options, FileAttribute<?>... attrs)",abstract SeekableByteChannel,"Opens or creates a file, returning a seekable byte channel to access the file."
FileSystemProvider,"newDirectoryStream(Path dir, DirectoryStream.Filter<? super Path> filter)",abstract DirectoryStream<Path>,"Opens a directory, returning a DirectoryStream to iterate over the entries in the directory."
FileSystemProvider,"newFileChannel(Path path, Set<? extends OpenOption> options, FileAttribute<?>... attrs)",FileChannel,"Opens or creates a file for reading and/or writing, returning a file channel to access the file."
FileSystemProvider,"newFileSystem(Path path, Map<String,?> env)",FileSystem,Constructs a new FileSystem to access the contents of a file as a file system.
FileSystemProvider,"newFileSystem(URI uri, Map<String,?> env)",abstract FileSystem,Constructs a new FileSystem object identified by a URI.
FileSystemProvider,"newInputStream(Path path, OpenOption... options)",InputStream,"Opens a file, returning an input stream to read from the file."
FileSystemProvider,"newOutputStream(Path path, OpenOption... options)",OutputStream,"Opens or creates a file, returning an output stream that may be used to write bytes to the file."
FileSystemProvider,"readAttributes(Path path, Class<A> type, LinkOption... options)",abstract <A extends BasicFileAttributes>A,Reads a file's attributes as a bulk operation.
FileSystemProvider,"readAttributes(Path path, String attributes, LinkOption... options)","abstract Map<String,Object>",Reads a set of file attributes as a bulk operation.
FileSystemProvider,readSymbolicLink(Path link),Path,Reads the target of a symbolic link.
FileSystemProvider,"setAttribute(Path path, String attribute, Object value, LinkOption... options)",abstract void,Sets the value of a file attribute.
FileTypeDetector,probeContentType(Path path),abstract String,Probes the given file to guess its content type.
