Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,BasicArrowButton,1,boolean isSelected(),False,NULL
0,BasicArrowButton,2,void setSelected(boolean b),False,NULL
0,BasicArrowButton,3,void setArrowType(int arrowType),False,NULL
0,BasicArrowButton,4,int getArrowType(),False,NULL
0,BasicArrowButton,5,void setEnabled(boolean b),False,NULL
1,BasicBorders,1,boolean isBorderOpaque(),False,NULL
1,BasicBorders,2,Insets getBorderInsets(Component c),False,NULL
1,BasicBorders,3,"void paintBorder(Component c, Graphics g, int x, int y, int width, int height)",False,NULL
1,BasicBorders,4,void installUI(JComponent c),False,NULL
1,BasicBorders,5,void uninstallUI(JComponent c),False,NULL
2,BasicBorders.ButtonBorder,1,boolean isBorderOpaque(),False,NULL
2,BasicBorders.ButtonBorder,2,Insets getBorderInsets(Component c),False,NULL
2,BasicBorders.ButtonBorder,3,"void paintBorder(Component c, Graphics g, int x, int y, int width, int height)",True,This default implementation does no painting.
2,BasicBorders.ButtonBorder,4,void installUI(JComponent c),False,NULL
2,BasicBorders.ButtonBorder,5,void uninstallUI(JComponent c),False,NULL
3,BasicBorders.FieldBorder,1,boolean isFocusTraversable(),False,NULL
3,BasicBorders.FieldBorder,2,void setFocusTraversable(boolean aFlag),False,NULL
3,BasicBorders.FieldBorder,3,"void paintBorder(Component c, Graphics g, int x, int y, int width, int height)",True,This default implementation does no painting.
3,BasicBorders.FieldBorder,4,Insets getBorderInsets(Component c),False,NULL
3,BasicBorders.FieldBorder,5,boolean isBorderOpaque(),False,NULL
4,BasicBorders.MarginBorder,1,Insets getInsets(Component c),False,NULL
4,BasicBorders.MarginBorder,2,boolean isBorderOpaque(),False,NULL
4,BasicBorders.MarginBorder,3,"void paintBorder(Component c, Graphics g, int x, int y, int width, int height)",False,NULL
4,BasicBorders.MarginBorder,4,Insets getBorderInsets(Component c),False,NULL
4,BasicBorders.MarginBorder,5,"Insets getBorderInsets(Component c, Insets insets)",True,Reinitializes the insets parameter with this Border's current Insets.
5,BasicBorders.MenuBarBorder,1,boolean isBorderOpaque(),False,NULL
5,BasicBorders.MenuBarBorder,2,Insets getBorderInsets(Component c),False,NULL
5,BasicBorders.MenuBarBorder,3,"void paintBorder(Component c, Graphics g, int x, int y, int width, int height)",True,This default implementation does no painting.
5,BasicBorders.MenuBarBorder,4,void installUI(JComponent c),False,NULL
5,BasicBorders.MenuBarBorder,5,void uninstallUI(JComponent c),False,NULL
6,BasicBorders.RadioButtonBorder,1,boolean isFocusOwner(),False,NULL
6,BasicBorders.RadioButtonBorder,2,"void paintBorder(Component c, Graphics g, int x, int y, int width, int height)",True,This default implementation does no painting.
6,BasicBorders.RadioButtonBorder,3,Insets getBorderInsets(Component c),False,NULL
6,BasicBorders.RadioButtonBorder,4,boolean isBorderOpaque(),False,NULL
6,BasicBorders.RadioButtonBorder,5,void installUI(JComponent c),False,NULL
7,BasicBorders.RolloverButtonBorder,1,boolean isRollover(),False,NULL
7,BasicBorders.RolloverButtonBorder,2,void setRollover(boolean b),False,NULL
7,BasicBorders.RolloverButtonBorder,3,void setRolloverIcon(Icon icon),False,NULL
7,BasicBorders.RolloverButtonBorder,4,void setRolloverText(String text),False,NULL
7,BasicBorders.RolloverButtonBorder,5,void setRolloverToolTipText(String text),False,NULL
8,BasicBorders.SplitPaneBorder,1,"void paintBorder(Component c, Graphics g, int x, int y, int width, int height)",True,Paints the border for the specified component with the specified position and size.
8,BasicBorders.SplitPaneBorder,2,Insets getBorderInsets(Component c),True,Returns the insets of the border.
8,BasicBorders.SplitPaneBorder,3,boolean isBorderOpaque(),True,Returns whether or not the border is opaque.
8,BasicBorders.SplitPaneBorder,4,void installUI(JComponent c),False,NULL
8,BasicBorders.SplitPaneBorder,5,void uninstallUI(JComponent c),False,NULL
9,BasicBorders.ToggleButtonBorder,1,boolean isToggleButton(),False,NULL
