ClassName,Method,Return Type,Description
AncestorEvent,getAncestor(),Container,Returns the ancestor that the event actually occurred on.
AncestorEvent,getAncestorParent(),Container,Returns the parent of the ancestor the event actually occurred on.
AncestorEvent,getComponent(),JComponent,Returns the component that the listener was added to.
CaretEvent,getDot(),abstract int,Fetches the location of the caret.
CaretEvent,getMark(),abstract int,Fetches the location of other end of a logical selection.
DocumentEvent.EventType,toString(),String,Converts the type to a string.
EventListenerList,"add(Class<T> t, T l)",<T extends EventListener>void,Adds the listener as a listener of the specified type.
EventListenerList,getListenerCount(),int,Returns the total number of listeners for this listener list.
EventListenerList,getListenerCount(Class<?> t),int,Returns the total number of listeners of the supplied type for this listener list.
EventListenerList,getListenerList(),Object[],Passes back the event listener list as an array of ListenerType-listener pairs.
EventListenerList,getListeners(Class<T> t),<T extends EventListener>T[],Return an array of all the listeners of the given type.
EventListenerList,"remove(Class<T> t, T l)",<T extends EventListener>void,Removes the listener as a listener of the specified type.
EventListenerList,toString(),String,Returns a string representation of the EventListenerList.
HyperlinkEvent,getDescription(),String,Get the description of the link as a string.
HyperlinkEvent,getEventType(),HyperlinkEvent.EventType,Gets the type of event.
HyperlinkEvent,getInputEvent(),InputEvent,Returns the InputEvent that triggered the hyperlink event.
HyperlinkEvent,getSourceElement(),Element,Returns the Element that corresponds to the source of the event.
HyperlinkEvent,getURL(),URL,Gets the URL that the link refers to.
HyperlinkEvent.EventType,toString(),String,Converts the type to a string.
InternalFrameAdapter,internalFrameActivated(InternalFrameEvent e),void,Invoked when an internal frame is activated.
InternalFrameAdapter,internalFrameClosed(InternalFrameEvent e),void,Invoked when an internal frame has been closed.
InternalFrameAdapter,internalFrameClosing(InternalFrameEvent e),void,Invoked when an internal frame is in the process of being closed.
InternalFrameAdapter,internalFrameDeactivated(InternalFrameEvent e),void,Invoked when an internal frame is de-activated.
InternalFrameAdapter,internalFrameDeiconified(InternalFrameEvent e),void,Invoked when an internal frame is de-iconified.
InternalFrameAdapter,internalFrameIconified(InternalFrameEvent e),void,Invoked when an internal frame is iconified.
InternalFrameAdapter,internalFrameOpened(InternalFrameEvent e),void,Invoked when an internal frame has been opened.
InternalFrameEvent,getInternalFrame(),JInternalFrame,Returns the originator of the event.
InternalFrameEvent,paramString(),String,Returns a parameter string identifying this event.
ListDataEvent,getIndex0(),int,Returns the lower index of the range.
ListDataEvent,getIndex1(),int,Returns the upper index of the range.
ListDataEvent,getType(),int,Returns the event type.
ListDataEvent,toString(),String,Returns a string representation of this ListDataEvent.
ListSelectionEvent,getFirstIndex(),int,Returns the index of the first row whose selection may have changed.
ListSelectionEvent,getLastIndex(),int,Returns the index of the last row whose selection may have changed.
ListSelectionEvent,getValueIsAdjusting(),boolean,"Returns whether or not this is one in a series of multiple events, where changes are still being made."
ListSelectionEvent,toString(),String,Returns a String that displays and identifies this object's properties.
MenuDragMouseEvent,getMenuSelectionManager(),MenuSelectionManager,Returns the current menu selection manager.
MenuDragMouseEvent,getPath(),MenuElement[],Returns the path to the selected menu item.
MenuKeyEvent,getMenuSelectionManager(),MenuSelectionManager,Returns the current menu selection manager.
MenuKeyEvent,getPath(),MenuElement[],Returns the path to the menu item referenced by this event.
RowSorterEvent,convertPreviousRowIndexToModel(int index),int,Returns the location of index in terms of the model prior to the sort.
RowSorterEvent,getPreviousRowCount(),int,Returns the number of rows before the sort.
RowSorterEvent,getSource(),RowSorter,Returns the source of the event as a RowSorter.
RowSorterEvent,getType(),RowSorterEvent.Type,Returns the type of event.
SwingPropertyChangeSupport,firePropertyChange(PropertyChangeEvent evt),void,Fires a property change event to listeners that have been registered to track updates of all properties or a property with the specified name.
SwingPropertyChangeSupport,isNotifyOnEDT(),boolean,Returns notifyOnEDT property.
TableColumnModelEvent,getFromIndex(),int,Returns the fromIndex.
TableColumnModelEvent,getToIndex(),int,Returns the toIndex.
TableModelEvent,getColumn(),int,Returns the column for the event.
TableModelEvent,getFirstRow(),int,Returns the first row that changed.
TableModelEvent,getLastRow(),int,Returns the last row that changed.
TableModelEvent,getType(),int,"Returns the type of event - one of: INSERT, UPDATE and DELETE."
TreeExpansionEvent,getPath(),TreePath,Returns the path to the value that has been expanded/collapsed.
TreeModelEvent,getChildIndices(),int[],Returns the values of the child indexes.
TreeModelEvent,getChildren(),Object[],Returns the objects that are children of the node identified by getPath at the locations specified by getChildIndices.
TreeModelEvent,getPath(),Object[],Convenience method to get the array of objects from the TreePath instance that this event wraps.
TreeModelEvent,getTreePath(),TreePath,"For all events, except treeStructureChanged, returns the parent of the changed nodes."
TreeModelEvent,toString(),String,Returns a string that displays and identifies this object's properties.
TreeSelectionEvent,cloneWithSource(Object newSource),Object,"Returns a copy of the receiver, but with the source being newSource."
TreeSelectionEvent,getNewLeadSelectionPath(),TreePath,Returns the current lead path.
TreeSelectionEvent,getOldLeadSelectionPath(),TreePath,Returns the path that was previously the lead path.
TreeSelectionEvent,getPath(),TreePath,Returns the first path element.
TreeSelectionEvent,getPaths(),TreePath[],Returns the paths that have been added or removed from the selection.
TreeSelectionEvent,isAddedPath(),boolean,Returns whether the path identified by getPath was added to the selection.
TreeSelectionEvent,isAddedPath(int index),boolean,Returns whether the path at getPaths()[index] was added to the selection.
TreeSelectionEvent,isAddedPath(TreePath path),boolean,Returns whether the specified path was added to the selection.
UndoableEditEvent,getEdit(),UndoableEdit,Returns the edit value.
