Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,DiagnosticCollector,1,boolean add(E e),False,NULL
0,DiagnosticCollector,2,void clear(),False,NULL
0,DiagnosticCollector,3,boolean contains(Object o),False,NULL
0,DiagnosticCollector,4,boolean isEmpty(),False,NULL
0,DiagnosticCollector,5,int size(),False,NULL
1,ForwardingFileObject,1,boolean isOpen(),False,NULL
1,ForwardingFileObject,2,OutputStream openOutputStream(),True,Gets an OutputStream for this file object.
1,ForwardingFileObject,3,Reader openReader(boolean ignoreEncodingErrors),True,Gets a reader for this object.
1,ForwardingFileObject,4,Writer openWriter(),True,Gets a Writer for this file object.
1,ForwardingFileObject,5,URI toUri(),True,Returns a URI identifying this file object.
2,ForwardingJavaFileManager,1,"getJavaFileForInput(Location location, String className, JavaFileObject.Kind kind)",False,NULL
2,ForwardingJavaFileManager,2,"getJavaFileForOutput(Location location, String className, JavaFileObject.Kind kind, FileObject sibling)",False,NULL
2,ForwardingJavaFileManager,3,getLocation(Location location),False,NULL
2,ForwardingJavaFileManager,4,getLocation(FileObject file),False,NULL
2,ForwardingJavaFileManager,5,"getLocation(Location location, String packageName)",False,NULL
3,ForwardingJavaFileObject,1,"boolean isNameCompatible(String simpleName, Kind kind)",False,NULL
3,ForwardingJavaFileObject,2,Kind getKind(),False,NULL
3,ForwardingJavaFileObject,3,String getName(),False,NULL
3,ForwardingJavaFileObject,4,InputStream openInputStream(),False,NULL
3,ForwardingJavaFileObject,5,OutputStream openOutputStream(),False,NULL
3,ForwardingJavaFileObject,6,Reader openReader(boolean ignoreEncodingErrors),False,NULL
3,ForwardingJavaFileObject,7,CharSequence getCharContent(boolean ignoreEncodingErrors),False,NULL
3,ForwardingJavaFileObject,8,Writer openWriter(),False,NULL
3,ForwardingJavaFileObject,9,OutputStream openOutputStream(),False,NULL
3,ForwardingJavaFileObject,10,URI toUri(),False,NULL
4,SimpleJavaFileObject,1,"boolean isNameCompatible(String simpleName, Kind kind)",False,NULL
4,SimpleJavaFileObject,2,Kind getKind(),False,NULL
4,SimpleJavaFileObject,3,String getName(),True,Gets a user-friendly name for this file object.
4,SimpleJavaFileObject,4,CharSequence getCharContent(boolean ignoreEncodingErrors),True,This implementation always throws UnsupportedOperationException.
4,SimpleJavaFileObject,5,OutputStream openOutputStream(),True,This implementation always throws UnsupportedOperationException.
5,ToolProvider,1,ToolProvider.getSystemTool(String name),False,NULL
5,ToolProvider,2,ToolProvider.getSystemJavaCompiler(),False,NULL
5,ToolProvider,3,"ToolProvider.getSystemJavaFileManager(JavaFileManager.Location location, String... options)",False,NULL
5,ToolProvider,4,"ToolProvider.getSystemJavaFileObject(URI uri, JavaFileManager.Location location)",False,NULL
5,ToolProvider,5,"ToolProvider.getSystemJavaFileObjects(Iterable<? extends CharSequence> sources, JavaFileManager.Location location)",False,NULL
