ClassName,URL,Description
AttachmentPart,https://docs.oracle.com/javase/8/docs/api/javax/xml/soap/AttachmentPart.html,A single attachment to a SOAPMessage object.
MessageFactory,https://docs.oracle.com/javase/8/docs/api/javax/xml/soap/MessageFactory.html,A factory for creating SOAPMessage objects.
MimeHeader,https://docs.oracle.com/javase/8/docs/api/javax/xml/soap/MimeHeader.html,An object that stores a MIME header name and its value.
MimeHeaders,https://docs.oracle.com/javase/8/docs/api/javax/xml/soap/MimeHeaders.html,"A container for MimeHeader objects, which represent the MIME headers present in a MIME part of a message."
SAAJMetaFactory,https://docs.oracle.com/javase/8/docs/api/javax/xml/soap/SAAJMetaFactory.html,The access point for the implementation classes of the factories defined in the SAAJ API.
SAAJResult,https://docs.oracle.com/javase/8/docs/api/javax/xml/soap/SAAJResult.html,"Acts as a holder for the results of a JAXP transformation or a JAXB marshalling, in the form of a SAAJ tree."
SOAPConnection,https://docs.oracle.com/javase/8/docs/api/javax/xml/soap/SOAPConnection.html,"A point-to-point connection that a client can use for sending messages directly to a remote party (represented by a URL, for instance)."
SOAPConnectionFactory,https://docs.oracle.com/javase/8/docs/api/javax/xml/soap/SOAPConnectionFactory.html,A factory for creating SOAPConnection objects.
SOAPElementFactory,https://docs.oracle.com/javase/8/docs/api/javax/xml/soap/SOAPElementFactory.html,- Use javax.xml.soap.SOAPFactory for creating SOAPElements.
SOAPFactory,https://docs.oracle.com/javase/8/docs/api/javax/xml/soap/SOAPFactory.html,SOAPFactory is a factory for creating various objects that exist in the SOAP XML tree.
SOAPMessage,https://docs.oracle.com/javase/8/docs/api/javax/xml/soap/SOAPMessage.html,The root class for all SOAP messages.
SOAPPart,https://docs.oracle.com/javase/8/docs/api/javax/xml/soap/SOAPPart.html,The container for the SOAP-specific portion of a SOAPMessage object.
