ClassName,Method,Return Type,Description
DescriptorSupport,clone(),Object,Returns a new Descriptor which is a duplicate of the Descriptor.
DescriptorSupport,equals(Object o),boolean,Compares this descriptor to the given object.
DescriptorSupport,getFieldNames(),String[],Returns all the field names in the descriptor.
DescriptorSupport,getFields(),String[],Returns all of the fields contained in this descriptor as a string array.
DescriptorSupport,getFieldValue(String fieldName),Object,"Returns the value for a specific field name, or null if no value is present for that name."
DescriptorSupport,getFieldValues(String... fieldNames),Object[],Returns all the field values in the descriptor as an array of Objects.
DescriptorSupport,hashCode(),int,Returns the hash code value for this descriptor.
DescriptorSupport,isValid(),boolean,Returns true if all of the fields have legal values given their names.
DescriptorSupport,removeField(String fieldName),void,Removes a field from the descriptor.
DescriptorSupport,"setField(String fieldName, Object fieldValue)",void,Sets the value for a specific field name.
DescriptorSupport,"setFields(String[] fieldNames, Object[] fieldValues)",void,Sets all fields in the field names array to the new value with the same index in the field values array.
DescriptorSupport,toString(),String,Returns a human readable string representing the descriptor.
DescriptorSupport,toXMLString(),String,Returns an XML String representing the descriptor.
ModelMBeanAttributeInfo,clone(),Object,Creates and returns a new ModelMBeanAttributeInfo which is a duplicate of this ModelMBeanAttributeInfo.
ModelMBeanAttributeInfo,getDescriptor(),Descriptor,Gets a copy of the associated Descriptor for the ModelMBeanAttributeInfo.
ModelMBeanAttributeInfo,setDescriptor(Descriptor inDescriptor),void,Sets associated Descriptor (full replace) for the ModelMBeanAttributeDescriptor.
ModelMBeanAttributeInfo,toString(),String,Returns a human-readable version of the ModelMBeanAttributeInfo instance.
ModelMBeanConstructorInfo,clone(),Object,Creates and returns a new ModelMBeanConstructorInfo which is a duplicate of this ModelMBeanConstructorInfo.
ModelMBeanConstructorInfo,getDescriptor(),Descriptor,Returns a copy of the associated Descriptor.
ModelMBeanConstructorInfo,setDescriptor(Descriptor inDescriptor),void,Sets associated Descriptor (full replace) of ModelMBeanConstructorInfo.
ModelMBeanConstructorInfo,toString(),String,Returns a string containing the entire contents of the ModelMBeanConstructorInfo in human readable form.
ModelMBeanInfoSupport,clone(),Object,Returns a shallow clone of this instance.
