ClassName,Method,Return Type,Description,Full Description
BinaryRefAddr,equals(Object obj),boolean,Determines whether obj is equal to this address.,"

equals
public boolean equals(Object obj)
Determines whether obj is equal to this address.  It is equal if
 it contains the same address type and their contents are byte-wise
 equivalent.

Overrides:
equals in class RefAddr
Parameters:
obj - The possibly null object to check.
Returns:
true if the object is equal; false otherwise.
See Also:
RefAddr.getContent(), 
RefAddr.getType()


"
BinaryRefAddr,getContent(),Object,Retrieves the contents of this address as an Object.,"

getContent
public Object getContent()
Retrieves the contents of this address as an Object.
 The result is a byte array.
 Changes to this array will affect this BinaryRefAddr's contents.
 Programs are recommended against changing this array's contents
 and to lock the buffer if they need to change it.

Specified by:
getContent in class RefAddr
Returns:
The non-null buffer containing this address's contents.


"
BinaryRefAddr,hashCode(),int,Computes the hash code of this address using its address type and contents.,"

hashCode
public int hashCode()
Computes the hash code of this address using its address type and contents.
 Two BinaryRefAddrs have the same hash code if they have
 the same address type and the same contents.
 It is also possible for different BinaryRefAddrs to have
 the same hash code.

Overrides:
hashCode in class RefAddr
Returns:
The hash code of this address as an int.
See Also:
Object.hashCode()


"
BinaryRefAddr,toString(),String,Generates the string representation of this address.,"

toString
public String toString()
Generates the string representation of this address.
 The string consists of the address's type and contents with labels.
 The first 32 bytes of contents are displayed (in hexadecimal).
 If there are more than 32 bytes, ""..."" is used to indicate more.
 This string is meant to used for debugging purposes and not
 meant to be interpreted programmatically.

Overrides:
toString in class RefAddr
Returns:
The non-null string representation of this address.


"
Binding,getClassName(),String,Retrieves the class name of the object bound to the name of this binding.,"

getClassName
public String getClassName()
Retrieves the class name of the object bound to the name of this binding.
 If the class name has been set explicitly, return it.
 Otherwise, if this binding contains a non-null object,
 that object's class name is used. Otherwise, null is returned.

Overrides:
getClassName in class NameClassPair
Returns:
A possibly null string containing class name of object bound.
See Also:
getObject(), 
getClassName(), 
NameClassPair.setClassName(java.lang.String)


"
Binding,getObject(),Object,Retrieves the object bound to the name of this binding.,"

getObject
public Object getObject()
Retrieves the object bound to the name of this binding.

Returns:
The object bound; null if this binding does not contain an object.
See Also:
setObject(java.lang.Object)


"
Binding,setObject(Object obj),void,Sets the object associated with this binding.,"

setObject
public void setObject(Object obj)
Sets the object associated with this binding.

Parameters:
obj - The possibly null object to use.
See Also:
getObject()


"
Binding,toString(),String,Generates the string representation of this binding.,"

toString
public String toString()
Generates the string representation of this binding.
 The string representation consists of the string representation
 of the name/class pair and the string representation of
 this binding's object, separated by ':'.
 The contents of this string is useful
 for debugging and is not meant to be interpreted programmatically.

Overrides:
toString in class NameClassPair
Returns:
The non-null string representation of this binding.


"
CompositeName,"add(int posn, String comp)",Name,Adds a single component at a specified position within this composite name.,"

add
public Name add(int posn,
                String comp)
         throws InvalidNameException
Adds a single component at a specified position within this
 composite name.
 Components of this composite name at or after the index of the new
 component are shifted up by one (away from index 0) to accommodate
 the new component.

Specified by:
add in interface Name
Parameters:
comp - The non-null component to add.
posn - The index at which to add the new component.
                 Must be in the range [0,size()].
Returns:
The updated CompositeName, not a new one. Cannot be null.
Throws:
ArrayIndexOutOfBoundsException - If posn is outside the specified range.
InvalidNameException - If adding comp at the specified position
                         would violate the name's syntax.


"
CompositeName,add(String comp),Name,Adds a single component to the end of this composite name.,"

add
public Name add(String comp)
         throws InvalidNameException
Adds a single component to the end of this composite name.

Specified by:
add in interface Name
Parameters:
comp - The non-null component to add.
Returns:
The updated CompositeName, not a new one. Cannot be null.
Throws:
InvalidNameException - If adding comp at end of the name
                         would violate the name's syntax.


"
CompositeName,"addAll(int posn, Name n)",Name,Adds the components of a composite name -- in order -- at a specified position within this composite name.,"

addAll
public Name addAll(int posn,
                   Name n)
            throws InvalidNameException
Adds the components of a composite name -- in order -- at a specified
 position within this composite name.
 Components of this composite name at or after the index of the first
 new component are shifted up (away from index 0)
 to accommodate the new components.

Specified by:
addAll in interface Name
Parameters:
n - The non-null components to add.
posn - The index in this name at which to add the new
                 components.  Must be in the range [0,size()].
Returns:
The updated CompositeName, not a new one. Cannot be null.
Throws:
InvalidNameException - If n is not a composite name.
ArrayIndexOutOfBoundsException - If posn is outside the specified range.


"
CompositeName,addAll(Name suffix),Name,Adds the components of a composite name -- in order -- to the end of this composite name.,"

addAll
public Name addAll(Name suffix)
            throws InvalidNameException
Adds the components of a composite name -- in order -- to the end of
 this composite name.

Specified by:
addAll in interface Name
Parameters:
suffix - The non-null components to add.
Returns:
The updated CompositeName, not a new one. Cannot be null.
Throws:
InvalidNameException - If suffix is not a composite name.


"
