Sample Number,ClassName,Snippet Number,Method,Exist
0,AbstractAnnotationValueVisitor6,1,"Void visitUnknown(AnnotationValue av, Void p)",False
0,AbstractAnnotationValueVisitor6,2,"Void visit(String name, AnnotationValue av, Void p)",False
0,AbstractAnnotationValueVisitor6,3,"Void visitEnumConstant(VariableElement c, Void p)",False
0,AbstractAnnotationValueVisitor6,4,"Void visitArray(List<? extends AnnotationValue> vals, Void p)",False
0,AbstractAnnotationValueVisitor6,5,"Void visitType(TypeMirror t, Void p)",False
1,AbstractAnnotationValueVisitor7,1,"R visitAnnotation(AnnotationMirror a, P p)",False
1,AbstractAnnotationValueVisitor7,2,"R visitArray(List<? extends AnnotationValue> vals, P p)",False
1,AbstractAnnotationValueVisitor7,3,"R visitEnumConstant(VariableElement c, P p)",False
1,AbstractAnnotationValueVisitor7,4,"R visitType(TypeMirror t, P p)",False
1,AbstractAnnotationValueVisitor7,5,"R visitUnknown(AnnotationValue av, P p)",False
2,AbstractAnnotationValueVisitor8,1,Void visitBoolean(boolean b),False
2,AbstractAnnotationValueVisitor8,2,Void visitByte(byte b),False
2,AbstractAnnotationValueVisitor8,3,Void visitChar(char c),False
2,AbstractAnnotationValueVisitor8,4,Void visitDouble(double d),False
2,AbstractAnnotationValueVisitor8,5,Void visitFloat(float f),False
3,AbstractElementVisitor6,1,R visitPackage(PackageElement e),False
3,AbstractElementVisitor6,2,"R visitType(TypeElement e, P p)",False
3,AbstractElementVisitor6,3,"R visitExecutable(ExecutableElement e, P p)",False
3,AbstractElementVisitor6,4,"R visitTypeParameter(TypeParameterElement e, P p)",False
3,AbstractElementVisitor6,5,"R visitUnknown(Element e, P p)",True
4,AbstractElementVisitor7,1,Void visitPackage(PackageElement e),False
4,AbstractElementVisitor7,2,Void visitType(TypeElement e),False
4,AbstractElementVisitor7,3,"Void visitVariable(VariableElement e, Object p)",False
4,AbstractElementVisitor7,4,"Void visitExecutable(ExecutableElement e, Object p)",False
4,AbstractElementVisitor7,5,"Void visitTypeAsAnnotation(TypeElement e, Object p)",False
5,AbstractElementVisitor8,1,"R visitType(TypeElement e, P p)",False
5,AbstractElementVisitor8,2,"R visitExecutable(ExecutableElement e, P p)",False
5,AbstractElementVisitor8,3,"R visitPackage(PackageElement e, P p)",False
5,AbstractElementVisitor8,4,"R visitTypeParameter(TypeParameterElement e, P p)",False
5,AbstractElementVisitor8,5,"R visitUnknown(Element e, P p)",False
6,AbstractTypeVisitor6,1,"R visitDeclared(DeclaredType t, P p)",False
6,AbstractTypeVisitor6,2,"R visitArray(ArrayType t, P p)",False
6,AbstractTypeVisitor6,3,"R visitPrimitive(PrimitiveType t, P p)",False
6,AbstractTypeVisitor6,4,"R visitNoType(NoType t, P p)",False
6,AbstractTypeVisitor6,5,"R visitWildcard(WildcardType t, P p)",False
7,AbstractTypeVisitor7,1,"R visitDeclared(DeclaredType t, P p)",False
7,AbstractTypeVisitor7,2,"R visitIntersection(IntersectionType t, P p)",False
7,AbstractTypeVisitor7,3,"R visitTypeVariable(TypeVariable t, P p)",False
7,AbstractTypeVisitor7,4,"R visitWildcard(WildcardType t, P p)",False
7,AbstractTypeVisitor7,5,"R visitExecutable(ExecutableType t, P p)",False
8,AbstractTypeVisitor8,1,R visitNoType(NoType t),False
8,AbstractTypeVisitor8,2,"R visitUnion(UnionType t, P p)",False
8,AbstractTypeVisitor8,3,"R visitWildcard(WildcardType t, P p)",False
8,AbstractTypeVisitor8,4,"R visitTypeVariable(TypeVariable t, P p)",False
8,AbstractTypeVisitor8,5,"R visitExecutable(ExecutableType t, P p)",False
9,ElementFilter,1,List<TypeElement> typesIn(Set<? extends Element> set),False
9,ElementFilter,2,List<VariableElement> variablesIn(Set<? extends Element> set),False
9,ElementFilter,3,List<ExecutableElement> methodsIn(Set<? extends Element> set),False
9,ElementFilter,4,List<PackageElement> packageNamesIn(Set<? extends Element> set),False
9,ElementFilter,5,List<ErroneousElement> erroneousIn(Set<? extends Element> set),False
12,ElementKindVisitor8,1,"R visit(TypeElement e, P p)",False
12,ElementKindVisitor8,2,"R visitVariable(VariableElement e, P p)",False
12,ElementKindVisitor8,3,"R visitExecutable(ExecutableElement e, P p)",False
12,ElementKindVisitor8,4,"R visitType(TypeMirror t, P p)",False
12,ElementKindVisitor8,5,"R visitDeclared(DeclaredType t, P p)",False
13,ElementScanner6,1,"void visitType(TypeElement e, Tree p)",False
13,ElementScanner6,2,"void visitDeclared(VariableElement e, Tree p)",False
13,ElementScanner6,3,TypeMirror scan(Element e),False
13,ElementScanner6,4,"void visitTypeParameter(TypeParameterElement e, Tree p)",False
13,ElementScanner6,5,"void visitUnknown(Element e, Tree p)",False
14,ElementScanner7,1,"R scan(Element e, P p)",False
14,ElementScanner7,2,"R reduce(Element e, P p)",False
14,ElementScanner7,3,"R visitArray(List<? extends Element> es, P p)",False
14,ElementScanner7,4,"R visit(Element e, P p)",False
14,ElementScanner7,5,"R visitIterable(Iterable<? extends Element> es, P p)",False
15,ElementScanner8,1,"R visitPackage(PackageElement e, P p)",False
15,ElementScanner8,2,"R visitType(TypeElement e, P p)",False
15,ElementScanner8,3,"R visitVariable(VariableElement e, P p)",False
15,ElementScanner8,4,"R visitExecutable(ExecutableElement e, P p)",False
15,ElementScanner8,5,"R visitTypeParameter(TypeParameterElement e, P p)",False
16,SimpleAnnotationValueVisitor6,1,"void visit(String key, byte value)",False
16,SimpleAnnotationValueVisitor6,2,"void visit(String key, short value)",False
16,SimpleAnnotationValueVisitor6,3,"void visit(String key, int value)",False
16,SimpleAnnotationValueVisitor6,4,"void visit(String key, long value)",False
16,SimpleAnnotationValueVisitor6,5,"void visit(String key, double value)",False
17,SimpleAnnotationValueVisitor7,1,java.lang.String visitString(java.lang.String s),False
17,SimpleAnnotationValueVisitor7,2,"java.util.List<? extends javax.lang.model.element.AnnotationValue> visitArray(java.util.List<? extends javax.lang.model.element.AnnotationValue> values, java.lang.String s)",False
17,SimpleAnnotationValueVisitor7,3,java.lang.Boolean visitBoolean(java.lang.boolean b),False
17,SimpleAnnotationValueVisitor7,4,java.lang.Byte visitByte(java.lang.Byte b),False
17,SimpleAnnotationValueVisitor7,5,java.lang.Float visitFloat(java.lang.Float f),False
18,SimpleAnnotationValueVisitor8,1,"Void visitLong(long value, String identifier)",False
18,SimpleAnnotationValueVisitor8,2,"Void visitAnnotation(AnnotationMirror a, String identifier)",False
18,SimpleAnnotationValueVisitor8,3,"Void visitArray(List<? extends AnnotationValue> values, String identifier)",False
18,SimpleAnnotationValueVisitor8,4,"Void visitType(TypeMirror t, String identifier)",False
18,SimpleAnnotationValueVisitor8,5,"Void visitEnumConstant(VariableElement c, String identifier)",False
19,SimpleElementVisitor6,1,"R visitVariableAsExceptionThrowable(VariableElement e, P p)",False
19,SimpleElementVisitor6,2,"R visitVariableAsField(VariableElement e, P p)",False
19,SimpleElementVisitor6,3,"R visitVariableAsParameter(VariableElement e, P p)",False
19,SimpleElementVisitor6,4,"R visitVariableAsResource(VariableElement e, P p)",False
19,SimpleElementVisitor6,5,"R visitVariableAsLocal(VariableElement e, P p)",False
20,SimpleElementVisitor7,1,R visitPackage(PackageElement e),False
20,SimpleElementVisitor7,2,R visitModule(ModuleElement e),False
20,SimpleElementVisitor7,3,"R visitUnknown(Element e, P p)",False
20,SimpleElementVisitor7,4,"R visitExecutable(ExecutableElement e, P p)",False
20,SimpleElementVisitor7,5,"R visitType(TypeElement e, P p)",False
21,SimpleElementVisitor8,1,"R visitModule(ModuleElement e, P p)",False
21,SimpleElementVisitor8,2,"R visitPackage(PackageElement e, P p)",False
21,SimpleElementVisitor8,3,"R visitType(TypeElement e, P p)",False
21,SimpleElementVisitor8,4,"R visitVariable(VariableElement e, P p)",False
