ClassName,Method,Return Type,Description
AtomicBoolean,"compareAndSet(boolean expect, boolean update)",boolean,Atomically sets the value to the given updated value if the current value == the expected value.
AtomicBoolean,get(),boolean,Returns the current value.
AtomicBoolean,getAndSet(boolean newValue),boolean,Atomically sets to the given value and returns the previous value.
AtomicBoolean,lazySet(boolean newValue),void,Eventually sets to the given value.
AtomicBoolean,set(boolean newValue),void,Unconditionally sets to the given value.
AtomicBoolean,toString(),String,Returns the String representation of the current value.
AtomicBoolean,"weakCompareAndSet(boolean expect, boolean update)",boolean,Atomically sets the value to the given updated value if the current value == the expected value.
AtomicInteger,"accumulateAndGet(int x, IntBinaryOperator accumulatorFunction)",int,"Atomically updates the current value with the results of applying the given function to the current and given values, returning the updated value."
AtomicInteger,addAndGet(int delta),int,Atomically adds the given value to the current value.
AtomicInteger,"compareAndSet(int expect, int update)",boolean,Atomically sets the value to the given updated value if the current value == the expected value.
AtomicInteger,decrementAndGet(),int,Atomically decrements by one the current value.
AtomicInteger,doubleValue(),double,Returns the value of this AtomicInteger as a double after a widening primitive conversion.
AtomicInteger,floatValue(),float,Returns the value of this AtomicInteger as a float after a widening primitive conversion.
AtomicInteger,get(),int,Gets the current value.
AtomicInteger,"getAndAccumulate(int x, IntBinaryOperator accumulatorFunction)",int,"Atomically updates the current value with the results of applying the given function to the current and given values, returning the previous value."
AtomicInteger,getAndAdd(int delta),int,Atomically adds the given value to the current value.
AtomicInteger,getAndDecrement(),int,Atomically decrements by one the current value.
AtomicInteger,getAndIncrement(),int,Atomically increments by one the current value.
AtomicInteger,getAndSet(int newValue),int,Atomically sets to the given value and returns the old value.
AtomicInteger,getAndUpdate(IntUnaryOperator updateFunction),int,"Atomically updates the current value with the results of applying the given function, returning the previous value."
AtomicInteger,incrementAndGet(),int,Atomically increments by one the current value.
AtomicInteger,intValue(),int,Returns the value of this AtomicInteger as an int.
AtomicInteger,lazySet(int newValue),void,Eventually sets to the given value.
AtomicInteger,longValue(),long,Returns the value of this AtomicInteger as a long after a widening primitive conversion.
AtomicInteger,set(int newValue),void,Sets to the given value.
AtomicInteger,toString(),String,Returns the String representation of the current value.
AtomicInteger,updateAndGet(IntUnaryOperator updateFunction),int,"Atomically updates the current value with the results of applying the given function, returning the updated value."
AtomicInteger,"weakCompareAndSet(int expect, int update)",boolean,Atomically sets the value to the given updated value if the current value == the expected value.
