Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,AtomicBoolean,1,"boolean compareAndSet(boolean expect, boolean update)",True,Atomically sets the value to the given updated value if the current value == the expected value.
0,AtomicBoolean,2,boolean get(),True,Returns the current value.
0,AtomicBoolean,3,void set(boolean newValue),True,Unconditionally sets to the given value.
0,AtomicBoolean,4,"boolean weakCompareAndSet(boolean expect, boolean update)",True,Atomically sets the value to the given updated value if the current value == the expected value.
0,AtomicBoolean,5,"boolean weakCompareAndSetPlain(boolean expect, boolean update)",False,NULL
1,AtomicInteger,1,int get(),True,Gets the current value.
1,AtomicInteger,2,int getAndSet(int newValue),True,Atomically sets to the given value and returns the old value.
1,AtomicInteger,3,int getAndIncrement(),True,Atomically increments by one the current value.
1,AtomicInteger,4,int getAndDecrement(),True,Atomically decrements by one the current value.
1,AtomicInteger,5,int incrementAndGet(),True,Atomically increments by one the current value.
1,AtomicInteger,6,int decrementAndGet(),True,Atomically decrements by one the current value.
1,AtomicInteger,7,"boolean compareAndSet(int expect, int update)",True,Atomically sets the value to the given updated value if the current value == the expected value.
1,AtomicInteger,8,void lazySet(int newValue),True,Eventually sets to the given value.
1,AtomicInteger,9,int addAndGet(int delta),True,Atomically adds the given value to the current value.
1,AtomicInteger,10,int getAndAdd(int delta),True,Atomically adds the given value to the current value.
1,AtomicInteger,11,"boolean weakCompareAndSet(int expect, int update)",True,Atomically sets the value to the given updated value if the current value == the expected value.
1,AtomicInteger,12,int getAndUpdate(IntUnaryOperator updateFunction),True,"Atomically updates the current value with the results of applying the given function, returning the previous value."
1,AtomicInteger,13,int updateAndGet(IntUnaryOperator updateFunction),True,"Atomically updates the current value with the results of applying the given function, returning the updated value."
1,AtomicInteger,14,"int getAndAccumulate(int x, IntBinaryOperator accumulatorFunction)",True,"Atomically updates the current value with the results of applying the given function to the current and given values, returning the previous value."
1,AtomicInteger,15,"int accumulateAndGet(int x, IntBinaryOperator accumulatorFunction)",True,"Atomically updates the current value with the results of applying the given function to the current and given values, returning the updated value."
1,AtomicInteger,16,void set(int newValue),True,Sets to the given value.
1,AtomicInteger,17,void lazySet(int newValue),True,Eventually sets to the given value.
1,AtomicInteger,18,"boolean weakCompareAndSet(int expect, int update)",True,Atomically sets the value to the given updated value if the current value == the expected value.
1,AtomicInteger,19,"boolean compareAndSet(int expect, int update)",True,Atomically sets the value to the given updated value if the current value == the expected value.
1,AtomicInteger,20,int getAndSet(int newValue),True,Atomically sets to the given value and returns the old value.
2,AtomicIntegerArray,1,int get(int i),True,Gets the current value at position i.
2,AtomicIntegerArray,2,"void set(int i, int newValue)",True,Sets the element at position i to the given value.
2,AtomicIntegerArray,3,"int getAndSet(int i, int newValue)",True,Atomically sets the element at position i to the given value and returns the old value.
2,AtomicIntegerArray,4,"boolean compareAndSet(int i, int expect, int update)",True,Atomically sets the element at position i to the given updated value if the current value == the expected value.
2,AtomicIntegerArray,5,"void lazySet(int i, int newValue)",True,Eventually sets the element at position i to the given value.
3,AtomicIntegerFieldUpdater,1,"AtomicIntegerFieldUpdater<T> newUpdater(Class<? super T> tClass, String fieldName)",False,NULL
3,AtomicIntegerFieldUpdater,2,"boolean compareAndSet(T t, int expect, int update)",True,Atomically sets the field of the given object managed by this updater to the given updated value if the current value == the expected value.
3,AtomicIntegerFieldUpdater,3,int get(T t),True,Gets the current value held in the field of the given object managed by this updater.
3,AtomicIntegerFieldUpdater,4,"int getAndAdd(T t, int delta)",True,Atomically adds the given value to the current value of the field of the given object managed by this updater.
3,AtomicIntegerFieldUpdater,5,"int getAndSet(T t, int newValue)",True,Atomically sets the field of the given object managed by this updater to the given value and returns the old value.
4,AtomicLong,1,AtomicLong(long initialValue),False,NULL
4,AtomicLong,2,long get(),True,Gets the current value.
4,AtomicLong,3,long getAndSet(long newValue),True,Atomically sets to the given value and returns the old value.
4,AtomicLong,4,long getAndIncrement(),True,Atomically increments by one the current value.
4,AtomicLong,5,long getAndDecrement(),True,Atomically decrements by one the current value.
4,AtomicLong,6,long incrementAndGet(),True,Atomically increments by one the current value.
4,AtomicLong,7,long decrementAndGet(),True,Atomically decrements by one the current value.
4,AtomicLong,8,void lazySet(long newValue),True,Eventually sets to the given value.
4,AtomicLong,9,"boolean compareAndSet(long expect, long update)",True,Atomically sets the value to the given updated value if the current value == the expected value.
4,AtomicLong,10,long addAndGet(long delta),True,Atomically adds the given value to the current value.
4,AtomicLong,11,long getAndAdd(long delta),True,Atomically adds the given value to the current value.
4,AtomicLong,12,"long getAndAccumulate(long x, BiFunction<Long,Long,Long> accumulator)",False,NULL
4,AtomicLong,13,"long accumulateAndGet(long x, BiFunction<Long,Long,Long> accumulator)",False,NULL
