Sample Number,ClassName,Snippet Number,Method,Exist,Description,Full Description
0,AbstractAction,1,void actionPerformed(ActionEvent e),False,,NULL
0,AbstractAction,2,"void putValue(Object key, Object value)",False,,NULL
0,AbstractAction,3,Object getValue(Object key),False,,NULL
0,AbstractAction,4,void setEnabled(boolean b),True,Sets whether the Action is enabled.,"

setEnabled
public void setEnabled(boolean newValue)
Sets whether the Action is enabled. The default is true.

Specified by:
setEnabled in interface Action
Parameters:
newValue - true to enable the action, false to
                  disable it
See Also:
Action.setEnabled(boolean)


"
0,AbstractAction,5,boolean isEnabled(),True,Returns true if the action is enabled.,"

isEnabled
public boolean isEnabled()
Returns true if the action is enabled.

Specified by:
isEnabled in interface Action
Returns:
true if the action is enabled, false otherwise
See Also:
Action.isEnabled()


"
1,AbstractButton,1,void setActionCommand(String actionCommand),True,Sets the action command for this button.,"

setActionCommand
public void setActionCommand(String actionCommand)
Sets the action command for this button.

Parameters:
actionCommand - the action command for this button


"
1,AbstractButton,2,String getActionCommand(),True,Returns the action command for this button.,"

getActionCommand
public String getActionCommand()
Returns the action command for this button.

Returns:
the action command for this button


"
1,AbstractButton,3,void setSelected(boolean b),True,Sets the state of the button.,"

setSelected
public void setSelected(boolean b)
Sets the state of the button. Note that this method does not
 trigger an actionEvent.
 Call doClick to perform a programmatic action change.

Parameters:
b - true if the button is selected, otherwise false


"
1,AbstractButton,4,boolean isSelected(),True,Returns the state of the button.,"

isSelected
public boolean isSelected()
Returns the state of the button. True if the
 toggle button is selected, false if it's not.

Returns:
true if the toggle button is selected, otherwise false


"
1,AbstractButton,5,void setEnabled(boolean b),True,Enables (or disables) the button.,"

setEnabled
public void setEnabled(boolean b)
Enables (or disables) the button.

Overrides:
setEnabled in class JComponent
Parameters:
b - true to enable the button, otherwise false
See Also:
Component.isEnabled(), 
Component.isLightweight()


"
1,AbstractButton,6,boolean isEnabled(),False,,NULL
1,AbstractButton,7,void setFocusPainted(boolean b),True,"Sets the paintFocus property, which must be true for the focus state to be painted.","

setFocusPainted
public void setFocusPainted(boolean b)
Sets the paintFocus property, which must
 be true for the focus state to be painted.
 The default value for the paintFocus property
 is true.
 Some look and feels might not paint focus state;
 they will ignore this property.

Parameters:
b - if true, the focus state should be painted
See Also:
isFocusPainted()


"
1,AbstractButton,8,boolean isFocusPainted(),True,Gets the paintFocus property.,"

isFocusPainted
public boolean isFocusPainted()
Gets the paintFocus property.

Returns:
the paintFocus property
See Also:
setFocusPainted(boolean)


"
1,AbstractButton,9,void setContentAreaFilled(boolean b),True,Sets the contentAreaFilled property.,"

setContentAreaFilled
public void setContentAreaFilled(boolean b)
Sets the contentAreaFilled property.
 If true the button will paint the content
 area.  If you wish to have a transparent button, such as
 an icon only button, for example, then you should set
 this to false. Do not call setOpaque(false).
 The default value for the the contentAreaFilled
 property is true.
 
 This function may cause the component's opaque property to change.
 
 The exact behavior of calling this function varies on a
 component-by-component and L&F-by-L&F basis.

Parameters:
b - if true, the content should be filled; if false
          the content area is not filled
See Also:
isContentAreaFilled(), 
JComponent.setOpaque(boolean)


"
1,AbstractButton,10,boolean isContentAreaFilled(),True,Gets the contentAreaFilled property.,"

isContentAreaFilled
public boolean isContentAreaFilled()
Gets the contentAreaFilled property.

Returns:
the contentAreaFilled property
See Also:
setContentAreaFilled(boolean)


"
1,AbstractButton,11,void setBorderPainted(boolean b),True,Sets the borderPainted property.,"

setBorderPainted
public void setBorderPainted(boolean b)
Sets the borderPainted property.
 If true and the button has a border,
 the border is painted. The default value for the
 borderPainted property is true.
 
 Some look and feels might not support
 the borderPainted property,
 in which case they ignore this.

Parameters:
b - if true and border property is not null,
          the border is painted
See Also:
isBorderPainted()


"
1,AbstractButton,12,boolean isBorderPainted(),True,Gets the borderPainted property.,"

isBorderPainted
public boolean isBorderPainted()
Gets the borderPainted property.

Returns:
the value of the borderPainted property
See Also:
setBorderPainted(boolean)


"
1,AbstractButton,13,void setMargin(Insets insets),True,Sets space for margin between the button's border and the label.,"

setMargin
public void setMargin(Insets m)
Sets space for margin between the button's border and
 the label. Setting to null will cause the button to
 use the default margin.  The button's default Border
 object will use this value to create the proper margin.
 However, if a non-default border is set on the button,
 it is that Border object's responsibility to create the
 appropriate margin space (else this property will
 effectively be ignored).

Parameters:
m - the space between the border and the label


"
1,AbstractButton,14,Insets getMargin(),True,Returns the margin between the button's border and the label.,"

getMargin
public Insets getMargin()
Returns the margin between the button's border and
 the label.

Returns:
an Insets object specifying the margin
          between the botton's border and the label
See Also:
setMargin(java.awt.Insets)


"
1,AbstractButton,15,void setText(String text),True,Sets the button's text.,"

setText
public void setText(String text)
Sets the button's text.

Parameters:
text - the string used to set the text
See Also:
getText()


"
1,AbstractButton,16,String getText(),True,Returns the button's text.,"

getText
public String getText()
Returns the button's text.

Returns:
the buttons text
See Also:
setText(java.lang.String)


"
1,AbstractButton,17,void setIcon(Icon icon),True,Sets the button's default icon.,"

setIcon
public void setIcon(Icon defaultIcon)
Sets the button's default icon. This icon is
 also used as the ""pressed"" and ""disabled"" icon if
 there is no explicitly set pressed icon.

Parameters:
defaultIcon - the icon used as the default image
See Also:
getIcon(), 
setPressedIcon(javax.swing.Icon)


"
1,AbstractButton,18,Icon getIcon(),True,Returns the default icon.,"

getIcon
public Icon getIcon()
Returns the default icon.

Returns:
the default Icon
See Also:
setIcon(javax.swing.Icon)


"
1,AbstractButton,19,void setHorizontalTextPosition(int position),True,Sets the horizontal position of the text relative to the icon.,"

setHorizontalTextPosition
public void setHorizontalTextPosition(int textPosition)
Sets the horizontal position of the text relative to the icon.

Parameters:
textPosition - one of the following values:
 
SwingConstants.RIGHT
SwingConstants.LEFT
SwingConstants.CENTER
SwingConstants.LEADING
SwingConstants.TRAILING (the default)
 
Throws:
IllegalArgumentException - if textPosition
          is not one of the legal values listed above


"
