ClassName,URL,Description
AccessibleAttributeSequence,https://docs.oracle.com/javase/8/docs/api/javax/accessibility/AccessibleAttributeSequence.html,"This class collects together the span of text that share the same contiguous set of attributes, along with that set of attributes."
AccessibleBundle,https://docs.oracle.com/javase/8/docs/api/javax/accessibility/AccessibleBundle.html,Base class used to maintain a strongly typed enumeration.
AccessibleContext,https://docs.oracle.com/javase/8/docs/api/javax/accessibility/AccessibleContext.html,AccessibleContext represents the minimum information all accessible objects return.
AccessibleHyperlink,https://docs.oracle.com/javase/8/docs/api/javax/accessibility/AccessibleHyperlink.html,"Encapsulation of a link, or set of links (e.g."
AccessibleRelation,https://docs.oracle.com/javase/8/docs/api/javax/accessibility/AccessibleRelation.html,Class AccessibleRelation describes a relation between the object that implements the AccessibleRelation and one or more other objects.
AccessibleRelationSet,https://docs.oracle.com/javase/8/docs/api/javax/accessibility/AccessibleRelationSet.html,Class AccessibleRelationSet determines a component's relation set.
AccessibleResourceBundle,https://docs.oracle.com/javase/8/docs/api/javax/accessibility/AccessibleResourceBundle.html,This class is deprecated as of version 1.3 of the Java Platform.
AccessibleRole,https://docs.oracle.com/javase/8/docs/api/javax/accessibility/AccessibleRole.html,Class AccessibleRole determines the role of a component.
AccessibleState,https://docs.oracle.com/javase/8/docs/api/javax/accessibility/AccessibleState.html,Class AccessibleState describes a component's particular state.
AccessibleStateSet,https://docs.oracle.com/javase/8/docs/api/javax/accessibility/AccessibleStateSet.html,Class AccessibleStateSet determines a component's state set.
AccessibleTextSequence,https://docs.oracle.com/javase/8/docs/api/javax/accessibility/AccessibleTextSequence.html,This class collects together key details of a span of text.
