ClassName,Method,Return Type,Description
Attribute,equals(Object object),boolean,Compares the current Attribute Object with another Attribute Object.
Attribute,getName(),String,Returns a String containing the name of the attribute.
Attribute,getValue(),Object,Returns an Object that is the value of this attribute.
Attribute,hashCode(),int,Returns a hash code value for this attribute.
Attribute,toString(),String,Returns a String object representing this Attribute's value.
AttributeChangeNotification,getAttributeName(),String,Gets the name of the attribute which has changed.
AttributeChangeNotification,getAttributeType(),String,Gets the type of the attribute which has changed.
AttributeChangeNotification,getNewValue(),Object,Gets the new value of the attribute which has changed.
AttributeChangeNotification,getOldValue(),Object,Gets the old value of the attribute which has changed.
AttributeChangeNotificationFilter,disableAllAttributes(),void,Disables all the attribute names.
AttributeChangeNotificationFilter,disableAttribute(String name),void,Disables all the attribute change notifications the attribute name of which equals the specified attribute name to be sent to the listener.
AttributeChangeNotificationFilter,enableAttribute(String name),void,Enables all the attribute change notifications the attribute name of which equals the specified name to be sent to the listener.
AttributeChangeNotificationFilter,getEnabledAttributes(),Vector<String>,Gets all the enabled attribute names for this filter.
AttributeChangeNotificationFilter,isNotificationEnabled(Notification notification),boolean,Invoked before sending the specified notification to the listener.
AttributeList,add(Attribute object),void,Adds the Attribute specified as the last element of the list.
AttributeList,"add(int index, Attribute object)",void,Inserts the attribute specified as an element at the position specified.
AttributeList,"add(int index, Object element)",void,Inserts the specified element at the specified position in this list.
AttributeList,add(Object element),boolean,Appends the specified element to the end of this list.
AttributeList,addAll(AttributeList list),boolean,"Appends all the elements in the AttributeList specified to the end of the list, in the order in which they are returned by the Iterator of the AttributeList specified."
AttributeList,addAll(Collection<?> c),boolean,"Appends all of the elements in the specified collection to the end of this list, in the order that they are returned by the specified collection's Iterator."
AttributeList,"addAll(int index, AttributeList list)",boolean,"Inserts all of the elements in the AttributeList specified into this list, starting at the specified position, in the order in which they are returned by the Iterator of the AttributeList specified."
AttributeList,"addAll(int index, Collection<?> c)",boolean,"Inserts all of the elements in the specified collection into this list, starting at the specified position."
AttributeList,asList(),List<Attribute>,Return a view of this list as a List<Attribute>.
AttributeList,"set(int index, Attribute object)",void,Sets the element at the position specified to be the attribute specified.
AttributeList,"set(int index, Object element)",Object,Replaces the element at the specified position in this list with the specified element.
AttributeValueExp,apply(ObjectName name),ValueExp,Applies the AttributeValueExp on an MBean.
AttributeValueExp,getAttribute(ObjectName name),protected Object,Return the value of the given attribute in the named MBean.
AttributeValueExp,getAttributeName(),String,Returns a string representation of the name of the attribute.
AttributeValueExp,setMBeanServer(MBeanServer s),void,Deprecated. This method has no effect. The MBean Server used to obtain an attribute value is QueryEval.getMBeanServer().
AttributeValueExp,toString(),String,Returns the string representing its value.
DefaultLoaderRepository,loadClass(String className),static Class<?>,Deprecated.
DefaultLoaderRepository,"loadClassWithout(ClassLoader loader, String className)",static Class<?>,Deprecated.
ImmutableDescriptor,clone(),Descriptor,Returns a descriptor which is equal to this descriptor.
