ClassName,Method,Return Type,Description,Full Description
ExcC14NParameterSpec,getPrefixList(),List,Returns the inclusive namespace prefix list.,"

getPrefixList
public List getPrefixList()
Returns the inclusive namespace prefix list. Each entry in the list
 is a String that represents a namespace prefix.

 This implementation returns an unmodifiable list.

Returns:
the inclusive namespace prefix list (may be empty but never
    null)


"
HMACParameterSpec,getOutputLength(),int,Returns the truncation length.,"

getOutputLength
public int getOutputLength()
Returns the truncation length.

Returns:
the truncation length in number of bits


"
XPathFilter2ParameterSpec,getXPathList(),List,Returns a list of one or more XPathType objects.,"

getXPathList
public List getXPathList()
Returns a list of one or more XPathType objects.
 
 This implementation returns an unmodifiable list.

Returns:
a List of XPathType objects
    (never null or empty)


"
XPathFilterParameterSpec,getNamespaceMap(),Map,Returns a map of namespace prefixes.,"

getNamespaceMap
public Map getNamespaceMap()
Returns a map of namespace prefixes. Each key is a namespace prefix
 String that maps to a corresponding namespace URI
 String.
 
 This implementation returns an unmodifiable map.

Returns:
a Map of namespace prefixes to namespace URIs (may
    be empty, but never null)


"
XPathFilterParameterSpec,getXPath(),String,Returns the XPath expression to be evaluated.,"

getXPath
public String getXPath()
Returns the XPath expression to be evaluated.

Returns:
the XPath expression to be evaluated


"
XPathType,getExpression(),String,Returns the XPath expression to be evaluated.,"

getExpression
public String getExpression()
Returns the XPath expression to be evaluated.

Returns:
the XPath expression to be evaluated


"
XPathType,getFilter(),XPathType.Filter,Returns the filter operation.,"

getFilter
public XPathType.Filter getFilter()
Returns the filter operation.

Returns:
the filter operation


"
XPathType,getNamespaceMap(),Map,Returns a map of namespace prefixes.,"

getNamespaceMap
public Map getNamespaceMap()
Returns a map of namespace prefixes. Each key is a namespace prefix
 String that maps to a corresponding namespace URI
 String.
 
 This implementation returns an unmodifiable map.

Returns:
a Map of namespace prefixes to namespace URIs
    (may be empty, but never null)


"
XPathType.Filter,toString(),String,Returns the string form of the operation.,"

toString
public String toString()
Returns the string form of the operation.

Overrides:
toString in class Object
Returns:
the string form of the operation


"
XSLTTransformParameterSpec,getStylesheet(),XMLStructure,Returns the stylesheet.,"

getStylesheet
public XMLStructure getStylesheet()
Returns the stylesheet.

Returns:
the stylesheet


"
