Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,AsynchronousChannelGroup,1,"AsynchronousChannelGroup newInstance(int nThreads, ThreadFactory threadFactory, ExecutorService executor)",False,NULL
0,AsynchronousChannelGroup,2,"AsynchronousChannelGroup newInstance(ExecutorService executor, AsynchronousChannelGroup parent)",False,NULL
0,AsynchronousChannelGroup,3,AsynchronousChannelGroup newInstance(ExecutorService executor),False,NULL
0,AsynchronousChannelGroup,4,AsynchronousChannelGroup newInstance(),False,NULL
0,AsynchronousChannelGroup,5,AsynchronousChannelGroup open(),False,NULL
1,AsynchronousFileChannel,1,"int read(ByteBuffer dst, long position)",False,NULL
1,AsynchronousFileChannel,2,"Future<Integer> read(ByteBuffer dst, long position, Executor executor)",False,NULL
1,AsynchronousFileChannel,3,"int write(ByteBuffer src, long position)",False,NULL
1,AsynchronousFileChannel,4,"Future<Integer> write(ByteBuffer src, long position, Executor executor)",False,NULL
1,AsynchronousFileChannel,5,long size(),True,Returns the current size of this channel's file.
2,AsynchronousServerSocketChannel,1,AsynchronousServerSocketChannel open(),True,Opens an asynchronous server-socket channel.
2,AsynchronousServerSocketChannel,2,AsynchronousServerSocketChannel bind(SocketAddress localAddress),True,Binds the channel's socket to a local address and configures the socket to listen for connections.
2,AsynchronousServerSocketChannel,3,"AsynchronousServerSocketChannel accept(CompletionHandler<AsynchronousSocketChannel,? super A attachment> handler)",False,NULL
2,AsynchronousServerSocketChannel,4,"AsynchronousServerSocketChannel accept(CompletionHandler<AsynchronousSocketChannel,? super A attachment> handler, A attachment)",False,NULL
2,AsynchronousServerSocketChannel,5,"AsynchronousServerSocketChannel accept(Executor executor, CompletionHandler<AsynchronousSocketChannel,? super A attachment> handler)",False,NULL
3,AsynchronousSocketChannel,1,AsynchronousSocketChannel open(),True,Opens an asynchronous socket channel.
3,AsynchronousSocketChannel,2,AsynchronousSocketChannel bind(SocketAddress local),True,Binds the channel's socket to a local address.
3,AsynchronousSocketChannel,3,AsynchronousSocketChannel connect(SocketAddress remote),False,NULL
3,AsynchronousSocketChannel,4,AsynchronousSocketChannel finishConnect(),False,NULL
3,AsynchronousSocketChannel,5,"AsynchronousSocketChannel read(ByteBuffer dst, A attachment, CompletionHandler<Integer,? super A> handler)",False,NULL
3,AsynchronousSocketChannel,6,"AsynchronousSocketChannel write(ByteBuffer src, A attachment, CompletionHandler<Integer,? super A> handler)",False,NULL
3,AsynchronousSocketChannel,7,AsynchronousSocketChannel close(),False,NULL
3,AsynchronousSocketChannel,8,AsynchronousSocketChannel isOpen(),False,NULL
3,AsynchronousSocketChannel,9,AsynchronousSocketChannel getLocalAddress(),False,NULL
3,AsynchronousSocketChannel,10,AsynchronousSocketChannel getRemoteAddress(),False,NULL
3,AsynchronousSocketChannel,11,"AsynchronousSocketChannel setOption(SocketOption<T> name, T value)",False,NULL
3,AsynchronousSocketChannel,12,AsynchronousSocketChannel getOption(SocketOption<T> name),False,NULL
3,AsynchronousSocketChannel,13,AsynchronousSocketChannel supportedOptions(),False,NULL
3,AsynchronousSocketChannel,14,"AsynchronousSocketChannel bind(SocketAddress local, A attachment, CompletionHandler<Void,? super A> handler)",False,NULL
3,AsynchronousSocketChannel,15,"AsynchronousSocketChannel connect(SocketAddress remote, A attachment, CompletionHandler<Void,? super A> handler)",False,NULL
3,AsynchronousSocketChannel,16,"AsynchronousSocketChannel finishConnect(A attachment, CompletionHandler<Void,? super A> handler)",False,NULL
3,AsynchronousSocketChannel,17,"AsynchronousSocketChannel read(ByteBuffer dst, A attachment, Long timeout, TimeUnit unit, CompletionHandler<Integer,? super A> handler)",False,NULL
3,AsynchronousSocketChannel,18,"AsynchronousSocketChannel write(ByteBuffer src, A attachment, Long timeout, TimeUnit unit, CompletionHandler<Integer,? super A> handler)",False,NULL
3,AsynchronousSocketChannel,19,"AsynchronousSocketChannel close(A attachment, CompletionHandler<Void,? super A> handler)",False,NULL
3,AsynchronousSocketChannel,20,"AsynchronousSocketChannel isOpen(A attachment, CompletionHandler<Boolean,? super A> handler)",False,NULL
3,AsynchronousSocketChannel,21,"AsynchronousSocketChannel getLocalAddress(A attachment, CompletionHandler<SocketAddress,? super A> handler)",False,NULL
3,AsynchronousSocketChannel,22,"AsynchronousSocketChannel getRemoteAddress(A attachment, CompletionHandler<SocketAddress,? super A> handler)",False,NULL
3,AsynchronousSocketChannel,23,"AsynchronousSocketChannel setOption(SocketOption<T> name, T value, A attachment, CompletionHandler<Void,? super A> handler)",False,NULL
3,AsynchronousSocketChannel,24,"AsynchronousSocketChannel getOption(SocketOption<T> name, A attachment, CompletionHandler<T,? super A> handler)",False,NULL
