ClassName,URL,Description
AsynchronousChannelGroup,https://docs.oracle.com/javase/8/docs/api/java/nio/channels/AsynchronousChannelGroup.html,A grouping of asynchronous channels for the purpose of resource sharing.
AsynchronousFileChannel,https://docs.oracle.com/javase/8/docs/api/java/nio/channels/AsynchronousFileChannel.html,"An asynchronous channel for reading, writing, and manipulating a file."
AsynchronousServerSocketChannel,https://docs.oracle.com/javase/8/docs/api/java/nio/channels/AsynchronousServerSocketChannel.html,An asynchronous channel for stream-oriented listening sockets.
AsynchronousSocketChannel,https://docs.oracle.com/javase/8/docs/api/java/nio/channels/AsynchronousSocketChannel.html,An asynchronous channel for stream-oriented connecting sockets.
Channels,https://docs.oracle.com/javase/8/docs/api/java/nio/channels/Channels.html,Utility methods for channels and streams.
DatagramChannel,https://docs.oracle.com/javase/8/docs/api/java/nio/channels/DatagramChannel.html,A selectable channel for datagram-oriented sockets.
FileChannel,https://docs.oracle.com/javase/8/docs/api/java/nio/channels/FileChannel.html,"A channel for reading, writing, mapping, and manipulating a file."
FileChannel.MapMode,https://docs.oracle.com/javase/8/docs/api/java/nio/channels/FileChannel.MapMode.html,A typesafe enumeration for file-mapping modes.
FileLock,https://docs.oracle.com/javase/8/docs/api/java/nio/channels/FileLock.html,A token representing a lock on a region of a file.
MembershipKey,https://docs.oracle.com/javase/8/docs/api/java/nio/channels/MembershipKey.html,A token representing the membership of an Internet Protocol (IP) multicast group.
Pipe,https://docs.oracle.com/javase/8/docs/api/java/nio/channels/Pipe.html,A pair of channels that implements a unidirectional pipe.
Pipe.SinkChannel,https://docs.oracle.com/javase/8/docs/api/java/nio/channels/Pipe.SinkChannel.html,A channel representing the writable end of a Pipe.
Pipe.SourceChannel,https://docs.oracle.com/javase/8/docs/api/java/nio/channels/Pipe.SourceChannel.html,A channel representing the readable end of a Pipe.
SelectableChannel,https://docs.oracle.com/javase/8/docs/api/java/nio/channels/SelectableChannel.html,A channel that can be multiplexed via a Selector.
SelectionKey,https://docs.oracle.com/javase/8/docs/api/java/nio/channels/SelectionKey.html,A token representing the registration of a SelectableChannel with a Selector.
Selector,https://docs.oracle.com/javase/8/docs/api/java/nio/channels/Selector.html,A multiplexor of SelectableChannel objects.
ServerSocketChannel,https://docs.oracle.com/javase/8/docs/api/java/nio/channels/ServerSocketChannel.html,A selectable channel for stream-oriented listening sockets.
SocketChannel,https://docs.oracle.com/javase/8/docs/api/java/nio/channels/SocketChannel.html,A selectable channel for stream-oriented connecting sockets.
