ClassName,Method,Return Type,Description
KeyInfoFactory,getInstance(),static KeyInfoFactory,"Returns a KeyInfoFactory that supports the default XML processing mechanism and representation type (""DOM"")."
KeyInfoFactory,getInstance(String mechanismType),static KeyInfoFactory,"Returns a KeyInfoFactory that supports the specified XML processing mechanism and representation type (ex: ""DOM"")."
KeyInfoFactory,"getInstance(String mechanismType, Provider provider)",static KeyInfoFactory,"Returns a KeyInfoFactory that supports the requested XML processing mechanism and representation type (ex: ""DOM""), as supplied by the specified provider."
KeyInfoFactory,"getInstance(String mechanismType, String provider)",static KeyInfoFactory,"Returns a KeyInfoFactory that supports the requested XML processing mechanism and representation type (ex: ""DOM""), as supplied by the specified provider."
KeyInfoFactory,getMechanismType(),String,"Returns the type of the XML processing mechanism and representation supported by this KeyInfoFactory (ex: ""DOM"")"
KeyInfoFactory,getProvider(),Provider,Returns the provider of this KeyInfoFactory.
KeyInfoFactory,getURIDereferencer(),abstract URIDereferencer,Returns a reference to the URIDereferencer that is used by default to dereference URIs in RetrievalMethod objects.
KeyInfoFactory,isFeatureSupported(String feature),abstract boolean,Indicates whether a specified feature is supported.
KeyInfoFactory,newKeyInfo(List content),abstract KeyInfo,Creates a KeyInfo containing the specified list of key information types.
KeyInfoFactory,"newKeyInfo(List content, String id)",abstract KeyInfo,Creates a KeyInfo containing the specified list of key information types and optional id.
KeyInfoFactory,newKeyName(String name),abstract KeyName,Creates a KeyName from the specified name.
KeyInfoFactory,newKeyValue(PublicKey key),abstract KeyValue,Creates a KeyValue from the specified public key.
KeyInfoFactory,newPGPData(byte[] keyId),abstract PGPData,Creates a PGPData from the specified PGP public key identifier.
KeyInfoFactory,"newPGPData(byte[] keyId, byte[] keyPacket, List other)",abstract PGPData,"Creates a PGPData from the specified PGP public key identifier, and optional key material packet and list of external elements."
KeyInfoFactory,"newPGPData(byte[] keyPacket, List other)",abstract PGPData,Creates a PGPData from the specified PGP key material packet and optional list of external elements.
KeyInfoFactory,newRetrievalMethod(String uri),abstract RetrievalMethod,Creates a RetrievalMethod from the specified URI.
KeyInfoFactory,"newRetrievalMethod(String uri, String type, List transforms)",abstract RetrievalMethod,Creates a RetrievalMethod from the specified parameters.
KeyInfoFactory,newX509Data(List content),abstract X509Data,Creates a X509Data containing the specified list of X.509 content.
KeyInfoFactory,"newX509IssuerSerial(String issuerName, BigInteger serialNumber)",abstract X509IssuerSerial,Creates an X509IssuerSerial from the specified X.500 issuer distinguished name and serial number.
KeyInfoFactory,unmarshalKeyInfo(XMLStructure xmlStructure),abstract KeyInfo,Unmarshals a new KeyInfo instance from a mechanism-specific XMLStructure (ex: DOMStructure) instance.
