ClassName,Method,Return Type,Description
DocumentBuilder,getDOMImplementation(),abstract DOMImplementation,Obtain an instance of a DOMImplementation object.
DocumentBuilder,getSchema(),Schema,Get a reference to the the Schema being used by the XML processor.
DocumentBuilder,isNamespaceAware(),abstract boolean,Indicates whether or not this parser is configured to understand namespaces.
DocumentBuilder,isValidating(),abstract boolean,Indicates whether or not this parser is configured to validate XML documents.
DocumentBuilder,isXIncludeAware(),boolean,Get the XInclude processing mode for this parser.
DocumentBuilder,newDocument(),abstract Document,Obtain a new instance of a DOM Document object to build a DOM tree with.
DocumentBuilder,parse(File f),Document,Parse the content of the given file as an XML document and return a new DOM Document object.
DocumentBuilder,parse(InputSource is),abstract Document,Parse the content of the given input source as an XML document and return a new DOM Document object.
DocumentBuilder,parse(InputStream is),Document,Parse the content of the given InputStream as an XML document and return a new DOM Document object.
DocumentBuilder,"parse(InputStream is, String systemId)",Document,Parse the content of the given InputStream as an XML document and return a new DOM Document object.
DocumentBuilder,parse(String uri),Document,Parse the content of the given URI as an XML document and return a new DOM Document object.
DocumentBuilder,reset(),void,Reset this DocumentBuilder to its original configuration.
DocumentBuilder,setEntityResolver(EntityResolver er),abstract void,Specify the EntityResolver to be used to resolve entities present in the XML document to be parsed.
DocumentBuilder,setErrorHandler(ErrorHandler eh),abstract void,Specify the ErrorHandler to be used by the parser.
DocumentBuilderFactory,getAttribute(String name),abstract Object,Allows the user to retrieve specific attributes on the underlying implementation.
DocumentBuilderFactory,getFeature(String name),abstract boolean,Get the state of the named feature.
DocumentBuilderFactory,getSchema(),Schema,Gets the Schema object specified through the setSchema(Schema schema) method.
DocumentBuilderFactory,isCoalescing(),boolean,Indicates whether or not the factory is configured to produce parsers which converts CDATA nodes to Text nodes and appends it to the adjacent (if any) Text node.
DocumentBuilderFactory,isExpandEntityReferences(),boolean,Indicates whether or not the factory is configured to produce parsers which expand entity reference nodes.
DocumentBuilderFactory,isIgnoringComments(),boolean,Indicates whether or not the factory is configured to produce parsers which ignores comments.
DocumentBuilderFactory,isIgnoringElementContentWhitespace(),boolean,Indicates whether or not the factory is configured to produce parsers which ignore ignorable whitespace in element content.
