ClassName,Method,Return Type,Description,Full Description
BeanContextChildSupport,"addPropertyChangeListener(String name, PropertyChangeListener pcl)",void,Add a PropertyChangeListener for a specific property.,"

addPropertyChangeListener
public void addPropertyChangeListener(String name,
                                      PropertyChangeListener pcl)
Add a PropertyChangeListener for a specific property.
 The same listener object may be added more than once.  For each
 property,  the listener will be invoked the number of times it was added
 for that property.
 If name or pcl is null, no exception is thrown
 and no action is taken.

Specified by:
addPropertyChangeListener in interface BeanContextChild
Parameters:
name - The name of the property to listen on
pcl - The PropertyChangeListener to be added


"
BeanContextChildSupport,"addVetoableChangeListener(String name, VetoableChangeListener vcl)",void,Add a VetoableChangeListener for a specific property.,"

addVetoableChangeListener
public void addVetoableChangeListener(String name,
                                      VetoableChangeListener vcl)
Add a VetoableChangeListener for a specific property.
 The same listener object may be added more than once.  For each
 property,  the listener will be invoked the number of times it was added
 for that property.
 If name or vcl is null, no exception is thrown
 and no action is taken.

Specified by:
addVetoableChangeListener in interface BeanContextChild
Parameters:
name - The name of the property to listen on
vcl - The VetoableChangeListener to be added


"
BeanContextChildSupport,"firePropertyChange(String name, Object oldValue, Object newValue)",void,Report a bound property update to any registered listeners.,"

firePropertyChange
public void firePropertyChange(String name,
                               Object oldValue,
                               Object newValue)
Report a bound property update to any registered listeners. No event is
 fired if old and new are equal and non-null.

Parameters:
name - The programmatic name of the property that was changed
oldValue - The old value of the property
newValue - The new value of the property


"
BeanContextChildSupport,"fireVetoableChange(String name, Object oldValue, Object newValue)",void,Report a vetoable property update to any registered listeners.,"

fireVetoableChange
public void fireVetoableChange(String name,
                               Object oldValue,
                               Object newValue)
                        throws PropertyVetoException
Report a vetoable property update to any registered listeners.
 If anyone vetos the change, then fire a new event
 reverting everyone to the old value and then rethrow
 the PropertyVetoException. 

 No event is fired if old and new are equal and non-null.
 

Parameters:
name - The programmatic name of the property that is about to
 change
oldValue - The old value of the property
newValue - - The new value of the property
Throws:
PropertyVetoException - if the recipient wishes the property
 change to be rolled back.


"
BeanContextChildSupport,getBeanContext(),BeanContext,Gets the nesting BeanContext for this BeanContextChildSupport.,"

getBeanContext
public BeanContext getBeanContext()
Gets the nesting BeanContext
 for this BeanContextChildSupport.

Specified by:
getBeanContext in interface BeanContextChild
Returns:
the nesting BeanContext for
 this BeanContextChildSupport.


"
BeanContextChildSupport,getBeanContextChildPeer(),BeanContextChild,Gets the BeanContextChild associated with this BeanContextChildSupport.,"

getBeanContextChildPeer
public BeanContextChild getBeanContextChildPeer()
Gets the BeanContextChild associated with this
 BeanContextChildSupport.

Returns:
the BeanContextChild peer of this class


"
BeanContextChildSupport,initializeBeanContextResources(),protected void,This method may be overridden by subclasses to provide their own initialization behaviors.,"

initializeBeanContextResources
protected void initializeBeanContextResources()
This method may be overridden by subclasses to provide their own
 initialization behaviors. When invoked any resources required by the
 BeanContextChild should be obtained from the current BeanContext.

"
BeanContextChildSupport,isDelegated(),boolean,Reports whether or not this class is a delegate of another.,"

isDelegated
public boolean isDelegated()
Reports whether or not this class is a delegate of another.

Returns:
true if this class is a delegate of another


"
BeanContextChildSupport,releaseBeanContextResources(),protected void,This method may be overridden by subclasses to provide their own release behaviors.,"

releaseBeanContextResources
protected void releaseBeanContextResources()
This method may be overridden by subclasses to provide their own
 release behaviors. When invoked any resources held by this instance
 obtained from its current BeanContext property should be released
 since the object is no longer nested within that BeanContext.

"
BeanContextChildSupport,"removePropertyChangeListener(String name, PropertyChangeListener pcl)",void,Remove a PropertyChangeListener for a specific property.,"

removePropertyChangeListener
public void removePropertyChangeListener(String name,
                                         PropertyChangeListener pcl)
Remove a PropertyChangeListener for a specific property.
 If pcl was added more than once to the same event
 source for the specified property, it will be notified one less time
 after being removed.
 If name is null, no exception is thrown
 and no action is taken.
 If pcl is null, or was never added for the specified
 property, no exception is thrown and no action is taken.

Specified by:
removePropertyChangeListener in interface BeanContextChild
Parameters:
name - The name of the property that was listened on
pcl - The PropertyChangeListener to be removed


"
BeanContextChildSupport,"removeVetoableChangeListener(String name, VetoableChangeListener vcl)",void,Removes a VetoableChangeListener.,"

removeVetoableChangeListener
public void removeVetoableChangeListener(String name,
                                         VetoableChangeListener vcl)
Removes a VetoableChangeListener.
 If pcl was added more than once to the same event
 source for the specified property, it will be notified one less time
 after being removed.
 If name is null, no exception is thrown
 and no action is taken.
 If vcl is null, or was never added for the specified
 property, no exception is thrown and no action is taken.

Specified by:
removeVetoableChangeListener in interface BeanContextChild
Parameters:
name - The name of the property that was listened on
vcl - The VetoableChangeListener to be removed


"
BeanContextChildSupport,serviceAvailable(BeanContextServiceAvailableEvent bcsae),void,A new service is available from the nesting BeanContext.,"

serviceAvailable
public void serviceAvailable(BeanContextServiceAvailableEvent bcsae)
A new service is available from the nesting BeanContext.

 Subclasses may override this method in order to implement their own
 behaviors

Specified by:
serviceAvailable in interface BeanContextServicesListener
Parameters:
bcsae - The BeanContextServiceAvailableEvent fired as a
 result of a service becoming available


"
BeanContextChildSupport,serviceRevoked(BeanContextServiceRevokedEvent bcsre),void,A service provided by the nesting BeanContext has been revoked.,"

serviceRevoked
public void serviceRevoked(BeanContextServiceRevokedEvent bcsre)
A service provided by the nesting BeanContext has been revoked.

 Subclasses may override this method in order to implement their own
 behaviors.

Specified by:
serviceRevoked in interface BeanContextServiceRevokedListener
Parameters:
bcsre - The BeanContextServiceRevokedEvent fired as a
 result of a service being revoked


"
BeanContextChildSupport,setBeanContext(BeanContext bc),void,Sets the BeanContext for this BeanContextChildSupport.,"

setBeanContext
public void setBeanContext(BeanContext bc)
                    throws PropertyVetoException
Sets the BeanContext for
 this BeanContextChildSupport.

Specified by:
setBeanContext in interface BeanContextChild
Parameters:
bc - the new value to be assigned to the BeanContext
 property
Throws:
PropertyVetoException - if the change is rejected


"
