ClassName,Method,Return Type,Description,Full Description
Clock,equals(Object obj),boolean,Checks if this clock is equal to another clock.,"

equals
public boolean equals(Object obj)
Checks if this clock is equal to another clock.
 
 Clocks should override this method to compare equals based on
 their state and to meet the contract of Object.equals(java.lang.Object).
 If not overridden, the behavior is defined by Object.equals(java.lang.Object)

Overrides:
equals in class Object
Parameters:
obj - the object to check, null returns false
Returns:
true if this is equal to the other clock
See Also:
Object.hashCode(), 
HashMap


"
Clock,"fixed(Instant fixedInstant, ZoneId zone)",static Clock,Obtains a clock that always returns the same instant.,"

fixed
public static Clock fixed(Instant fixedInstant,
                          ZoneId zone)
Obtains a clock that always returns the same instant.
 
 This clock simply returns the specified instant.
 As such, it is not a clock in the conventional sense.
 The main use case for this is in testing, where the fixed clock ensures
 tests are not dependent on the current clock.
 
 The returned implementation is immutable, thread-safe and Serializable.

Parameters:
fixedInstant - the instant to use as the clock, not null
zone - the time-zone to use to convert the instant to date-time, not null
Returns:
a clock that always returns the same instant, not null


"
Clock,getZone(),abstract ZoneId,Gets the time-zone being used to create dates and times.,"

getZone
public abstract ZoneId getZone()
Gets the time-zone being used to create dates and times.
 
 A clock will typically obtain the current instant and then convert that
 to a date or time using a time-zone. This method returns the time-zone used.

Returns:
the time-zone being used to interpret instants, not null


"
Clock,hashCode(),int,A hash code for this clock.,"

hashCode
public int hashCode()
A hash code for this clock.
 
 Clocks should override this method based on
 their state and to meet the contract of Object.hashCode().
 If not overridden, the behavior is defined by Object.hashCode()

Overrides:
hashCode in class Object
Returns:
a suitable hash code
See Also:
Object.equals(java.lang.Object), 
System.identityHashCode(java.lang.Object)


"
Clock,instant(),abstract Instant,Gets the current instant of the clock.,"

instant
public abstract Instant instant()
Gets the current instant of the clock.
 
 This returns an instant representing the current instant as defined by the clock.

Returns:
the current instant from this clock, not null
Throws:
DateTimeException - if the instant cannot be obtained, not thrown by most implementations


"
Clock,millis(),long,Gets the current millisecond instant of the clock.,"

millis
public long millis()
Gets the current millisecond instant of the clock.
 
 This returns the millisecond-based instant, measured from 1970-01-01T00:00Z (UTC).
 This is equivalent to the definition of System.currentTimeMillis().
 
 Most applications should avoid this method and use Instant to represent
 an instant on the time-line rather than a raw millisecond value.
 This method is provided to allow the use of the clock in high performance use cases
 where the creation of an object would be unacceptable.
 
 The default implementation currently calls instant().

Returns:
the current millisecond instant from this clock, measured from
  the Java epoch of 1970-01-01T00:00Z (UTC), not null
Throws:
DateTimeException - if the instant cannot be obtained, not thrown by most implementations


"
Clock,"offset(Clock baseClock, Duration offsetDuration)",static Clock,Obtains a clock that returns instants from the specified clock with the specified duration added,"

offset
public static Clock offset(Clock baseClock,
                           Duration offsetDuration)
Obtains a clock that returns instants from the specified clock with the
 specified duration added
 
 This clock wraps another clock, returning instants that are later by the
 specified duration. If the duration is negative, the instants will be
 earlier than the current date and time.
 The main use case for this is to simulate running in the future or in the past.
 
 A duration of zero would have no offsetting effect.
 Passing zero will return the underlying clock.
 
 The returned implementation is immutable, thread-safe and Serializable
 providing that the base clock is.

Parameters:
baseClock - the base clock to add the duration to, not null
offsetDuration - the duration to add, not null
Returns:
a clock based on the base clock with the duration added, not null


"
Clock,system(ZoneId zone),static Clock,Obtains a clock that returns the current instant using best available system clock.,"

system
public static Clock system(ZoneId zone)
Obtains a clock that returns the current instant using best available
 system clock.
 
 This clock is based on the best available system clock.
 This may use System.currentTimeMillis(), or a higher resolution
 clock if one is available.
 
 Conversion from instant to date or time uses the specified time-zone.
 
 The returned implementation is immutable, thread-safe and Serializable.

Parameters:
zone - the time-zone to use to convert the instant to date-time, not null
Returns:
a clock that uses the best available system clock in the specified zone, not null


"
Clock,systemDefaultZone(),static Clock,"Obtains a clock that returns the current instant using the best available system clock, converting to date and time using the default time-zone.","

systemDefaultZone
public static Clock systemDefaultZone()
Obtains a clock that returns the current instant using the best available
 system clock, converting to date and time using the default time-zone.
 
 This clock is based on the best available system clock.
 This may use System.currentTimeMillis(), or a higher resolution
 clock if one is available.
 
 Using this method hard codes a dependency to the default time-zone into your application.
 It is recommended to avoid this and use a specific time-zone whenever possible.
 The UTC clock should be used when you need the current instant
 without the date or time.
 
 The returned implementation is immutable, thread-safe and Serializable.
 It is equivalent to system(ZoneId.systemDefault()).

Returns:
a clock that uses the best available system clock in the default zone, not null
See Also:
ZoneId.systemDefault()


"
Clock,systemUTC(),static Clock,"Obtains a clock that returns the current instant using the best available system clock, converting to date and time using the UTC time-zone.","

systemUTC
public static Clock systemUTC()
Obtains a clock that returns the current instant using the best available
 system clock, converting to date and time using the UTC time-zone.
 
 This clock, rather than systemDefaultZone(), should be used when
 you need the current instant without the date or time.
 
 This clock is based on the best available system clock.
 This may use System.currentTimeMillis(), or a higher resolution
 clock if one is available.
 
 Conversion from instant to date or time uses the UTC time-zone.
 
 The returned implementation is immutable, thread-safe and Serializable.
 It is equivalent to system(ZoneOffset.UTC).

Returns:
a clock that uses the best available system clock in the UTC zone, not null


"
