ClassName,Method,Return Type,Description
AbstractCollection,add(E e),boolean,Ensures that this collection contains the specified element (optional operation).
AbstractCollection,addAll(Collection<? extends E> c),boolean,Adds all of the elements in the specified collection to this collection (optional operation).
AbstractCollection,clear(),void,Removes all of the elements from this collection (optional operation).
AbstractCollection,contains(Object o),boolean,Returns true if this collection contains the specified element.
AbstractCollection,containsAll(Collection<?> c),boolean,Returns true if this collection contains all of the elements in the specified collection.
AbstractCollection,isEmpty(),boolean,Returns true if this collection contains no elements.
AbstractCollection,iterator(),abstract Iterator<E>,Returns an iterator over the elements contained in this collection.
AbstractCollection,remove(Object o),boolean,"Removes a single instance of the specified element from this collection, if it is present (optional operation)."
AbstractCollection,removeAll(Collection<?> c),boolean,Removes all of this collection's elements that are also contained in the specified collection (optional operation).
AbstractCollection,retainAll(Collection<?> c),boolean,Retains only the elements in this collection that are contained in the specified collection (optional operation).
AbstractCollection,size(),abstract int,Returns the number of elements in this collection.
AbstractCollection,toArray(),Object[],Returns an array containing all of the elements in this collection.
AbstractCollection,toArray(T[] a),<T> T[],Returns an array containing all of the elements in this collection; the runtime type of the returned array is that of the specified array.
AbstractCollection,toString(),String,Returns a string representation of this collection.
AbstractList,add(E e),boolean,Appends the specified element to the end of this list (optional operation).
AbstractList,"add(int index, E element)",void,Inserts the specified element at the specified position in this list (optional operation).
AbstractList,"addAll(int index, Collection<? extends E> c)",boolean,Inserts all of the elements in the specified collection into this list at the specified position (optional operation).
AbstractList,clear(),void,Removes all of the elements from this list (optional operation).
AbstractList,equals(Object o),boolean,Compares the specified object with this list for equality.
AbstractList,get(int index),abstract E,Returns the element at the specified position in this list.
AbstractList,hashCode(),int,Returns the hash code value for this list.
AbstractList,indexOf(Object o),int,"Returns the index of the first occurrence of the specified element in this list, or -1 if this list does not contain the element."
AbstractList,iterator(),Iterator<E>,Returns an iterator over the elements in this list in proper sequence.
AbstractList,lastIndexOf(Object o),int,"Returns the index of the last occurrence of the specified element in this list, or -1 if this list does not contain the element."
AbstractList,listIterator(),ListIterator<E>,Returns a list iterator over the elements in this list (in proper sequence).
AbstractList,listIterator(int index),ListIterator<E>,"Returns a list iterator over the elements in this list (in proper sequence), starting at the specified position in the list."
AbstractList,remove(int index),E,Removes the element at the specified position in this list (optional operation).
AbstractList,"removeRange(int fromIndex, int toIndex)",protected void,"Removes from this list all of the elements whose index is between fromIndex, inclusive, and toIndex, exclusive."
AbstractList,"set(int index, E element)",E,Replaces the element at the specified position in this list with the specified element (optional operation).
AbstractList,"subList(int fromIndex, int toIndex)",List<E>,"Returns a view of the portion of this list between the specified fromIndex, inclusive, and toIndex, exclusive."
AbstractMap,clear(),void,Removes all of the mappings from this map (optional operation).
AbstractMap,clone(),protected Object,Returns a shallow copy of this AbstractMap instance: the keys and values themselves are not cloned.
AbstractMap,containsKey(Object key),boolean,Returns true if this map contains a mapping for the specified key.
AbstractMap,containsValue(Object value),boolean,Returns true if this map maps one or more keys to the specified value.
AbstractMap,entrySet(),"abstract Set<Map.Entry<K,V>>",Returns a Set view of the mappings contained in this map.
AbstractMap,equals(Object o),boolean,Compares the specified object with this map for equality.
AbstractMap,get(Object key),V,"Returns the value to which the specified key is mapped, or null if this map contains no mapping for the key."
AbstractMap,hashCode(),int,Returns the hash code value for this map.
AbstractMap,isEmpty(),boolean,Returns true if this map contains no key-value mappings.
AbstractMap,keySet(),Set<K>,Returns a Set view of the keys contained in this map.
AbstractMap,"put(K key, V value)",V,Associates the specified value with the specified key in this map (optional operation).
AbstractMap,"putAll(Map<? extends K,? extends V> m)",void,Copies all of the mappings from the specified map to this map (optional operation).
AbstractMap,remove(Object key),V,Removes the mapping for a key from this map if it is present (optional operation).
AbstractMap,size(),int,Returns the number of key-value mappings in this map.
AbstractMap,toString(),String,Returns a string representation of this map.
AbstractMap,values(),Collection<V>,Returns a Collection view of the values contained in this map.
AbstractMap.SimpleEntry,equals(Object o),boolean,Compares the specified object with this entry for equality.
AbstractMap.SimpleEntry,getKey(),K,Returns the key corresponding to this entry.
AbstractMap.SimpleEntry,getValue(),V,Returns the value corresponding to this entry.
AbstractMap.SimpleEntry,hashCode(),int,Returns the hash code value for this map entry.
AbstractMap.SimpleEntry,setValue(V value),V,Replaces the value corresponding to this entry with the specified value.
AbstractMap.SimpleEntry,toString(),String,Returns a String representation of this map entry.
AbstractMap.SimpleImmutableEntry,equals(Object o),boolean,Compares the specified object with this entry for equality.
AbstractMap.SimpleImmutableEntry,getKey(),K,Returns the key corresponding to this entry.
AbstractMap.SimpleImmutableEntry,getValue(),V,Returns the value corresponding to this entry.
AbstractMap.SimpleImmutableEntry,hashCode(),int,Returns the hash code value for this map entry.
AbstractMap.SimpleImmutableEntry,setValue(V value),V,Replaces the value corresponding to this entry with the specified value (optional operation).
AbstractMap.SimpleImmutableEntry,toString(),String,Returns a String representation of this map entry.
AbstractQueue,add(E e),boolean,"Inserts the specified element into this queue if it is possible to do so immediately without violating capacity restrictions, returning true upon success and throwing an IllegalStateException if no space is currently available."
AbstractQueue,addAll(Collection<? extends E> c),boolean,Adds all of the elements in the specified collection to this queue.
AbstractQueue,clear(),void,Removes all of the elements from this queue.
AbstractQueue,element(),E,"Retrieves, but does not remove, the head of this queue."
AbstractQueue,remove(),E,Retrieves and removes the head of this queue.
AbstractSequentialList,"add(int index, E element)",void,Inserts the specified element at the specified position in this list (optional operation).
AbstractSequentialList,"addAll(int index, Collection<? extends E> c)",boolean,Inserts all of the elements in the specified collection into this list at the specified position (optional operation).
AbstractSequentialList,get(int index),E,Returns the element at the specified position in this list.
AbstractSequentialList,iterator(),Iterator<E>,Returns an iterator over the elements in this list (in proper sequence).
AbstractSequentialList,listIterator(int index),abstract ListIterator<E>,Returns a list iterator over the elements in this list (in proper sequence).
AbstractSequentialList,remove(int index),E,Removes the element at the specified position in this list (optional operation).
AbstractSequentialList,"set(int index, E element)",E,Replaces the element at the specified position in this list with the specified element (optional operation).
AbstractSet,equals(Object o),boolean,Compares the specified object with this set for equality.
AbstractSet,hashCode(),int,Returns the hash code value for this set.
AbstractSet,removeAll(Collection<?> c),boolean,Removes from this set all of its elements that are contained in the specified collection (optional operation).
ArrayDeque,add(E e),boolean,Inserts the specified element at the end of this deque.
ArrayDeque,addFirst(E e),void,Inserts the specified element at the front of this deque.
ArrayDeque,addLast(E e),void,Inserts the specified element at the end of this deque.
ArrayDeque,clear(),void,Removes all of the elements from this deque.
ArrayDeque,clone(),ArrayDeque<E>,Returns a copy of this deque.
ArrayDeque,contains(Object o),boolean,Returns true if this deque contains the specified element.
ArrayDeque,descendingIterator(),Iterator<E>,Returns an iterator over the elements in this deque in reverse sequential order.
ArrayDeque,element(),E,"Retrieves, but does not remove, the head of the queue represented by this deque."
ArrayDeque,getFirst(),E,"Retrieves, but does not remove, the first element of this deque."
ArrayDeque,getLast(),E,"Retrieves, but does not remove, the last element of this deque."
ArrayDeque,isEmpty(),boolean,Returns true if this deque contains no elements.
ArrayDeque,iterator(),Iterator<E>,Returns an iterator over the elements in this deque.
ArrayDeque,offer(E e),boolean,Inserts the specified element at the end of this deque.
ArrayDeque,offerFirst(E e),boolean,Inserts the specified element at the front of this deque.
ArrayDeque,offerLast(E e),boolean,Inserts the specified element at the end of this deque.
ArrayDeque,peek(),E,"Retrieves, but does not remove, the head of the queue represented by this deque, or returns null if this deque is empty."
ArrayDeque,peekFirst(),E,"Retrieves, but does not remove, the first element of this deque, or returns null if this deque is empty."
ArrayDeque,peekLast(),E,"Retrieves, but does not remove, the last element of this deque, or returns null if this deque is empty."
ArrayDeque,poll(),E,"Retrieves and removes the head of the queue represented by this deque (in other words, the first element of this deque), or returns null if this deque is empty."
ArrayDeque,pollFirst(),E,"Retrieves and removes the first element of this deque, or returns null if this deque is empty."
ArrayDeque,pollLast(),E,"Retrieves and removes the last element of this deque, or returns null if this deque is empty."
ArrayDeque,pop(),E,Pops an element from the stack represented by this deque.
ArrayDeque,push(E e),void,Pushes an element onto the stack represented by this deque.
ArrayDeque,remove(),E,Retrieves and removes the head of the queue represented by this deque.
ArrayDeque,remove(Object o),boolean,Removes a single instance of the specified element from this deque.
ArrayDeque,removeFirst(),E,Retrieves and removes the first element of this deque.
ArrayDeque,removeFirstOccurrence(Object o),boolean,Removes the first occurrence of the specified element in this deque (when traversing the deque from head to tail).
ArrayDeque,removeLast(),E,Retrieves and removes the last element of this deque.
ArrayDeque,removeLastOccurrence(Object o),boolean,Removes the last occurrence of the specified element in this deque (when traversing the deque from head to tail).
ArrayDeque,size(),int,Returns the number of elements in this deque.
ArrayDeque,spliterator(),Spliterator<E>,Creates a late-binding and fail-fast Spliterator over the elements in this deque.
ArrayDeque,toArray(),Object[],Returns an array containing all of the elements in this deque in proper sequence (from first to last element).
ArrayDeque,toArray(T[] a),<T> T[],Returns an array containing all of the elements in this deque in proper sequence (from first to last element); the runtime type of the returned array is that of the specified array.
ArrayList,add(E e),boolean,Appends the specified element to the end of this list.
ArrayList,"add(int index, E element)",void,Inserts the specified element at the specified position in this list.
ArrayList,addAll(Collection<? extends E> c),boolean,"Appends all of the elements in the specified collection to the end of this list, in the order that they are returned by the specified collection's Iterator."
ArrayList,"addAll(int index, Collection<? extends E> c)",boolean,"Inserts all of the elements in the specified collection into this list, starting at the specified position."
ArrayList,clear(),void,Removes all of the elements from this list.
ArrayList,clone(),Object,Returns a shallow copy of this ArrayList instance.
ArrayList,contains(Object o),boolean,Returns true if this list contains the specified element.
ArrayList,ensureCapacity(int minCapacity),void,"Increases the capacity of this ArrayList instance, if necessary, to ensure that it can hold at least the number of elements specified by the minimum capacity argument."
ArrayList,forEach(Consumer<? super E> action),void,Performs the given action for each element of the Iterable until all elements have been processed or the action throws an exception.
ArrayList,get(int index),E,Returns the element at the specified position in this list.
ArrayList,indexOf(Object o),int,"Returns the index of the first occurrence of the specified element in this list, or -1 if this list does not contain the element."
ArrayList,isEmpty(),boolean,Returns true if this list contains no elements.
ArrayList,iterator(),Iterator<E>,Returns an iterator over the elements in this list in proper sequence.
ArrayList,lastIndexOf(Object o),int,"Returns the index of the last occurrence of the specified element in this list, or -1 if this list does not contain the element."
ArrayList,listIterator(),ListIterator<E>,Returns a list iterator over the elements in this list (in proper sequence).
ArrayList,listIterator(int index),ListIterator<E>,"Returns a list iterator over the elements in this list (in proper sequence), starting at the specified position in the list."
ArrayList,remove(int index),E,Removes the element at the specified position in this list.
