ClassName,URL,Description
MBeanServerNotificationFilter,https://docs.oracle.com/javase/8/docs/api/javax/management/relation/MBeanServerNotificationFilter.html,Filter for MBeanServerNotification.
RelationNotification,https://docs.oracle.com/javase/8/docs/api/javax/management/relation/RelationNotification.html,A notification of a change in the Relation Service.
RelationService,https://docs.oracle.com/javase/8/docs/api/javax/management/relation/RelationService.html,"The Relation Service is in charge of creating and deleting relation types and relations, of handling the consistency and of providing query mechanisms."
RelationSupport,https://docs.oracle.com/javase/8/docs/api/javax/management/relation/RelationSupport.html,"A RelationSupport object is used internally by the Relation Service to represent simple relations (only roles, no properties or methods), with an unlimited number of roles, of any relation type."
RelationTypeSupport,https://docs.oracle.com/javase/8/docs/api/javax/management/relation/RelationTypeSupport.html,A RelationTypeSupport object implements the RelationType interface.
Role,https://docs.oracle.com/javase/8/docs/api/javax/management/relation/Role.html,Represents a role: includes a role name and referenced MBeans (via their ObjectNames).
RoleInfo,https://docs.oracle.com/javase/8/docs/api/javax/management/relation/RoleInfo.html,A RoleInfo object summarises a role in a relation type.
RoleList,https://docs.oracle.com/javase/8/docs/api/javax/management/relation/RoleList.html,A RoleList represents a list of roles (Role objects).
RoleResult,https://docs.oracle.com/javase/8/docs/api/javax/management/relation/RoleResult.html,Represents the result of a multiple access to several roles of a relation (either for reading or writing).
RoleStatus,https://docs.oracle.com/javase/8/docs/api/javax/management/relation/RoleStatus.html,This class describes the various problems which can be encountered when accessing a role.
RoleUnresolved,https://docs.oracle.com/javase/8/docs/api/javax/management/relation/RoleUnresolved.html,Represents an unresolved role: a role not retrieved from a relation due to a problem.
RoleUnresolvedList,https://docs.oracle.com/javase/8/docs/api/javax/management/relation/RoleUnresolvedList.html,"A RoleUnresolvedList represents a list of RoleUnresolved objects, representing roles not retrieved from a relation due to a problem encountered when trying to access (read or write) the roles."
