Sample Number,ClassName,Snippet Number,Method,Exist,Description
0,MBeanServerNotificationFilter,1,boolean add(E e),False,NULL
0,MBeanServerNotificationFilter,2,void clear(),False,NULL
0,MBeanServerNotificationFilter,3,boolean contains(Object o),False,NULL
0,MBeanServerNotificationFilter,4,boolean remove(Object o),False,NULL
0,MBeanServerNotificationFilter,5,int size(),False,NULL
1,RelationNotification,1,void setRelationType(String relationType),False,NULL
1,RelationNotification,2,String getRelationType(),False,NULL
1,RelationNotification,3,void setSource(String source),False,NULL
1,RelationNotification,4,String getSource(),False,NULL
1,RelationNotification,5,void setTarget(String target),False,NULL
1,RelationNotification,6,String getTarget(),False,NULL
1,RelationNotification,7,void setType(String type),False,NULL
1,RelationNotification,8,String getType(),False,NULL
1,RelationNotification,9,void setUserData(Object userData),False,NULL
1,RelationNotification,10,Object getUserData(),False,NULL
1,RelationNotification,11,void setSequenceNumber(long sequenceNumber),False,NULL
1,RelationNotification,12,long getSequenceNumber(),False,NULL
1,RelationNotification,13,void setTimeStamp(Date timeStamp),False,NULL
1,RelationNotification,14,Date getTimeStamp(),False,NULL
1,RelationNotification,15,void setMessage(String message),False,NULL
1,RelationNotification,16,String getMessage(),False,NULL
1,RelationNotification,17,void setNotificationType(int notificationType),False,NULL
1,RelationNotification,18,int getNotificationType(),False,NULL
1,RelationNotification,19,void setRelationId(String relationId),False,NULL
1,RelationNotification,20,String getRelationId(),True,Returns the relation identifier of created/removed/updated relation.
2,RelationService,1,RelationService createRelationService(),False,NULL
2,RelationService,2,RelationType createRelationType(String name),False,NULL
2,RelationService,3,void deleteRelationType(RelationType type),False,NULL
2,RelationService,4,"Relation createRelation(RelationType type, ObjectIdentifier[] identifiers)",False,NULL
2,RelationService,5,void deleteRelation(Relation relation),False,NULL
3,RelationSupport,1,boolean add(E e),False,NULL
3,RelationSupport,2,boolean addAll(Collection<? extends E> c),False,NULL
3,RelationSupport,3,void clear(),False,NULL
3,RelationSupport,4,boolean contains(Object o),False,NULL
3,RelationSupport,5,boolean containsAll(Collection<?> c),False,NULL
3,RelationSupport,6,boolean equals(Object o),False,NULL
3,RelationSupport,7,E get(int index),False,NULL
3,RelationSupport,8,int indexOf(Object o),False,NULL
3,RelationSupport,9,boolean isEmpty(),False,NULL
3,RelationSupport,10,Iterator<E> iterator(),False,NULL
3,RelationSupport,11,int lastIndexOf(Object o),False,NULL
3,RelationSupport,12,ListIterator<E> listIterator(),False,NULL
3,RelationSupport,13,ListIterator<E> listIterator(int index),False,NULL
