ClassName,URL,Description
AffineTransformOp,https://docs.oracle.com/javase/8/docs/api/java/awt/image/AffineTransformOp.html,This class uses an affine transform to perform a linear mapping from 2D coordinates in the source image or Raster to 2D coordinates in the destination image or Raster.
AreaAveragingScaleFilter,https://docs.oracle.com/javase/8/docs/api/java/awt/image/AreaAveragingScaleFilter.html,An ImageFilter class for scaling images using a simple area averaging algorithm that produces smoother results than the nearest neighbor algorithm.
BandCombineOp,https://docs.oracle.com/javase/8/docs/api/java/awt/image/BandCombineOp.html,"This class performs an arbitrary linear combination of the bands in a Raster, using a specified matrix."
BandedSampleModel,https://docs.oracle.com/javase/8/docs/api/java/awt/image/BandedSampleModel.html,This class represents image data which is stored in a band interleaved fashion and for which each sample of a pixel occupies one data element of the DataBuffer.
BufferedImage,https://docs.oracle.com/javase/8/docs/api/java/awt/image/BufferedImage.html,The BufferedImage subclass describes an Image with an accessible buffer of image data.
BufferedImageFilter,https://docs.oracle.com/javase/8/docs/api/java/awt/image/BufferedImageFilter.html,The BufferedImageFilter class subclasses an ImageFilter to provide a simple means of using a single-source/single-destination image operator (BufferedImageOp) to filter a BufferedImage in the Image Producer/Consumer/Observer paradigm.
BufferStrategy,https://docs.oracle.com/javase/8/docs/api/java/awt/image/BufferStrategy.html,The BufferStrategy class represents the mechanism with which to organize complex memory on a particular Canvas or Window.
ByteLookupTable,https://docs.oracle.com/javase/8/docs/api/java/awt/image/ByteLookupTable.html,This class defines a lookup table object.
ColorConvertOp,https://docs.oracle.com/javase/8/docs/api/java/awt/image/ColorConvertOp.html,This class performs a pixel-by-pixel color conversion of the data in the source image.
ColorModel,https://docs.oracle.com/javase/8/docs/api/java/awt/image/ColorModel.html,"The ColorModel abstract class encapsulates the methods for translating a pixel value to color components (for example, red, green, and blue) and an alpha component."
ComponentColorModel,https://docs.oracle.com/javase/8/docs/api/java/awt/image/ComponentColorModel.html,A ColorModel class that works with pixel values that represent color and alpha information as separate samples and that store each sample in a separate data element.
ComponentSampleModel,https://docs.oracle.com/javase/8/docs/api/java/awt/image/ComponentSampleModel.html,This class represents image data which is stored such that each sample of a pixel occupies one data element of the DataBuffer.
ConvolveOp,https://docs.oracle.com/javase/8/docs/api/java/awt/image/ConvolveOp.html,This class implements a convolution from the source to the destination.
CropImageFilter,https://docs.oracle.com/javase/8/docs/api/java/awt/image/CropImageFilter.html,An ImageFilter class for cropping images.
DataBuffer,https://docs.oracle.com/javase/8/docs/api/java/awt/image/DataBuffer.html,This class exists to wrap one or more data arrays.
DataBufferByte,https://docs.oracle.com/javase/8/docs/api/java/awt/image/DataBufferByte.html,This class extends DataBuffer and stores data internally as bytes.
DataBufferDouble,https://docs.oracle.com/javase/8/docs/api/java/awt/image/DataBufferDouble.html,This class extends DataBuffer and stores data internally in double form.
DataBufferFloat,https://docs.oracle.com/javase/8/docs/api/java/awt/image/DataBufferFloat.html,This class extends DataBuffer and stores data internally in float form.
DataBufferInt,https://docs.oracle.com/javase/8/docs/api/java/awt/image/DataBufferInt.html,This class extends DataBuffer and stores data internally as integers.
DataBufferShort,https://docs.oracle.com/javase/8/docs/api/java/awt/image/DataBufferShort.html,This class extends DataBuffer and stores data internally as shorts.
