ClassName,Method,Return Type,Description
BreakIteratorProvider,getCharacterInstance(Locale locale),abstract BreakIterator,Returns a new BreakIterator instance for character breaks for the given locale.
BreakIteratorProvider,getLineInstance(Locale locale),abstract BreakIterator,Returns a new BreakIterator instance for line breaks for the given locale.
BreakIteratorProvider,getSentenceInstance(Locale locale),abstract BreakIterator,Returns a new BreakIterator instance for sentence breaks for the given locale.
BreakIteratorProvider,getWordInstance(Locale locale),abstract BreakIterator,Returns a new BreakIterator instance for word breaks for the given locale.
CollatorProvider,getInstance(Locale locale),abstract Collator,Returns a new Collator instance for the specified locale.
DateFormatProvider,"getDateInstance(int style, Locale locale)",abstract DateFormat,Returns a new DateFormat instance which formats date with the given formatting style for the specified locale.
DateFormatProvider,"getDateTimeInstance(int dateStyle, int timeStyle, Locale locale)",abstract DateFormat,Returns a new DateFormat instance which formats date and time with the given formatting style for the specified locale.
DateFormatProvider,"getTimeInstance(int style, Locale locale)",abstract DateFormat,Returns a new DateFormat instance which formats time with the given formatting style for the specified locale.
DateFormatSymbolsProvider,getInstance(Locale locale),abstract DateFormatSymbols,Returns a new DateFormatSymbols instance for the specified locale.
DecimalFormatSymbolsProvider,getInstance(Locale locale),abstract DecimalFormatSymbols,Returns a new DecimalFormatSymbols instance for the specified locale.
NumberFormatProvider,getCurrencyInstance(Locale locale),abstract NumberFormat,Returns a new NumberFormat instance which formats monetary values for the specified locale.
NumberFormatProvider,getIntegerInstance(Locale locale),abstract NumberFormat,Returns a new NumberFormat instance which formats integer values for the specified locale.
NumberFormatProvider,getNumberInstance(Locale locale),abstract NumberFormat,Returns a new general-purpose NumberFormat instance for the specified locale.
NumberFormatProvider,getPercentInstance(Locale locale),abstract NumberFormat,Returns a new NumberFormat instance which formats percentage values for the specified locale.
