Sample Number,ClassName,Snippet Number,Method,Exist
0,AbstractScriptEngine,1,"Object eval(String script, ScriptContext context)",False
0,AbstractScriptEngine,2,"Object eval(Reader reader, ScriptContext context)",False
0,AbstractScriptEngine,3,"void put(String key, Object value)",True
0,AbstractScriptEngine,4,Object get(String key),True
0,AbstractScriptEngine,5,Bindings getBindings(ScriptContext context),False
1,CompiledScript,1,"void put(String key, Object value)",False
1,CompiledScript,2,Object get(String key),False
1,CompiledScript,3,void remove(String key),False
1,CompiledScript,4,boolean contains(String key),False
1,CompiledScript,5,"void bind(String name, Object value)",False
2,ScriptEngineManager,1,ScriptEngineManager getEngineByName(String engineName),False
2,ScriptEngineManager,2,ScriptEngine getEngineByExtension(String extension),True
2,ScriptEngineManager,3,ScriptEngine getEngineByMimeType(String mimeType),True
2,ScriptEngineManager,4,List<ScriptEngineFactory> getEngineFactories(),True
2,ScriptEngineManager,5,"void put(String key, Object value)",True
3,SimpleBindings,1,"Object put(String name, Object value)",True
3,SimpleBindings,2,Object get(String name),False
3,SimpleBindings,3,Set<String> keySet(),True
3,SimpleBindings,4,boolean containsKey(Object key),True
3,SimpleBindings,5,Object remove(String key),False
4,SimpleScriptContext,1,Bindings getBindings(),False
4,SimpleScriptContext,2,void setBindings(Bindings bindings),False
4,SimpleScriptContext,3,Object getAttribute(String name),True
4,SimpleScriptContext,4,"void setAttribute(String name, Object value)",False
4,SimpleScriptContext,5,void removeAttribute(String name),False
