ClassName,Method,Return Type,Description,Full Description
DSAGenParameterSpec,getPrimePLength(),int,Returns the desired length of the prime P of the to-be-generated DSA domain parameters in bits.,"

getPrimePLength
public int getPrimePLength()
Returns the desired length of the prime P of the
 to-be-generated DSA domain parameters in bits.

Returns:
the length of the prime P.


"
DSAGenParameterSpec,getSeedLength(),int,Returns the desired length of the domain parameter seed in bits.,"

getSeedLength
public int getSeedLength()
Returns the desired length of the domain parameter seed in bits.

Returns:
the length of the domain parameter seed.


"
DSAGenParameterSpec,getSubprimeQLength(),int,Returns the desired length of the sub-prime Q of the to-be-generated DSA domain parameters in bits.,"

getSubprimeQLength
public int getSubprimeQLength()
Returns the desired length of the sub-prime Q of the
 to-be-generated DSA domain parameters in bits.

Returns:
the length of the sub-prime Q.


"
DSAParameterSpec,getG(),BigInteger,Returns the base g.,"

getG
public BigInteger getG()
Returns the base g.

Specified by:
getG in interface DSAParams
Returns:
the base g.


"
DSAParameterSpec,getP(),BigInteger,Returns the prime p.,"

getP
public BigInteger getP()
Returns the prime p.

Specified by:
getP in interface DSAParams
Returns:
the prime p.


"
DSAParameterSpec,getQ(),BigInteger,Returns the sub-prime q.,"

getQ
public BigInteger getQ()
Returns the sub-prime q.

Specified by:
getQ in interface DSAParams
Returns:
the sub-prime q.


"
DSAPrivateKeySpec,getG(),BigInteger,Returns the base g.,"

getG
public BigInteger getG()
Returns the base g.

Returns:
the base g.


"
DSAPrivateKeySpec,getP(),BigInteger,Returns the prime p.,"

getP
public BigInteger getP()
Returns the prime p.

Returns:
the prime p.


"
DSAPrivateKeySpec,getQ(),BigInteger,Returns the sub-prime q.,"

getQ
public BigInteger getQ()
Returns the sub-prime q.

Returns:
the sub-prime q.


"
DSAPrivateKeySpec,getX(),BigInteger,Returns the private key x.,"

getX
public BigInteger getX()
Returns the private key x.

Returns:
the private key x.


"
DSAPublicKeySpec,getG(),BigInteger,Returns the base g.,"

getG
public BigInteger getG()
Returns the base g.

Returns:
the base g.


"
DSAPublicKeySpec,getP(),BigInteger,Returns the prime p.,"

getP
public BigInteger getP()
Returns the prime p.

Returns:
the prime p.


"
DSAPublicKeySpec,getQ(),BigInteger,Returns the sub-prime q.,"

getQ
public BigInteger getQ()
Returns the sub-prime q.

Returns:
the sub-prime q.


"
DSAPublicKeySpec,getY(),BigInteger,Returns the public key y.,"

getY
public BigInteger getY()
Returns the public key y.

Returns:
the public key y.


"
ECFieldF2m,equals(Object obj),boolean,Compares this finite field for equality with the specified object.,"

equals
public boolean equals(Object obj)
Compares this finite field for equality with the
 specified object.

Overrides:
equals in class Object
Parameters:
obj - the object to be compared.
Returns:
true if obj is an instance
 of ECFieldF2m and both m and the reduction
 polynomial match, false otherwise.
See Also:
Object.hashCode(), 
HashMap


"
ECFieldF2m,getFieldSize(),int,Returns the field size in bits which is m for this characteristic 2 finite field.,"

getFieldSize
public int getFieldSize()
Returns the field size in bits which is m
 for this characteristic 2 finite field.

Specified by:
getFieldSize in interface ECField
Returns:
the field size in bits.


"
ECFieldF2m,getM(),int,Returns the value m of this characteristic 2 finite field.,"

getM
public int getM()
Returns the value m of this characteristic
 2 finite field.

Returns:
m with 2^m being the
 number of elements.


"
ECFieldF2m,getMidTermsOfReductionPolynomial(),int[],Returns an integer array which contains the order of the middle term(s) of the reduction polynomial for polynomial basis or null for normal basis.,"

getMidTermsOfReductionPolynomial
public int[] getMidTermsOfReductionPolynomial()
Returns an integer array which contains the order of the
 middle term(s) of the reduction polynomial for polynomial
 basis or null for normal basis.

Returns:
an integer array which contains the order of the
 middle term(s) of the reduction polynomial for polynomial
 basis or null for normal basis. A new array is returned
 each time this method is called.


"
ECFieldF2m,getReductionPolynomial(),BigInteger,Returns a BigInteger whose i-th bit corresponds to the i-th coefficient of the reduction polynomial for polynomial basis or null for normal basis.,"

getReductionPolynomial
public BigInteger getReductionPolynomial()
Returns a BigInteger whose i-th bit corresponds to the
 i-th coefficient of the reduction polynomial for polynomial
 basis or null for normal basis.

Returns:
a BigInteger whose i-th bit corresponds to the
 i-th coefficient of the reduction polynomial for polynomial
 basis or null for normal basis.


"
ECFieldF2m,hashCode(),int,Returns a hash code value for this characteristic 2 finite field.,"

hashCode
public int hashCode()
Returns a hash code value for this characteristic 2
 finite field.

Overrides:
hashCode in class Object
Returns:
a hash code value.
See Also:
Object.equals(java.lang.Object), 
System.identityHashCode(java.lang.Object)


"
