ClassName,URL,Description
DSAGenParameterSpec,https://docs.oracle.com/javase/8/docs/api/java/security/spec/DSAGenParameterSpec.html,This immutable class specifies the set of parameters used for generating DSA parameters as specified in FIPS 186-3 Digital Signature Standard (DSS).
DSAParameterSpec,https://docs.oracle.com/javase/8/docs/api/java/security/spec/DSAParameterSpec.html,This class specifies the set of parameters used with the DSA algorithm.
DSAPrivateKeySpec,https://docs.oracle.com/javase/8/docs/api/java/security/spec/DSAPrivateKeySpec.html,This class specifies a DSA private key with its associated parameters.
DSAPublicKeySpec,https://docs.oracle.com/javase/8/docs/api/java/security/spec/DSAPublicKeySpec.html,This class specifies a DSA public key with its associated parameters.
ECFieldF2m,https://docs.oracle.com/javase/8/docs/api/java/security/spec/ECFieldF2m.html,This immutable class defines an elliptic curve (EC) characteristic 2 finite field.
ECFieldFp,https://docs.oracle.com/javase/8/docs/api/java/security/spec/ECFieldFp.html,This immutable class defines an elliptic curve (EC) prime finite field.
ECGenParameterSpec,https://docs.oracle.com/javase/8/docs/api/java/security/spec/ECGenParameterSpec.html,This immutable class specifies the set of parameters used for generating elliptic curve (EC) domain parameters.
ECParameterSpec,https://docs.oracle.com/javase/8/docs/api/java/security/spec/ECParameterSpec.html,This immutable class specifies the set of domain parameters used with elliptic curve cryptography (ECC).
ECPoint,https://docs.oracle.com/javase/8/docs/api/java/security/spec/ECPoint.html,This immutable class represents a point on an elliptic curve (EC) in affine coordinates.
ECPrivateKeySpec,https://docs.oracle.com/javase/8/docs/api/java/security/spec/ECPrivateKeySpec.html,This immutable class specifies an elliptic curve private key with its associated parameters.
ECPublicKeySpec,https://docs.oracle.com/javase/8/docs/api/java/security/spec/ECPublicKeySpec.html,This immutable class specifies an elliptic curve public key with its associated parameters.
EllipticCurve,https://docs.oracle.com/javase/8/docs/api/java/security/spec/EllipticCurve.html,This immutable class holds the necessary values needed to represent an elliptic curve.
EncodedKeySpec,https://docs.oracle.com/javase/8/docs/api/java/security/spec/EncodedKeySpec.html,This class represents a public or private key in encoded format.
MGF1ParameterSpec,https://docs.oracle.com/javase/8/docs/api/java/security/spec/MGF1ParameterSpec.html,"This class specifies the set of parameters used with mask generation function MGF1 in OAEP Padding and RSASSA-PSS signature scheme, as defined in the PKCS#1 v2.2 standard."
PKCS8EncodedKeySpec,https://docs.oracle.com/javase/8/docs/api/java/security/spec/PKCS8EncodedKeySpec.html,"This class represents the ASN.1 encoding of a private key, encoded according to the ASN.1 type PrivateKeyInfo."
PSSParameterSpec,https://docs.oracle.com/javase/8/docs/api/java/security/spec/PSSParameterSpec.html,"This class specifies a parameter spec for RSASSA-PSS signature scheme, as defined in the PKCS#1 v2.2 standard."
RSAKeyGenParameterSpec,https://docs.oracle.com/javase/8/docs/api/java/security/spec/RSAKeyGenParameterSpec.html,This class specifies the set of parameters used to generate an RSA key pair.
RSAMultiPrimePrivateCrtKeySpec,https://docs.oracle.com/javase/8/docs/api/java/security/spec/RSAMultiPrimePrivateCrtKeySpec.html,"This class specifies an RSA multi-prime private key, as defined in the PKCS#1 v2.2 standard using the Chinese Remainder Theorem (CRT) information values for efficiency."
RSAOtherPrimeInfo,https://docs.oracle.com/javase/8/docs/api/java/security/spec/RSAOtherPrimeInfo.html,"This class represents the triplet (prime, exponent, and coefficient) inside RSA's OtherPrimeInfo structure, as defined in the PKCS#1 v2.2 standard."
RSAPrivateCrtKeySpec,https://docs.oracle.com/javase/8/docs/api/java/security/spec/RSAPrivateCrtKeySpec.html,"This class specifies an RSA private key, as defined in the PKCS#1 v2.2 standard, using the Chinese Remainder Theorem (CRT) information values for efficiency."
RSAPrivateKeySpec,https://docs.oracle.com/javase/8/docs/api/java/security/spec/RSAPrivateKeySpec.html,This class specifies an RSA private key.
RSAPublicKeySpec,https://docs.oracle.com/javase/8/docs/api/java/security/spec/RSAPublicKeySpec.html,This class specifies an RSA public key.
X509EncodedKeySpec,https://docs.oracle.com/javase/8/docs/api/java/security/spec/X509EncodedKeySpec.html,"This class represents the ASN.1 encoding of a public key, encoded according to the ASN.1 type SubjectPublicKeyInfo."
