FileName,UsedPackage
AreaAveragingScaleFilter_3,True
BandCombineOp_5,False
BufferedImage_1,True
BufferedImage_2,True
BufferedImage_3,True
BufferedImage_4,True
BufferedImage_5,True
BufferStrategy_1,True
BufferStrategy_2,True
BufferStrategy_3,True
BufferStrategy_4,True
BufferStrategy_5,True
ByteLookupTable_1,True
ColorConvertOp_1,True
ColorModel_1,True
ColorModel_2,True
ColorModel_3,True
ColorModel_4,True
ColorModel_5,True
ComponentColorModel_2,True
ComponentColorModel_3,True
ComponentColorModel_4,True
ComponentColorModel_5,True
ComponentSampleModel_3,True
ComponentSampleModel_4,True
ConvolveOp_1,True
ConvolveOp_2,True
ConvolveOp_4,True
ConvolveOp_5,True
CropImageFilter_4,True
DataBuffer_1,True
DataBuffer_2,True
DataBuffer_3,True
DataBuffer_4,True
DataBuffer_5,True
DataBufferByte_1,True
DataBufferDouble_3,True
DataBufferFloat_1,True
DataBufferFloat_4,True
DataBufferFloat_5,True
DataBufferInt_1,True
DataBufferInt_2,True
DataBufferInt_3,True
DataBufferShort_2,True
DataBufferShort_5,True
DataBufferUShort_1,True
DataBufferUShort_2,True
DataBufferUShort_3,True
DataBufferUShort_5,True
DirectColorModel_1,True
DirectColorModel_2,True
DirectColorModel_3,True
DirectColorModel_4,True
FilteredImageSource_5,True
ImageFilter_2,True
ImageFilter_3,True
ImageFilter_4,True
ImageFilter_5,True
IndexColorModel_1,True
IndexColorModel_2,True
IndexColorModel_3,True
IndexColorModel_4,True
IndexColorModel_5,True
Kernel_1,True
Kernel_2,True
Kernel_3,True
Kernel_4,True
Kernel_5,True
LookupOp_1,True
LookupTable_1,True
LookupTable_3,True
MemoryImageSource_2,True
MemoryImageSource_5,True
MultiPixelPackedSampleModel_5,True
PixelGrabber_1,True
PixelGrabber_2,True
PixelGrabber_5,True
Raster_1,True
Raster_2,True
Raster_3,True
Raster_4,True
RGBImageFilter_4,True
SampleModel_1,True
SampleModel_2,True
SampleModel_3,True
SampleModel_4,True
VolatileImage_2,True
VolatileImage_3,True
VolatileImage_4,True
VolatileImage_5,True
WritableRaster_1,True
WritableRaster_3,True
