Sample Number,ClassName,Snippet Number,Method,Exist,Description,Full Description
0,ChoiceCallback,1,int getSelectedIndex(),False,,NULL
0,ChoiceCallback,2,String[] getChoices(),True,,"

getChoices
public String[] getChoices()
Get the list of choices.

 

Returns:
the list of choices.


"
0,ChoiceCallback,3,void setSelectedIndex(int selectedIndex),True,,"

setSelectedIndex
public void setSelectedIndex(int selection)
Set the selected choice.

 

Parameters:
selection - the selection represented as an index into the
          choices list.
See Also:
getSelectedIndexes()


"
0,ChoiceCallback,4,"ChoiceCallback(String prompt, String[] choices, int defaultChoice, boolean multipleMode)",False,,NULL
0,ChoiceCallback,5,boolean allowMultipleSelections(),True,,"

allowMultipleSelections
public boolean allowMultipleSelections()
Get the boolean determining whether multiple selections from
 the choices list are allowed.

 

Returns:
whether multiple selections are allowed.


"
1,ConfirmationCallback,1,int getSelectedIndex(),True,,"

getSelectedIndex
public int getSelectedIndex()
Get the selected confirmation option.

 

Returns:
the selected confirmation option represented as
          YES, NO, OK or
          CANCEL if an optionType
          was specified to the constructor of this
          ConfirmationCallback.
          Otherwise, this method returns the selected confirmation
          option as an index into the
          options array specified to the constructor
          of this ConfirmationCallback.
See Also:
setSelectedIndex(int)


"
1,ConfirmationCallback,2,String getSelectedValue(),False,,NULL
1,ConfirmationCallback,3,void setSelectedIndex(int index),True,,"

setSelectedIndex
public void setSelectedIndex(int selection)
Set the selected confirmation option.

 

Parameters:
selection - the selection represented as YES,
          NO, OK or CANCEL
          if an optionType was specified to the constructor
          of this ConfirmationCallback.
          Otherwise, the selection represents the index into the
          options array specified to the constructor
          of this ConfirmationCallback.
See Also:
getSelectedIndex()


"
1,ConfirmationCallback,4,void setSelectedValue(String value),False,,NULL
1,ConfirmationCallback,5,void setOptions(String[] options),False,,NULL
2,LanguageCallback,1,Locale getLocale(),True,,"

getLocale
public Locale getLocale()
Get the retrieved Locale.

 

Returns:
the retrieved Locale, or null
          if no Locale could be retrieved.
See Also:
setLocale(java.util.Locale)


"
2,LanguageCallback,2,void setLocale(Locale locale),True,,"

setLocale
public void setLocale(Locale locale)
Set the retrieved Locale.

 

Parameters:
locale - the retrieved Locale.
See Also:
getLocale()


"
2,LanguageCallback,3,String getLocaleString(),False,,NULL
2,LanguageCallback,4,void setLocaleString(String localeString),False,,NULL
2,LanguageCallback,5,void clear(),False,,NULL
3,NameCallback,1,String getName(),True,,"

getName
public String getName()
Get the retrieved name.

 

Returns:
the retrieved name (which may be null)
See Also:
setName(java.lang.String)


"
3,NameCallback,2,void setName(String name),True,,"

setName
public void setName(String name)
Set the retrieved name.

 

Parameters:
name - the retrieved name (which may be null).
See Also:
getName()


"
3,NameCallback,3,void clearName(),False,,NULL
3,NameCallback,4,void setDefaultName(String defaultName),False,,NULL
3,NameCallback,5,String getDefaultName(),True,,"

getDefaultName
public String getDefaultName()
Get the default name.

 

Returns:
the default name, or null if this NameCallback
          was not instantiated with a defaultName.


"
4,PasswordCallback,1,char[] getPassword(),True,,"

getPassword
public char[] getPassword()
Get the retrieved password.

  This method returns a copy of the retrieved password.

 

Returns:
the retrieved password, which may be null.
See Also:
setPassword(char[])


"
4,PasswordCallback,2,void clearPassword(),True,,"

clearPassword
public void clearPassword()
Clear the retrieved password.

"
4,PasswordCallback,3,void setPassword(char[] password),True,,"

setPassword
public void setPassword(char[] password)
Set the retrieved password.

  This method makes a copy of the input password
 before storing it.

 

Parameters:
password - the retrieved password, which may be null.
See Also:
getPassword()


"
4,PasswordCallback,4,String getPrompt(),True,,"

getPrompt
public String getPrompt()
Get the prompt.

 

Returns:
the prompt.


"
4,PasswordCallback,5,boolean isEchoOn(),True,,"

isEchoOn
public boolean isEchoOn()
Return whether the password
 should be displayed as it is being typed.

 

Returns:
the whether the password
          should be displayed as it is being typed.


"
5,TextInputCallback,1,String getText(),True,,"

getText
public String getText()
Get the retrieved text.

 

Returns:
the retrieved text, which may be null.
See Also:
setText(java.lang.String)


"
5,TextInputCallback,2,void setText(String text),True,,"

setText
public void setText(String text)
Set the retrieved text.

 

Parameters:
text - the retrieved text, which may be null.
See Also:
getText()


"
5,TextInputCallback,3,boolean isEchoOn(),False,,NULL
5,TextInputCallback,4,void setEchoOn(boolean echoOn),False,,NULL
5,TextInputCallback,5,void clearText(),False,,NULL
6,TextOutputCallback,1,void setText(String text),False,,NULL
6,TextOutputCallback,2,String getMessage(),True,,"

getMessage
public String getMessage()
Get the message to be displayed.

 

Returns:
the message to be displayed.


"
6,TextOutputCallback,3,int getMessageType(),True,,"

getMessageType
public int getMessageType()
Get the message type.

 

Returns:
the message type (INFORMATION,
                  WARNING or ERROR).


"
6,TextOutputCallback,4,void setMessageType(int messageType),False,,NULL
6,TextOutputCallback,5,void clear(),False,,NULL
