ClassName,Method,Return Type,Description,Full Description
AbstractAnnotationValueVisitor6,visit(AnnotationValue av),R,Visits an annotation value as if by passing itself to that value's accept method passing null for the additional parameter.,"

visit
public final R visit(AnnotationValue av)
Visits an annotation value as if by passing itself to that
 value's accept method passing
 null for the additional parameter.  The invocation
 v.visit(av) is equivalent to av.accept(v,
 null).

Specified by:
visit in interface AnnotationValueVisitor<R,P>
Parameters:
av - the value to visit
Returns:
a visitor-specified result


"
AbstractAnnotationValueVisitor6,"visit(AnnotationValue av, P p)",R,Visits an annotation value as if by passing itself to that value's accept.,"

visit
public final R visit(AnnotationValue av,
                     P p)
Visits an annotation value as if by passing itself to that
 value's accept.  The invocation
 v.visit(av) is equivalent to av.accept(v, p).

Specified by:
visit in interface AnnotationValueVisitor<R,P>
Parameters:
av - the value to visit
p - a visitor-specified parameter
Returns:
a visitor-specified result


"
AbstractAnnotationValueVisitor6,"visitUnknown(AnnotationValue av, P p)",R,Visits an unknown kind of annotation value.,"

visitUnknown
public R visitUnknown(AnnotationValue av,
                      P p)
Visits an unknown kind of annotation value.
 This can occur if the language evolves and new kinds
 of value can be stored in an annotation.

 The default implementation of this method in AbstractAnnotationValueVisitor6 will always throw UnknownAnnotationValueException.  This behavior is not
 required of a subclass.

Specified by:
visitUnknown in interface AnnotationValueVisitor<R,P>
Parameters:
av - the unknown value being visited
p - a visitor-specified parameter
Returns:
the result of the visit


"
AbstractElementVisitor6,visit(Element e),R,Visits any program element as if by passing itself to that element's accept method and passing null for the additional parameter.,"

visit
public final R visit(Element e)
Visits any program element as if by passing itself to that
 element's accept method and passing
 null for the additional parameter.  The invocation
 v.visit(elem) is equivalent to elem.accept(v,
 null).

Specified by:
visit in interface ElementVisitor<R,P>
Parameters:
e - the element to visit
Returns:
a visitor-specified result


"
AbstractElementVisitor6,"visit(Element e, P p)",R,Visits any program element as if by passing itself to that element's accept method.,"

visit
public final R visit(Element e,
                     P p)
Visits any program element as if by passing itself to that
 element's accept method.  The invocation
 v.visit(elem) is equivalent to elem.accept(v,
 p).

Specified by:
visit in interface ElementVisitor<R,P>
Parameters:
e - the element to visit
p - a visitor-specified parameter
Returns:
a visitor-specified result


"
AbstractElementVisitor6,"visitUnknown(Element e, P p)",R,Visits an unknown kind of element.,"

visitUnknown
public R visitUnknown(Element e,
                      P p)
Visits an unknown kind of element.
 This can occur if the language evolves and new kinds
 of elements are added to the Element hierarchy.

  The default implementation of this method in
 AbstractElementVisitor6 will always throw
 UnknownElementException.
 This behavior is not required of a subclass.

Specified by:
visitUnknown in interface ElementVisitor<R,P>
Parameters:
e - the element to visit
p - a visitor-specified parameter
Returns:
a visitor-specified result
Throws:
UnknownElementException - a visitor implementation may optionally throw this exception


"
AbstractTypeVisitor6,visit(TypeMirror t),R,Visits any type mirror as if by passing itself to that type mirror's accept method and passing null for the additional parameter.,"

visit
public final R visit(TypeMirror t)
Visits any type mirror as if by passing itself to that type
 mirror's accept method and passing
 null for the additional parameter.  The invocation
 v.visit(t) is equivalent to t.accept(v, null).

Specified by:
visit in interface TypeVisitor<R,P>
Parameters:
t - the type to visit
Returns:
a visitor-specified result


"
AbstractTypeVisitor6,"visit(TypeMirror t, P p)",R,Visits any type mirror as if by passing itself to that type mirror's accept method.,"

visit
public final R visit(TypeMirror t,
                     P p)
Visits any type mirror as if by passing itself to that type
 mirror's accept method.  The
 invocation v.visit(t, p) is equivalent to t.accept(v, p).

Specified by:
visit in interface TypeVisitor<R,P>
Parameters:
t - the type to visit
p - a visitor-specified parameter
Returns:
a visitor-specified result


"
AbstractTypeVisitor6,"visitIntersection(IntersectionType t, P p)",R,Visits an IntersectionType element by calling visitUnknown.,"

visitIntersection
public R visitIntersection(IntersectionType t,
                           P p)
Visits an IntersectionType element by calling visitUnknown.

Specified by:
visitIntersection in interface TypeVisitor<R,P>
Parameters:
t - the type to visit
p - a visitor-specified parameter
Returns:
the result of visitUnknown
Since:
1.8


"
AbstractTypeVisitor6,"visitUnion(UnionType t, P p)",R,Visits a UnionType element by calling visitUnknown.,"

visitUnion
public R visitUnion(UnionType t,
                    P p)
Visits a UnionType element by calling visitUnknown.

Specified by:
visitUnion in interface TypeVisitor<R,P>
Parameters:
t - the type to visit
p - a visitor-specified parameter
Returns:
the result of visitUnknown
Since:
1.7


"
