ClassName,Method,Return Type,Description
SAXResult,getHandler(),ContentHandler,Get the ContentHandler that is the Result.
SAXResult,getLexicalHandler(),LexicalHandler,Get a SAX2 LexicalHandler for the output.
SAXResult,getSystemId(),String,Get the system identifier that was set with setSystemId.
SAXResult,setHandler(ContentHandler handler),void,Set the target to be a SAX2 ContentHandler.
SAXResult,setLexicalHandler(LexicalHandler handler),void,Set the SAX2 LexicalHandler for the output.
SAXResult,setSystemId(String systemId),void,Method setSystemId Set the systemID that may be used in association with the ContentHandler.
SAXSource,getInputSource(),InputSource,Get the SAX InputSource to be used for the Source.
SAXSource,getSystemId(),String,Get the base ID (URI or system ID) from where URIs will be resolved.
SAXSource,getXMLReader(),XMLReader,Get the XMLReader to be used for the Source.
SAXSource,setInputSource(InputSource inputSource),void,Set the SAX InputSource to be used for the Source.
SAXSource,setSystemId(String systemId),void,Set the system identifier for this Source.
SAXSource,setXMLReader(XMLReader reader),void,Set the XMLReader to be used for the Source.
SAXSource,sourceToInputSource(Source source),static InputSource,Attempt to obtain a SAX InputSource object from a Source object.
SAXTransformerFactory,newTemplatesHandler(),abstract TemplatesHandler,Get a TemplatesHandler object that can process SAX ContentHandler events into a Templates object.
SAXTransformerFactory,newTransformerHandler(),abstract TransformerHandler,Get a TransformerHandler object that can process SAX ContentHandler events into a Result.
SAXTransformerFactory,newTransformerHandler(Source src),abstract TransformerHandler,"Get a TransformerHandler object that can process SAX ContentHandler events into a Result, based on the transformation instructions specified by the argument."
SAXTransformerFactory,newTransformerHandler(Templates templates),abstract TransformerHandler,"Get a TransformerHandler object that can process SAX ContentHandler events into a Result, based on the Templates argument."
SAXTransformerFactory,newXMLFilter(Source src),abstract XMLFilter,Create an XMLFilter that uses the given Source as the transformation instructions.
SAXTransformerFactory,newXMLFilter(Templates templates),abstract XMLFilter,"Create an XMLFilter, based on the Templates argument.."
