Sample Number,ClassName,Snippet Number,Method,Exist,Description,Full Description
0,ActivationDataFlavor,1,boolean isMimeTypeEqual(String mimeType),True,,"

isMimeTypeEqual
public boolean isMimeTypeEqual(String mimeType)
Is the string representation of the MIME type passed in equivalent
 to the MIME type of this DataFlavor. 

 ActivationDataFlavor delegates the comparison of MIME types to
 the MimeType class included as part of the JavaBeans Activation
 Framework. This provides a more robust comparison than is normally
 available in the DataFlavor class.

Overrides:
isMimeTypeEqual in class DataFlavor
Parameters:
mimeType - the MIME type
Returns:
true if the same MIME type


"
0,ActivationDataFlavor,2,String getMimeType(),True,,"

getMimeType
public String getMimeType()
Return the MIME type for this DataFlavor.

Overrides:
getMimeType in class DataFlavor
Returns:
the MIME type


"
0,ActivationDataFlavor,3,Class<?> getRepresentationClass(),False,,NULL
0,ActivationDataFlavor,4,boolean isMimeTypeSerializedObject(),False,,NULL
0,ActivationDataFlavor,5,boolean isMimeTypeJavaSerializedObject(),False,,NULL
1,CommandInfo,1,String getCommandClass(),True,,"

getCommandClass
public String getCommandClass()
Return the command's class name. This method MAY return null in
 cases where a CommandMap subclassed CommandInfo for its
 own purposes. In other words, it might not be possible to
 create the correct state in the command by merely knowing
 its class name. DO NOT DEPEND ON THIS METHOD RETURNING
 A VALID VALUE!

Returns:
The class name of the command, or null


"
1,CommandInfo,2,String getCommandName(),True,,"

getCommandName
public String getCommandName()
Return the command verb.

Returns:
the command verb.


"
1,CommandInfo,3,String getCommandType(),False,,NULL
1,CommandInfo,4,String getCommandName(String verb),False,,NULL
1,CommandInfo,5,String getCommandType(String verb),False,,NULL
2,CommandMap,1,"void setCommand(String commandName, Command command)",False,,NULL
2,CommandMap,2,Command getCommand(String commandName),False,,NULL
2,CommandMap,3,void removeCommand(String commandName),False,,NULL
2,CommandMap,4,int getSize(),False,,NULL
2,CommandMap,5,boolean containsCommand(String commandName),False,,NULL
3,DataHandler,1,DataSource getDataSource(),True,,"

getDataSource
public DataSource getDataSource()
Return the DataSource associated with this instance
 of DataHandler.
 
 For DataHandlers that have been instantiated with a DataSource,
 this method returns the DataSource that was used to create the
 DataHandler object. In other cases the DataHandler
 constructs a DataSource from the data used to construct
 the DataHandler. DataSources created for DataHandlers not
 instantiated with a DataSource are cached for performance
 reasons.

Returns:
a valid DataSource object for this DataHandler


"
3,DataHandler,2,String getContentType(),True,,"

getContentType
public String getContentType()
Return the MIME type of this object as retrieved from
 the source object. Note that this is the full
 type with parameters.

Returns:
the MIME type


"
3,DataHandler,3,InputStream getInputStream(),True,,"

getInputStream
public InputStream getInputStream()
                           throws IOException
Get the InputStream for this object. 

 For DataHandlers instantiated with a DataSource, the DataHandler
 calls the DataSource.getInputStream method and
 returns the result to the caller.
 
 For DataHandlers instantiated with an Object, the DataHandler
 first attempts to find a DataContentHandler for the Object. If
 the DataHandler can not find a DataContentHandler for this MIME
 type, it throws an UnsupportedDataTypeException.  If it is
 successful, it creates a pipe and a thread.  The thread uses the
 DataContentHandler's writeTo method to write the
 stream data into one end of the pipe.  The other end of the pipe
 is returned to the caller.  Because a thread is created to copy
 the data, IOExceptions that may occur during the copy can not be
 propagated back to the caller. The result is an empty stream.

Returns:
the InputStream representing this data
Throws:
IOException - if an I/O error occurs
See Also:
DataContentHandler.writeTo(java.lang.Object, java.lang.String, java.io.OutputStream), 
UnsupportedDataTypeException


"
3,DataHandler,4,OutputStream getOutputStream(),True,,"

getOutputStream
public OutputStream getOutputStream()
                             throws IOException
Get an OutputStream for this DataHandler to allow overwriting
 the underlying data.
 If the DataHandler was created with a DataSource, the
 DataSource's getOutputStream method is called.
 Otherwise, null is returned.

Returns:
the OutputStream
Throws:
IOException
See Also:
DataSource.getOutputStream(), 
URLDataSource


"
3,DataHandler,5,void writeTo(OutputStream os),True,,"

writeTo
public void writeTo(OutputStream os)
             throws IOException
Write the data to an OutputStream.

 If the DataHandler was created with a DataSource, writeTo
 retrieves the InputStream and copies the bytes from the
 InputStream to the OutputStream passed in.
 
 If the DataHandler was created with an object, writeTo
 retrieves the DataContentHandler for the object's type.
 If the DataContentHandler was found, it calls the
 writeTo method on the DataContentHandler.

Parameters:
os - the OutputStream to write to
Throws:
IOException - if an I/O error occurs


"
4,FileDataSource,1,String getContentType(),True,,"

getContentType
public String getContentType()
This method returns the MIME type of the data in the form of a
 string. This method uses the currently installed FileTypeMap. If
 there is no FileTypeMap explictly set, the FileDataSource will
 call the getDefaultFileTypeMap method on
 FileTypeMap to acquire a default FileTypeMap. Note: By
 default, the FileTypeMap used will be a MimetypesFileTypeMap.

Specified by:
getContentType in interface DataSource
Returns:
the MIME Type
See Also:
FileTypeMap.getDefaultFileTypeMap()


"
