FileName,UsedPackage
AffineTransformOp_1,True
AffineTransformOp_2,True
AffineTransformOp_4,True
AffineTransformOp_5,True
AreaAveragingScaleFilter_1,True
AreaAveragingScaleFilter_2,True
AreaAveragingScaleFilter_3,True
BufferedImage_1,True
BufferedImage_2,True
BufferedImage_3,True
BufferedImage_4,True
BufferedImage_5,True
BufferStrategy_1,True
BufferStrategy_2,True
BufferStrategy_3,True
BufferStrategy_4,True
ByteLookupTable_3,True
ColorConvertOp_1,True
ColorModel_1,True
ColorModel_2,True
ColorModel_3,True
ColorModel_4,True
ComponentColorModel_1,True
ComponentColorModel_2,True
ComponentColorModel_3,True
ComponentColorModel_4,True
ComponentSampleModel_3,True
ComponentSampleModel_4,True
ComponentSampleModel_5,True
ConvolveOp_1,True
ConvolveOp_2,True
ConvolveOp_3,True
ConvolveOp_5,True
CropImageFilter_3,True
DataBuffer_1,True
DataBuffer_2,True
DataBuffer_3,True
DataBuffer_4,True
DataBuffer_5,True
DataBufferByte_1,True
DataBufferByte_2,True
DataBufferByte_3,True
DataBufferByte_4,True
DataBufferByte_5,True
DataBufferDouble_3,True
DataBufferDouble_4,True
DataBufferFloat_1,True
DataBufferInt_1,True
DataBufferInt_2,True
DataBufferInt_3,True
DataBufferInt_4,True
DataBufferInt_5,True
DataBufferShort_3,True
DataBufferShort_4,True
DataBufferUShort_1,True
DataBufferUShort_2,True
DataBufferUShort_3,True
DataBufferUShort_4,True
DataBufferUShort_5,True
DirectColorModel_1,True
DirectColorModel_2,True
DirectColorModel_3,True
DirectColorModel_4,True
ImageFilter_1,False
ImageFilter_2,True
ImageFilter_3,True
ImageFilter_4,True
ImageFilter_5,True
IndexColorModel_1,True
IndexColorModel_2,True
IndexColorModel_3,True
IndexColorModel_4,True
IndexColorModel_5,True
Kernel_1,True
Kernel_2,True
Kernel_3,True
LookupOp_1,True
LookupTable_1,True
MemoryImageSource_1,True
MemoryImageSource_2,True
MultiPixelPackedSampleModel_2,True
MultiPixelPackedSampleModel_3,True
MultiPixelPackedSampleModel_4,True
MultiPixelPackedSampleModel_5,True
PixelGrabber_1,True
PixelGrabber_2,True
PixelGrabber_4,True
PixelGrabber_5,True
Raster_1,True
Raster_2,True
Raster_3,True
Raster_5,True
ReplicateScaleFilter_3,True
ReplicateScaleFilter_4,True
ReplicateScaleFilter_5,True
RescaleOp_1,True
RescaleOp_2,True
RescaleOp_4,True
RescaleOp_5,True
RGBImageFilter_2,True
RGBImageFilter_3,True
RGBImageFilter_4,True
SampleModel_1,True
SampleModel_2,True
SampleModel_3,True
SampleModel_4,True
SinglePixelPackedSampleModel_2,True
SinglePixelPackedSampleModel_3,True
SinglePixelPackedSampleModel_4,True
SinglePixelPackedSampleModel_5,True
VolatileImage_1,True
VolatileImage_2,True
VolatileImage_4,True
VolatileImage_5,True
WritableRaster_1,True
WritableRaster_2,True
WritableRaster_3,True
WritableRaster_4,True
WritableRaster_5,True
